Orthogroup	V_vinifera.proteins	A_vesiculosa.proteins
OG0002006	VIT_202s0109g00250.2, VIT_202s0109g00250.1	Av_00020987-RA
OG0002006	VIT_218s0001g00280.1, VIT_218s0001g00290.1	Av_00009018-RA
OG0002007	VIT_211s0103g00370.1	Av_00004474-RA, Av_00023596-RA
OG0002008	VIT_215s0021g01810.3, VIT_215s0021g01810.4, VIT_215s0021g01810.2, VIT_215s0021g01810.1	Av_00010990-RA, Av_00023212-RA, Av_00003129-RA
OG0002009	VIT_200s0475g00040.1, VIT_200s0475g00040.2, VIT_200s0475g00040.14, VIT_200s0475g00040.9, VIT_200s0475g00040.3, VIT_200s0475g00040.10, VIT_200s0475g00040.13, VIT_200s0475g00040.4, VIT_200s0475g00040.5, VIT_200s0475g00040.7, VIT_200s0475g00040.12, VIT_200s0475g00040.8, VIT_200s0475g00040.6, VIT_200s0475g00040.11	Av_00006004-RA, Av_00005579-RA
OG0002010	VIT_207s0151g00050.1, VIT_209s0002g00740.4, VIT_209s0002g00740.3, VIT_209s0002g00740.2, VIT_209s0002g00740.1	Av_00023443-RA, Av_00015815-RA
OG0002011	VIT_209s0002g02440.1, VIT_209s0002g02430.1	Av_00006774-RA
OG0002012	VIT_209s0002g03340.1	Av_00004125-RA
OG0002013	VIT_216s0022g00840.1, VIT_216s0022g00830.1, VIT_216s0022g00860.1, VIT_216s0022g00870.1, VIT_200s0323g00060.1, VIT_200s0323g00070.1, VIT_200s0323g00076.1	Av_00005523-RA, Av_00010703-RA, Av_00018575-RA, Av_00005454-RA
OG0002014	VIT_216s0098g01140.1	Av_00015052-RA, Av_00009216-RA
OG0002014	VIT_215s0048g02840.2, VIT_215s0048g02840.1	Av_00003267-RA, Av_00013962-RA
OG0002015	VIT_209s0002g03660.1, VIT_209s0002g03660.2, VIT_209s0002g03660.3	Av_00011923-RA
OG0002016	VIT_215s0046g02560.1	Av_00003227-RA, Av_00013919-RA
OG0002016	VIT_202s0025g03450.3, VIT_202s0025g03450.2, VIT_202s0025g03450.1	Av_00018548-RA, Av_00010457-RA
OG0002017	VIT_211s0052g01840.1, VIT_211s0052g01840.2	Av_00011018-RA, Av_00009819-RA, Av_00001011-RA
OG0002018	VIT_215s0046g02510.1, VIT_215s0046g02510.3, VIT_215s0046g02510.6, VIT_215s0046g02510.4, VIT_215s0046g02510.5, VIT_215s0046g02510.2, VIT_215s0046g03620.1	Av_00017405-RA, Av_00017892-RA
OG0002019	VIT_212s0034g00980.1, VIT_212s0034g00970.1, VIT_212s0034g00990.1	Av_00009441-RA, Av_00009440-RA
OG0002020	VIT_201s0010g03700.1, VIT_201s0010g03700.2, VIT_201s0010g03700.4, VIT_201s0010g03700.6, VIT_201s0010g03700.5, VIT_201s0010g03700.7, VIT_201s0010g03700.3, VIT_201s0010g03700.9, VIT_201s0010g03700.8, VIT_201s0010g03700.10, VIT_201s0010g03700.11	Av_00003358-RA, Av_00001385-RA, Av_00010831-RA, Av_00003359-RA
OG0002021	VIT_209s0002g01000.5, VIT_209s0002g01000.1, VIT_209s0002g01000.2, VIT_209s0002g01000.3, VIT_209s0002g01000.4	Av_00025016-RA, Av_00023016-RA
OG0002022	VIT_202s0025g01740.2, VIT_202s0025g01740.1	Av_00024229-RA
OG0002023	VIT_201s0150g00140.2, VIT_201s0150g00140.1	Av_00017727-RA, Av_00000927-RA
OG0002024	VIT_212s0059g00450.1, VIT_219s0027g01520.2, VIT_219s0027g01520.3, VIT_219s0027g01520.1	Av_00009455-RA, Av_00001659-RA
OG0002025	VIT_205s0094g00930.1, VIT_205s0094g00930.2, VIT_205s0094g00930.3, VIT_205s0094g00930.4	Av_00002042-RA
OG0002025	VIT_200s0582g00020.1, VIT_200s0582g00020.2, VIT_200s0227g00180.1, VIT_200s0227g00190.1	Av_00004816-RA, Av_00003415-RA
OG0002026	VIT_208s0007g02360.1	Av_00018010-RA, Av_00010297-RA
OG0002027	VIT_201s0010g01130.1, VIT_201s0010g01130.2, VIT_201s0010g01130.3	Av_00024200-RA
OG0002029	VIT_219s0015g01290.1	Av_00021243-RA
OG0002030	VIT_208s0007g06680.3, VIT_208s0007g06680.1, VIT_208s0007g06680.2	Av_00013197-RA, Av_00018805-RA
OG0002031	VIT_213s0156g00220.2, VIT_213s0156g00220.1, VIT_213s0156g00220.4, VIT_213s0156g00220.3, VIT_206s0004g01210.6, VIT_206s0004g01210.9, VIT_206s0004g01210.1, VIT_206s0004g01210.8, VIT_206s0004g01210.3, VIT_206s0004g01210.10, VIT_206s0004g01210.4, VIT_206s0004g01210.7, VIT_206s0004g01210.5, VIT_206s0004g01210.2	Av_00004335-RA, Av_00008155-RA, Av_00006511-RA, Av_00016568-RA
OG0002032	VIT_206s0004g06320.1	Av_00007355-RA, Av_00013303-RA
OG0002033	VIT_206s0009g00320.1	Av_00007330-RA
OG0002034	VIT_217s0000g03530.1, VIT_214s0006g02830.2, VIT_214s0006g02830.1, VIT_214s0006g02830.3	Av_00005765-RA, Av_00012205-RA, Av_00004977-RA, Av_00019928-RA
OG0002035	VIT_213s0067g03780.1	Av_00001136-RA
OG0002035	VIT_206s0004g03920.1	Av_00013364-RA, Av_00019695-RA
OG0002036	VIT_208s0040g02800.3, VIT_208s0040g02800.4, VIT_208s0040g02800.7, VIT_208s0040g02800.6, VIT_208s0040g02800.5, VIT_208s0040g02800.1, VIT_208s0040g02800.2	Av_00021648-RA
OG0002037	VIT_214s0066g00950.3, VIT_214s0066g00950.1, VIT_214s0066g00950.2	Av_00006773-RA, Av_00008023-RA
OG0002037	VIT_204s0079g00530.1	Av_00021938-RA, Av_00007436-RA, Av_00003739-RA
OG0002038	VIT_216s0039g00700.4, VIT_216s0039g00700.5, VIT_216s0039g00700.6, VIT_216s0039g00700.7, VIT_216s0039g00700.2, VIT_216s0039g00700.3, VIT_216s0039g00700.1	Av_00008897-RA
OG0002039	VIT_212s0059g02670.1, VIT_212s0059g02670.4, VIT_212s0059g02670.2, VIT_212s0059g02670.3	Av_00017736-RA, Av_00004778-RA
OG0002042	VIT_212s0057g01020.1	Av_00011548-RA, Av_00000143-RA, Av_00008402-RA, Av_00023500-RA, Av_00003058-RA, Av_00010161-RA, Av_00016946-RA
OG0002043	VIT_212s0059g02280.1	Av_00010773-RA
OG0002045	VIT_213s0019g02200.3, VIT_213s0019g02200.2, VIT_213s0019g02200.1, VIT_206s0004g05460.1, VIT_206s0004g05460.3, VIT_206s0004g05460.2	Av_00008428-RA
OG0002046	VIT_206s0061g00860.4, VIT_206s0061g00860.1, VIT_206s0061g00860.2, VIT_206s0061g00860.3, VIT_213s0019g05390.2, VIT_213s0019g05390.1	Av_00001170-RA, Av_00014366-RA, Av_00007045-RA
OG0002048	VIT_208s0040g00370.1	Av_00000704-RA, Av_00000706-RA
OG0002048	VIT_208s0040g00380.5, VIT_208s0040g00380.6, VIT_208s0040g00380.1, VIT_208s0040g00380.4, VIT_208s0040g00380.2, VIT_208s0040g00380.3	Av_00020581-RA
OG0002049	VIT_209s0054g00010.1, VIT_211s0052g00290.1	Av_00018648-RA
OG0002050	VIT_218s0001g10410.2, VIT_218s0001g10410.5, VIT_218s0001g10410.4, VIT_218s0001g10410.3, VIT_218s0001g10410.1	Av_00004187-RA
OG0002052	VIT_215s0046g01800.1, VIT_216s0050g00900.1, VIT_216s0050g00910.1, VIT_216s0050g00930.1	Av_00013926-RA
OG0002054	VIT_204s0008g04180.1, VIT_202s0025g03310.1, VIT_202s0025g03310.2, VIT_216s0050g00780.3, VIT_216s0050g00780.1, VIT_216s0050g00780.2, VIT_216s0050g00780.4	Av_00024289-RA, Av_00016702-RA
OG0002055	VIT_218s0001g07740.7, VIT_218s0001g07740.1, VIT_218s0001g07740.3, VIT_218s0001g07740.6, VIT_218s0001g07740.4, VIT_218s0001g07740.2, VIT_218s0001g07740.9, VIT_218s0001g07740.8, VIT_218s0001g07740.10, VIT_218s0001g07740.5	Av_00001781-RA, Av_00010507-RA
OG0002056	VIT_204s0044g00020.2, VIT_200s0698g00010.4	Av_00004066-RA
OG0002057	VIT_202s0025g03280.1	Av_00024533-RA
OG0002057	VIT_202s0025g03270.1	Av_00006106-RA
OG0002058	VIT_218s0072g00670.1	Av_00016802-RA, Av_00024783-RA, Av_00015557-RA
OG0002059	VIT_207s0031g00130.1, VIT_218s0001g10090.2, VIT_218s0001g10090.3, VIT_218s0001g10090.5, VIT_218s0001g10090.6, VIT_218s0001g10090.7, VIT_218s0001g10090.4, VIT_218s0001g10090.1	Av_00009996-RA, Av_00007899-RA
OG0002061	VIT_203s0091g00310.2	Av_00004537-RA
OG0002061	VIT_203s0091g00310.1	Av_00012374-RA, Av_00016358-RA
OG0002062	VIT_214s0083g00370.1, VIT_214s0083g00380.1	Av_00019943-RA
OG0002063	VIT_214s0083g00540.4, VIT_214s0083g00540.5, VIT_214s0083g00540.6	Av_00017305-RA
OG0002065	VIT_202s0087g00210.1, VIT_202s0087g00220.1	Av_00005808-RA, Av_00023168-RA
OG0002066	VIT_214s0083g00200.1, VIT_214s0083g00060.1, VIT_217s0000g04090.1	Av_00009124-RA
OG0002067	VIT_202s0012g00530.1	Av_00019846-RA
OG0002067	VIT_215s0021g00460.1	Av_00000109-RA
OG0002069	VIT_203s0038g04270.5, VIT_203s0038g04270.2, VIT_203s0038g04270.6, VIT_203s0038g04270.1, VIT_203s0038g04270.4, VIT_203s0038g04270.3	Av_00011538-RA, Av_00000126-RA, Av_00000753-RA
OG0002070	VIT_214s0066g02540.2, VIT_214s0066g02540.1, VIT_214s0066g02540.3	Av_00020089-RA, Av_00010743-RA
OG0002071	VIT_214s0006g02590.2, VIT_214s0006g02590.3, VIT_214s0006g02590.1, VIT_201s0011g04010.1, VIT_201s0011g04010.3, VIT_201s0011g04010.4, VIT_201s0011g04010.2	Av_00002596-RA, Av_00007786-RA
OG0002072	VIT_214s0066g01610.1	Av_00013610-RA, Av_00008269-RA, Av_00001124-RA, Av_00013611-RA, Av_00020102-RA, Av_00008223-RA
OG0002072	VIT_201s0026g00300.1	Av_00002679-RA, Av_00005316-RA, Av_00021491-RA
OG0002073	VIT_202s0012g02645.1, VIT_205s0077g00652.1	Av_00018106-RA
OG0002076	VIT_213s0139g00245.1	Av_00018312-RA, Av_00022785-RA, Av_00022793-RA, Av_00022786-RA, Av_00022777-RA, Av_00019052-RA, Av_00019056-RA, Av_00022794-RA, Av_00020926-RA, Av_00023282-RA, Av_00022784-RA, Av_00022782-RA, Av_00018311-RA, Av_00023283-RA, Av_00022791-RA, Av_00019054-RA, Av_00022776-RA, Av_00020925-RA, Av_00019058-RA, Av_00018314-RA, Av_00023173-RA, Av_00022788-RA, Av_00017239-RA, Av_00019057-RA, Av_00019061-RA, Av_00022787-RA, Av_00019528-RA, Av_00018313-RA, Av_00022774-RA, Av_00022789-RA, Av_00017240-RA, Av_00022779-RA, Av_00019053-RA, Av_00019051-RA
OG0002086	VIT_214s0030g01620.1, VIT_207s0151g00900.1	Av_00023839-RA, Av_00009718-RA, Av_00001413-RA
OG0002087	VIT_206s0004g00720.6, VIT_206s0004g00720.4, VIT_206s0004g00720.5, VIT_206s0004g00720.1, VIT_206s0004g00720.2, VIT_206s0004g00720.3	Av_00006502-RA, Av_00013688-RA, Av_00011888-RA
OG0002088	VIT_213s0064g01390.1, VIT_208s0007g06150.1	Av_00005818-RA, Av_00012173-RA, Av_00003974-RA, Av_00004935-RA
OG0002089	VIT_217s0053g00620.3, VIT_217s0053g00620.1, VIT_217s0053g00620.2	Av_00019529-RA, Av_00019299-RA, Av_00008879-RA
OG0002090	VIT_214s0060g01070.1, VIT_202s0012g02495.1, VIT_214s0060g01060.1	Av_00016620-RA
OG0002090	VIT_205s0136g00310.1	Av_00019046-RA
OG0002091	VIT_207s0005g03320.2, VIT_207s0005g03320.1, VIT_207s0005g03320.3	Av_00001427-RA
OG0002091	VIT_205s0049g01000.2, VIT_205s0049g01000.1	Av_00002028-RA
OG0002092	VIT_207s0151g00340.2, VIT_207s0151g00340.3, VIT_207s0151g00340.4, VIT_207s0151g00340.1, VIT_207s0151g00410.1	Av_00001426-RA
OG0002093	VIT_212s0034g02360.12, VIT_212s0034g02360.9, VIT_212s0034g02360.5, VIT_212s0034g02360.4, VIT_212s0034g02360.3, VIT_212s0034g02360.1, VIT_212s0034g02360.2, VIT_203s0097g00670.1	Av_00024149-RA
OG0002094	VIT_200s0229g00030.1	Av_00010353-RA, Av_00005531-RA, Av_00006062-RA
OG0002095	VIT_213s0019g05080.5, VIT_213s0019g05080.1, VIT_213s0019g05080.4, VIT_213s0019g05080.6, VIT_213s0019g05080.2, VIT_213s0019g05080.3, VIT_208s0007g04870.1, VIT_208s0007g04870.2	Av_00008183-RA, Av_00004356-RA
OG0002097	VIT_208s0056g01710.1, VIT_208s0056g01710.4, VIT_208s0056g01710.2, VIT_208s0056g01710.3	Av_00020396-RA, Av_00021736-RA
OG0002097	VIT_208s0056g01700.1	Av_00024553-RA
OG0002098	VIT_200s0301g00090.1, VIT_200s0301g00090.2	Av_00020691-RA
OG0002098	VIT_219s0027g01030.1	Av_00008525-RA
OG0002099	VIT_207s0151g01080.2, VIT_207s0151g01080.1, VIT_205s0020g03150.1, VIT_205s0020g03150.2, VIT_205s0020g03150.3, VIT_205s0020g03150.4	Av_00018495-RA, Av_00000624-RA, Av_00024764-RA, Av_00019650-RA, Av_00018494-RA
OG0002101	VIT_211s0065g00640.1	Av_00017636-RA
OG0002102	VIT_205s0020g00740.5, VIT_205s0020g00740.4, VIT_205s0020g00740.2, VIT_205s0020g00740.1, VIT_207s0005g02280.2, VIT_207s0005g02280.1	Av_00013544-RA, Av_00001564-RA, Av_00009599-RA
OG0002103	VIT_214s0030g00660.4, VIT_214s0030g00660.2, VIT_214s0030g00660.1, VIT_214s0030g00660.3	Av_00001295-RA
OG0002103	VIT_214s0030g00650.2, VIT_214s0030g00650.1	Av_00021230-RA
OG0002104	VIT_205s0094g00870.1, VIT_200s0174g00190.1	Av_00001403-RA, Av_00023197-RA, Av_00003417-RA
OG0002105	VIT_208s0040g01330.1, VIT_208s0040g01330.2	Av_00011734-RA, Av_00002890-RA, Av_00012576-RA
OG0002106	VIT_206s0061g00700.4, VIT_206s0061g00700.3, VIT_206s0061g00700.5, VIT_215s0045g00180.1, VIT_206s0061g00700.2, VIT_206s0061g00700.1	Av_00004728-RA, Av_00016883-RA, Av_00012718-RA, Av_00021663-RA
OG0002109	VIT_206s0080g01076.1, VIT_206s0080g01076.2	Av_00008495-RA, Av_00017347-RA, Av_00007323-RA
OG0002110	VIT_205s0029g00400.5, VIT_205s0029g00400.2, VIT_205s0029g00400.3, VIT_205s0029g00400.1, VIT_205s0029g00400.4	Av_00020297-RA, Av_00003493-RA, Av_00022443-RA
OG0002111	VIT_212s0035g00260.1	Av_00001818-RA, Av_00013739-RA
OG0002112	VIT_213s0019g00720.1	Av_00016394-RA, Av_00013417-RA
OG0002112	VIT_218s0001g13550.1	Av_00021102-RA, Av_00000951-RA, Av_00011351-RA
OG0002113	VIT_207s0031g02020.1	Av_00019005-RA, Av_00001895-RA
OG0002113	VIT_203s0038g02620.1	Av_00004589-RA, Av_00004290-RA, Av_00015975-RA
OG0002114	VIT_213s0047g00200.1, VIT_213s0047g00200.3, VIT_213s0047g00200.2, VIT_213s0047g00200.4	Av_00016736-RA
OG0002116	VIT_205s0077g01900.1	Av_00024294-RA
OG0002116	VIT_203s0038g04020.1	Av_00008784-RA
OG0002116	VIT_207s0005g00760.1	Av_00004857-RA, Av_00009605-RA
OG0002117	VIT_218s0001g02220.4, VIT_218s0001g02220.1, VIT_218s0001g02220.3, VIT_218s0001g02220.2, VIT_218s0001g02230.3, VIT_218s0001g02230.2, VIT_218s0001g02230.1, VIT_207s0031g02590.1	Av_00017639-RA
OG0002118	VIT_218s0001g05250.1, VIT_200s0662g00040.1, VIT_200s0662g00030.1	Av_00011492-RA, Av_00000087-RA, Av_00023225-RA
OG0002120	VIT_203s0038g00970.1	Av_00011401-RA, Av_00015950-RA
OG0002120	VIT_204s0008g07010.1	Av_00000418-RA
OG0002121	VIT_200s0304g00020.1	Av_00013997-RA, Av_00000355-RA
OG0002122	VIT_218s0001g14980.1	Av_00015886-RA
OG0002122	VIT_204s0044g01490.2, VIT_204s0044g01490.1, VIT_206s0004g05840.1	Av_00001863-RA, Av_00013696-RA
OG0002123	VIT_218s0001g06220.3, VIT_218s0001g06220.2, VIT_218s0001g06220.1	Av_00011484-RA, Av_00000078-RA
OG0002124	VIT_211s0016g02830.1, VIT_211s0016g02830.3, VIT_211s0016g02830.2	Av_00006295-RA
OG0002125	VIT_207s0031g01180.2, VIT_207s0031g01180.1	Av_00000350-RA, Av_00021682-RA
OG0002126	VIT_218s0001g07140.1, VIT_200s0199g00250.1	Av_00008665-RA, Av_00014697-RA, Av_00000076-RA, Av_00011479-RA
OG0002128	VIT_200s0264g00020.1, VIT_200s0264g00020.2	Av_00020631-RA, Av_00000494-RA, Av_00022361-RA, Av_00001918-RA, Av_00018983-RA
OG0002129	VIT_204s0008g03060.1	Av_00003620-RA, Av_00007129-RA
OG0002130	VIT_218s0001g02300.1	Av_00010469-RA, Av_00017638-RA
OG0002130	VIT_207s0031g02610.1, VIT_207s0031g02610.2	Av_00011779-RA, Av_00006610-RA, Av_00016638-RA, Av_00014852-RA, Av_00001265-RA
OG0002131	VIT_217s0000g07820.1	Av_00010548-RA
OG0002131	VIT_218s0001g09040.1	Av_00016011-RA
OG0002132	VIT_213s0047g01160.1, VIT_214s0006g00820.1	Av_00024551-RA, Av_00023494-RA
OG0002134	VIT_210s0071g01030.1, VIT_210s0071g01030.4, VIT_210s0071g01030.5, VIT_210s0071g01030.2, VIT_210s0071g01030.7, VIT_210s0071g01030.3, VIT_210s0071g01030.6, VIT_210s0071g01030.9, VIT_210s0071g01030.8	Av_00009589-RA, Av_00002166-RA, Av_00013529-RA
OG0002135	VIT_219s0014g02650.4, VIT_219s0014g02650.1, VIT_219s0014g02650.2, VIT_219s0014g02650.3	Av_00007856-RA, Av_00011209-RA, Av_00017224-RA
OG0002137	VIT_211s0016g01330.1, VIT_211s0016g01340.1	Av_00009916-RA, Av_00011127-RA
OG0002138	VIT_200s0229g00210.1	Av_00014523-RA
OG0002139	VIT_218s0001g03690.1	Av_00011494-RA
OG0002140	VIT_209s0002g06810.1, VIT_211s0016g05430.1, VIT_211s0016g05430.2, VIT_211s0016g05430.3	Av_00004902-RA, Av_00004022-RA
OG0002142	VIT_209s0002g02750.1, VIT_209s0002g02750.2	Av_00004230-RA, Av_00016028-RA, Av_00015844-RA, Av_00020065-RA
OG0002143	VIT_204s0008g05960.1	Av_00014304-RA, Av_00010099-RA, Av_00023280-RA
OG0002144	VIT_216s0050g02620.1, VIT_216s0050g02620.2	Av_00009437-RA
OG0002144	VIT_215s0046g01050.1	Av_00013947-RA, Av_00003250-RA
OG0002145	VIT_210s0003g03150.1, VIT_210s0003g03130.1, VIT_219s0135g00100.1	Av_00020073-RA, Av_00002651-RA
OG0002146	VIT_211s0016g03680.3, VIT_211s0016g03680.4, VIT_211s0016g03680.2, VIT_211s0016g03680.1	Av_00019302-RA, Av_00008873-RA, Av_00004240-RA, Av_00024455-RA, Av_00004239-RA
OG0002147	VIT_201s0011g02780.1	Av_00005217-RA, Av_00002751-RA
OG0002147	VIT_217s0000g04340.1	Av_00000503-RA, Av_00001808-RA, Av_00001806-RA
OG0002148	VIT_215s0046g02370.3, VIT_215s0046g02370.1, VIT_215s0046g02370.2	Av_00010877-RA, Av_00015214-RA, Av_00000041-RA, Av_00011434-RA
OG0002149	VIT_215s0048g02860.1, VIT_216s0098g01150.1	Av_00019998-RA, Av_00017629-RA, Av_00018868-RA, Av_00009483-RA, Av_00000017-RA
OG0002151	VIT_210s0003g03490.1	Av_00018057-RA
OG0002153	VIT_211s0016g01480.3, VIT_211s0016g01480.1, VIT_211s0016g01480.2, VIT_211s0016g01480.4	Av_00004311-RA, Av_00004569-RA, Av_00000941-RA, Av_00007241-RA, Av_00011361-RA
OG0002154	VIT_205s0094g01210.1	Av_00006076-RA
OG0002154	VIT_202s0025g04560.2, VIT_202s0025g04560.1	Av_00014544-RA
OG0002155	VIT_215s0046g02480.1, VIT_215s0046g02480.4, VIT_215s0046g02480.2, VIT_215s0046g02480.3	Av_00010874-RA
OG0002156	VIT_204s0008g05440.1	Av_00012806-RA, Av_00020207-RA
OG0002157	VIT_201s0010g02920.1, VIT_201s0010g02920.2, VIT_201s0010g02920.3, VIT_201s0010g02920.4, VIT_201s0010g02920.5, VIT_201s0010g02920.6, VIT_201s0010g02920.7	Av_00001377-RA
OG0002159	VIT_217s0000g03290.1	Av_00009347-RA, Av_00012457-RA
OG0002159	VIT_211s0016g00460.1	Av_00020724-RA
OG0002161	VIT_213s0019g02730.1, VIT_213s0019g02730.2	Av_00012000-RA
OG0002162	VIT_203s0038g02610.1, VIT_218s0001g01110.1	Av_00007259-RA, Av_00018320-RA, Av_00018322-RA, Av_00007258-RA
OG0002163	VIT_219s0090g01570.1, VIT_205s0062g00120.1	Av_00000153-RA, Av_00011560-RA, Av_00018663-RA
OG0002164	VIT_214s0006g01870.1	Av_00022408-RA
OG0002165	VIT_213s0067g02220.2, VIT_213s0067g02220.1	Av_00011967-RA
OG0002166	VIT_207s0031g03170.1	Av_00007002-RA
OG0002167	VIT_219s0085g00890.1, VIT_219s0085g00890.4, VIT_219s0085g00890.3, VIT_219s0085g00890.2, VIT_203s0017g02280.6, VIT_203s0017g02280.4, VIT_203s0017g02280.3, VIT_203s0017g02280.2, VIT_203s0017g02280.1, VIT_203s0017g02280.8, VIT_203s0017g02280.7, VIT_203s0017g02280.5	Av_00008300-RA, Av_00013589-RA
OG0002168	VIT_208s0032g00930.1, VIT_208s0032g00930.2, VIT_208s0032g00910.2, VIT_208s0032g00910.3, VIT_208s0032g00910.1	Av_00015285-RA, Av_00013285-RA, Av_00007338-RA, Av_00021059-RA
OG0002169	VIT_206s0004g05880.5, VIT_206s0004g05880.2, VIT_206s0004g05880.7, VIT_206s0004g05880.4, VIT_206s0004g05880.1, VIT_206s0004g05880.6, VIT_206s0004g05880.3	Av_00006163-RA
OG0002171	VIT_213s0019g00840.1, VIT_213s0019g00840.3, VIT_206s0004g04390.1, VIT_206s0004g04390.2	Av_00019687-RA, Av_00013350-RA
OG0002174	VIT_215s0048g02700.2, VIT_215s0048g02700.1, VIT_215s0048g02700.4, VIT_215s0048g02700.3, VIT_215s0048g02700.5	Av_00004283-RA, Av_00004592-RA
OG0002175	VIT_207s0031g00240.4, VIT_207s0031g00240.3, VIT_207s0031g00240.6, VIT_207s0031g00240.7, VIT_207s0031g00240.9, VIT_207s0031g00240.11, VIT_207s0031g00240.8, VIT_207s0031g00240.5, VIT_207s0031g00240.2, VIT_207s0031g00240.1, VIT_207s0031g00240.12, VIT_207s0031g00240.10	Av_00000307-RA
OG0002176	VIT_202s0012g00510.2, VIT_202s0012g00510.1	Av_00021895-RA
OG0002177	VIT_201s0150g00200.6, VIT_201s0150g00200.1, VIT_201s0150g00200.2	Av_00016159-RA
OG0002178	VIT_201s0010g03780.1, VIT_201s0010g03780.3, VIT_201s0010g03780.4, VIT_201s0010g03780.2	Av_00010833-RA
OG0002179	VIT_205s0094g01550.1	Av_00013556-RA, Av_00009137-RA, Av_00020851-RA
OG0002180	VIT_215s0046g03360.1, VIT_215s0046g03360.2, VIT_215s0046g03360.4, VIT_215s0046g03360.3, VIT_215s0046g03360.6, VIT_215s0046g03360.5, VIT_215s0046g03360.8, VIT_215s0046g03360.10, VIT_215s0046g03360.7, VIT_215s0046g03360.9	Av_00011443-RA
OG0002181	VIT_217s0000g10240.1, VIT_217s0000g10240.2, VIT_217s0000g10240.3, VIT_217s0000g10240.4, VIT_217s0000g10240.5	Av_00008945-RA
OG0002182	VIT_201s0011g01060.2, VIT_201s0011g01060.4, VIT_201s0011g01060.3, VIT_201s0011g01060.1	Av_00003386-RA
OG0002184	VIT_218s0122g01130.2, VIT_218s0122g01130.1	Av_00004070-RA
OG0002185	VIT_207s0031g00610.2, VIT_207s0031g00610.3, VIT_207s0031g00610.1, VIT_207s0031g00610.4, VIT_218s0001g10420.3, VIT_218s0001g10420.2, VIT_218s0001g10420.1	Av_00010006-RA, Av_00015993-RA, Av_00004186-RA
OG0002188	VIT_218s0001g15320.3, VIT_218s0001g15320.2, VIT_218s0001g15320.1, VIT_218s0001g15320.4	Av_00013379-RA, Av_00015887-RA
OG0002189	VIT_209s0002g07110.1, VIT_204s0008g05600.3, VIT_204s0008g05600.4, VIT_204s0008g05600.2, VIT_204s0008g05600.1	Av_00010093-RA, Av_00014310-RA, Av_00012810-RA
OG0002190	VIT_217s0000g05070.1, VIT_217s0000g05070.2, VIT_217s0000g05070.3, VIT_214s0083g01160.1	Av_00005778-RA, Av_00004959-RA, Av_00015926-RA
OG0002191	VIT_201s0011g05280.2, VIT_201s0011g05280.1	Av_00007643-RA, Av_00002577-RA, Av_00018451-RA
OG0002191	VIT_214s0006g00830.2, VIT_214s0006g00830.1	Av_00002561-RA, Av_00018471-RA
OG0002192	VIT_210s0071g01150.1	Av_00014302-RA, Av_00010107-RA
OG0002193	VIT_201s0026g01300.1	Av_00005291-RA
OG0002193	VIT_217s0000g05440.1	Av_00001740-RA
OG0002194	VIT_214s0108g00850.1, VIT_201s0026g02410.1	Av_00006419-RA, Av_00016612-RA, Av_00005269-RA
OG0002195	VIT_217s0000g08230.1, VIT_217s0000g08230.3, VIT_217s0000g08230.2, VIT_214s0066g01300.1	Av_00020233-RA, Av_00017695-RA, Av_00001719-RA
OG0002196	VIT_217s0000g08070.1	Av_00002677-RA
OG0002196	VIT_201s0026g00220.2, VIT_201s0026g00220.1	Av_00009289-RA
OG0002197	VIT_201s0182g00030.1, VIT_201s0182g00030.2	Av_00002717-RA, Av_00005257-RA
OG0002197	VIT_214s0108g01140.2, VIT_214s0108g01140.1, VIT_214s0108g01140.3	Av_00024723-RA
OG0002199	VIT_201s0011g04780.1	Av_00007638-RA, Av_00021660-RA, Av_00003334-RA
OG0002200	VIT_209s0070g00210.1, VIT_209s0070g00210.2, VIT_209s0070g00210.4, VIT_209s0070g00210.3	Av_00015403-RA
OG0002211	VIT_218s0072g00160.1	Av_00013239-RA
OG0002212	VIT_206s0004g06570.1	Av_00021087-RA
OG0002212	VIT_208s0007g02240.2, VIT_208s0007g02240.1, VIT_208s0007g02240.3	Av_00013523-RA
OG0002213	VIT_207s0005g05610.2, VIT_207s0005g05610.1	Av_00002232-RA
OG0002214	VIT_206s0004g02840.1	Av_00018394-RA
OG0002214	VIT_213s0019g04300.1, VIT_208s0040g01870.1	Av_00004736-RA, Av_00018942-RA, Av_00013468-RA
OG0002215	VIT_208s0056g01320.1	Av_00021121-RA
OG0002216	VIT_208s0007g04950.1	Av_00002895-RA
OG0002216	VIT_206s0061g00550.1	Av_00016894-RA
OG0002217	VIT_213s0064g00630.6, VIT_213s0064g00630.7, VIT_213s0064g00630.8, VIT_213s0064g00630.4, VIT_213s0064g00630.3, VIT_213s0064g00630.1, VIT_213s0064g00630.2, VIT_213s0064g00630.5	Av_00004944-RA, Av_00003966-RA
OG0002218	VIT_207s0151g00800.1, VIT_207s0151g00800.3, VIT_207s0151g00800.2	Av_00009716-RA, Av_00000822-RA
OG0002219	VIT_213s0019g00910.1, VIT_206s0004g04430.7, VIT_206s0004g04430.5, VIT_206s0004g04430.3, VIT_206s0004g04430.8, VIT_208s0007g00120.3, VIT_208s0007g00120.4, VIT_208s0007g00120.6	Av_00007083-RA, Av_00003573-RA, Av_00008262-RA, Av_00013617-RA
