Orthogroup	V_vinifera.proteins	P_amilis.proteins
OG0001238	VIT_203s0017g01350.1, VIT_218s0001g06290.1, VIT_207s0191g00060.1	FUN_048610-T1, FUN_038129-T1
OG0001238	VIT_207s0191g00060.4, VIT_207s0191g00060.3	FUN_048610-T2, FUN_038129-T2
OG0001241	VIT_200s1397g00010.1, VIT_200s0776g00020.1, VIT_200s1406g00010.3, VIT_200s1406g00010.2, VIT_200s1406g00010.4, VIT_200s1406g00010.1	FUN_035602-T1, FUN_035602-T3, FUN_035602-T2, FUN_008688-T1
OG0001242	VIT_204s0023g02810.1, VIT_204s0023g02810.2	FUN_031038-T1, FUN_031038-T3, FUN_031038-T2
OG0001242	VIT_206s0004g02060.1, VIT_206s0004g02060.3, VIT_206s0004g02060.2	FUN_036437-T2, FUN_036437-T1, FUN_036436-T1, FUN_052759-T2, FUN_036436-T2, FUN_052759-T1
OG0001243	VIT_211s0065g00140.3, VIT_211s0065g00140.4, VIT_211s0065g00140.2, VIT_211s0065g00140.1	FUN_019399-T1
OG0001244	VIT_215s0048g02760.3, VIT_215s0048g02760.4, VIT_215s0048g02760.2, VIT_215s0048g02760.1	FUN_048248-T1
OG0001244	VIT_215s0048g00710.2, VIT_215s0048g00710.1, VIT_215s0048g00710.3, VIT_215s0048g00710.4	FUN_049707-T1
OG0001245	VIT_204s0008g04380.2, VIT_204s0008g04380.1, VIT_211s0016g04240.5, VIT_211s0016g04240.2, VIT_211s0016g04240.4, VIT_211s0016g04240.3, VIT_211s0016g04240.1, VIT_211s0016g04240.6, VIT_211s0016g04240.7	FUN_026370-T1
OG0001246	VIT_209s0002g02330.2, VIT_209s0002g02330.1	FUN_020085-T2, FUN_020085-T1, FUN_013715-T1, FUN_011433-T2, FUN_011433-T1
OG0001248	VIT_206s0080g01110.1, VIT_206s0080g01110.2, VIT_206s0080g01110.3	FUN_020060-T2, FUN_020060-T1, FUN_048828-T2, FUN_048828-T1, FUN_048828-T3
OG0001249	VIT_213s0073g00600.2, VIT_213s0073g00600.1	FUN_021934-T1
OG0001249	VIT_208s0056g01290.2, VIT_208s0056g01290.7, VIT_208s0056g01290.4, VIT_208s0056g01290.3, VIT_208s0056g01290.8, VIT_208s0056g01290.1, VIT_208s0056g01290.6, VIT_208s0056g01290.5	FUN_008121-T1, FUN_008121-T2
OG0001250	VIT_208s0007g08970.1	FUN_004563-T1
OG0001252	VIT_217s0000g09500.2	FUN_050370-T1
OG0001252	VIT_217s0000g09500.1, VIT_217s0000g09500.3	FUN_025073-T1
OG0001253	VIT_206s0061g00260.1, VIT_206s0061g00230.1, VIT_206s0061g00230.2, VIT_206s0061g00230.3	FUN_036395-T2, FUN_036395-T1, FUN_036396-T1, FUN_036396-T3, FUN_036396-T2, FUN_052709-T1
OG0001254	VIT_207s0095g00005.1, VIT_200s0184g00210.1, VIT_200s2600g00010.1, VIT_200s0160g00130.1, VIT_200s0160g00160.1, VIT_218s0001g14250.2, VIT_218s0001g14250.3, VIT_218s0001g14250.7, VIT_218s0001g14250.1, VIT_218s0001g14250.6, VIT_218s0001g14250.4, VIT_218s0001g14250.5, VIT_200s1955g00010.1, VIT_200s1955g00010.2	FUN_024206-T1
OG0001255	VIT_218s0001g12120.1, VIT_204s0023g01360.4, VIT_204s0023g01360.3, VIT_204s0023g01360.1, VIT_204s0023g01360.2	FUN_001118-T1
OG0001256	VIT_201s0011g06600.1, VIT_204s0079g00600.1, VIT_204s0079g00600.2	FUN_045629-T1
OG0001256	VIT_217s0000g00920.1	FUN_002057-T1
OG0001257	VIT_201s0011g05800.2, VIT_201s0011g05800.1	FUN_024435-T1
OG0001257	VIT_202s0012g00740.2, VIT_202s0012g00740.3, VIT_202s0012g00740.1	FUN_017397-T1
OG0001259	VIT_202s0012g01400.1	FUN_041592-T1, FUN_017582-T1
OG0001260	VIT_201s0010g00740.1, VIT_201s0010g00740.2	FUN_023606-T1, FUN_023606-T2
OG0001261	VIT_214s0068g00330.1	FUN_045514-T1, FUN_011216-T1
OG0001262	VIT_214s0083g01050.2, VIT_214s0083g01050.1	FUN_029726-T1, FUN_016842-T1
OG0001262	VIT_201s0011g00110.2, VIT_201s0011g00110.3, VIT_201s0011g00110.1	FUN_033813-T1
OG0001262	VIT_217s0000g05000.1	FUN_011246-T1
OG0001263	VIT_219s0027g01100.1, VIT_209s0054g01880.1	FUN_025691-T1
OG0001271	VIT_205s0029g00390.1, VIT_205s0029g00390.2	FUN_050410-T2, FUN_050410-T1, FUN_034066-T2, FUN_034066-T1, FUN_003550-T1
OG0001272	VIT_209s0002g01090.1	FUN_023923-T1, FUN_023924-T1, FUN_003946-T1, FUN_023929-T1, FUN_023963-T1
OG0001273	VIT_204s0008g04700.1	FUN_016084-T1
OG0001273	VIT_200s0179g00340.1	FUN_011552-T1
OG0001274	VIT_213s0019g03770.1	FUN_006857-T1
OG0001275	VIT_205s0051g00340.1	FUN_005753-T2, FUN_005753-T1, FUN_033099-T2, FUN_033099-T1
OG0001275	VIT_209s0002g02240.1	FUN_020083-T1, FUN_020083-T2
OG0001276	VIT_205s0077g01500.1	FUN_014998-T1
OG0001276	VIT_214s0060g01550.2, VIT_214s0060g01550.1	FUN_034430-T2, FUN_034430-T1, FUN_051537-T1, FUN_051538-T1
OG0001277	VIT_207s0031g01780.5, VIT_207s0031g01780.3, VIT_207s0031g01780.6, VIT_207s0031g01780.4, VIT_207s0031g01780.1, VIT_207s0031g01780.2	FUN_033928-T3, FUN_033928-T1, FUN_033928-T2
OG0001278	VIT_208s0007g00380.4, VIT_208s0007g00380.1, VIT_208s0007g00380.2, VIT_208s0007g00380.3, VIT_208s0007g00380.5	FUN_008196-T1
OG0001279	VIT_206s0061g01440.1, VIT_206s0061g01440.2	FUN_049966-T1
OG0001279	VIT_208s0007g03770.1	FUN_005854-T1
OG0001280	VIT_201s0137g00180.1	FUN_032022-T1, FUN_025383-T1
OG0001280	VIT_201s0137g00070.1, VIT_201s0137g00170.1, VIT_201s0137g00170.2, VIT_201s0137g00130.1, VIT_201s0137g00160.1	FUN_025381-T1, FUN_004298-T1, FUN_025382-T2, FUN_025382-T1, FUN_032021-T1
OG0001281	VIT_207s0005g00940.1	FUN_043072-T1, FUN_024799-T1
OG0001281	VIT_214s0060g01570.1, VIT_214s0060g01570.2	FUN_034413-T1
OG0001282	VIT_208s0007g05240.1, VIT_208s0007g05240.3	FUN_032690-T1, FUN_004461-T1
OG0001282	VIT_213s0067g02840.1	FUN_030772-T1, FUN_018866-T1
OG0001283	VIT_205s0077g01240.5, VIT_205s0077g01240.1, VIT_205s0077g01240.3, VIT_205s0077g01240.4, VIT_205s0077g01240.2	FUN_007530-T1, FUN_007529-T1, FUN_007529-T2
OG0001284	VIT_219s0090g00895.1	FUN_035117-T1, FUN_035123-T1
OG0001285	VIT_218s0001g05690.7, VIT_218s0001g05690.5, VIT_218s0001g05690.1, VIT_218s0001g05690.3, VIT_218s0001g05690.6, VIT_218s0001g05690.8	FUN_038385-T1
OG0001285	VIT_212s0028g00440.1	FUN_051829-T1
OG0001286	VIT_218s0001g07370.3, VIT_218s0001g07370.4, VIT_218s0001g07370.2, VIT_218s0001g07370.1	FUN_037999-T1, FUN_037999-T2, FUN_048531-T2, FUN_048531-T1
OG0001286	VIT_215s0045g00130.1	FUN_025476-T1
OG0001289	VIT_218s0001g13010.1	FUN_038442-T1
OG0001290	VIT_203s0038g03730.3, VIT_203s0038g03730.1, VIT_203s0038g03730.2	FUN_025644-T1, FUN_025644-T3, FUN_025644-T2, FUN_025644-T4, FUN_041645-T2, FUN_041645-T3, FUN_041645-T1
OG0001291	VIT_200s2255g00010.1	FUN_049899-T1, FUN_045983-T1
OG0001291	VIT_212s0028g00460.1	FUN_045620-T1, FUN_051828-T1, FUN_051828-T2
OG0001292	VIT_219s0027g00760.2, VIT_219s0027g00760.1	FUN_002844-T1
OG0001293	VIT_219s0014g01500.5, VIT_219s0014g01500.2, VIT_219s0014g01500.3, VIT_219s0014g01500.4, VIT_219s0014g01500.1	FUN_046690-T1
OG0001294	VIT_217s0000g09120.3, VIT_217s0000g09120.1	FUN_010744-T2, FUN_010744-T3, FUN_010744-T1
OG0001294	VIT_209s0002g02100.2, VIT_209s0002g02100.1	FUN_049979-T2, FUN_049979-T1
OG0001295	VIT_200s0265g00050.1	FUN_012611-T1, FUN_027372-T1, FUN_036647-T1, FUN_043188-T1
OG0001297	VIT_209s0002g01480.13, VIT_209s0002g01480.11, VIT_209s0002g01480.17, VIT_209s0002g01480.19, VIT_209s0002g01480.10, VIT_209s0002g01480.15, VIT_209s0002g01480.14, VIT_209s0002g01480.12, VIT_209s0002g01480.18, VIT_209s0002g01480.16, VIT_209s0002g01480.5, VIT_209s0002g01480.20, VIT_209s0002g01480.22, VIT_209s0002g01480.21, VIT_209s0002g01480.8, VIT_209s0002g01480.7, VIT_209s0002g01480.1, VIT_209s0002g01480.3, VIT_209s0002g01480.4, VIT_209s0002g01480.2, VIT_209s0002g01480.9, VIT_209s0002g01480.6	FUN_023912-T2, FUN_023912-T1
OG0001298	VIT_216s0022g00660.1	FUN_015325-T2, FUN_015325-T1
OG0001298	VIT_202s0154g00110.2, VIT_202s0154g00110.1, VIT_200s0233g00030.1, VIT_211s0037g00720.1, VIT_211s0037g00710.1, VIT_202s0154g00110.3	FUN_040283-T1, FUN_018468-T2, FUN_018468-T1
OG0001299	VIT_209s0002g01740.1	FUN_020158-T1, FUN_050025-T1
OG0001299	VIT_211s0016g01950.3, VIT_211s0016g01950.2, VIT_211s0016g01950.1	FUN_001865-T1, FUN_001865-T2, FUN_001865-T3
OG0001300	VIT_209s0002g01730.1	FUN_020160-T2, FUN_020160-T3, FUN_050024-T1
OG0001301	VIT_209s0002g02220.1	FUN_049995-T2, FUN_049995-T1, FUN_049995-T3, FUN_049995-T4
OG0001302	VIT_212s0035g01020.3, VIT_212s0035g01020.5	FUN_033340-T2
OG0001302	VIT_218s0072g00340.1	FUN_033340-T1
OG0001303	VIT_204s0008g07320.1	FUN_020485-T1
OG0001303	VIT_218s0001g15050.1, VIT_218s0001g15050.2, VIT_218s0001g15050.6, VIT_218s0001g15050.4, VIT_218s0001g15050.5	FUN_038843-T1
OG0001304	VIT_204s0008g02890.1	FUN_006044-T1
OG0001304	VIT_209s0054g01070.1	FUN_025180-T1, FUN_050255-T1
OG0001304	VIT_211s0065g00420.1	FUN_019373-T1, FUN_005975-T1
OG0001305	VIT_202s0025g01590.2, VIT_202s0025g01590.1	FUN_041200-T1, FUN_013664-T1, FUN_008881-T1
OG0001306	VIT_211s0016g02800.2, VIT_211s0016g02800.3, VIT_211s0016g02800.1	FUN_026727-T2, FUN_026727-T1
OG0001307	VIT_213s0067g01110.4, VIT_213s0067g01110.3, VIT_213s0067g01110.2, VIT_213s0067g01110.1	FUN_030367-T1
OG0001308	VIT_205s0020g04800.1	FUN_010986-T1
OG0001308	VIT_207s0141g00730.2, VIT_207s0141g00730.5, VIT_207s0141g00730.3, VIT_207s0141g00730.4, VIT_207s0141g00730.6, VIT_207s0141g00730.1	FUN_011601-T1, FUN_002380-T1, FUN_027141-T1, FUN_027141-T2
OG0001309	VIT_208s0007g02130.2, VIT_208s0007g02130.4, VIT_208s0007g02130.3, VIT_208s0007g02130.5, VIT_208s0007g02130.1, VIT_208s0007g02130.6, VIT_208s0007g02130.7	FUN_040418-T5, FUN_040418-T4, FUN_040418-T3, FUN_040418-T1, FUN_040418-T2
OG0001310	VIT_205s0062g00780.2, VIT_205s0062g00780.1	FUN_046277-T1
OG0001311	VIT_204s0043g00370.1	FUN_051623-T1
OG0001311	VIT_206s0004g06520.1	FUN_026784-T1, FUN_026784-T2
OG0001312	VIT_219s0014g01650.3, VIT_219s0014g01650.4, VIT_219s0014g01650.1, VIT_219s0014g01650.2, VIT_216s0013g01360.1	FUN_011867-T1, FUN_011868-T2, FUN_011868-T1
OG0001312	VIT_212s0028g02510.2, VIT_212s0028g02510.1, VIT_212s0028g02510.4, VIT_212s0028g02510.3, VIT_212s0028g02510.5	FUN_012645-T1
OG0001313	VIT_208s0105g00250.1	FUN_042057-T1
OG0001313	VIT_206s0080g00170.1, VIT_206s0009g00480.1, VIT_206s0009g00450.1	FUN_048878-T1, FUN_048884-T1, FUN_048870-T1, FUN_048869-T1, FUN_020069-T1
OG0001314	VIT_202s0033g01160.4, VIT_202s0033g01160.3, VIT_202s0033g01160.2, VIT_202s0033g01160.1	FUN_017802-T1
OG0001314	VIT_213s0019g03990.3, VIT_213s0019g03990.2, VIT_213s0019g03990.1, VIT_213s0019g03990.4	FUN_005931-T1, FUN_000823-T2, FUN_000823-T1
OG0001315	VIT_216s0100g00360.1	FUN_022604-T1
OG0001316	VIT_206s0004g04000.1	FUN_042540-T1, FUN_049325-T1
OG0001316	VIT_213s0067g03890.1	FUN_000961-T1
OG0001317	VIT_212s0059g01420.2, VIT_212s0059g01420.4, VIT_212s0059g01420.3, VIT_212s0059g01420.5, VIT_212s0059g01420.1	FUN_027551-T2, FUN_027551-T5, FUN_027551-T4, FUN_027551-T3, FUN_027551-T1
OG0001318	VIT_206s0080g01200.1	FUN_048834-T1, FUN_020061-T1
OG0001318	VIT_208s0007g02350.1	FUN_003953-T1
OG0001319	VIT_213s0064g01280.9, VIT_213s0064g01280.10, VIT_213s0064g01280.4, VIT_213s0064g01280.5, VIT_213s0064g01280.7, VIT_213s0064g01280.3, VIT_213s0064g01280.11, VIT_213s0064g01280.8, VIT_213s0064g01280.1, VIT_213s0064g01280.2, VIT_213s0064g01280.6	FUN_012835-T1, FUN_015877-T2, FUN_015877-T1, FUN_015877-T3
OG0001320	VIT_209s0054g01610.2, VIT_209s0054g01610.1, VIT_209s0054g01610.3	FUN_011757-T2, FUN_011757-T1, FUN_020282-T1, FUN_025178-T2, FUN_025178-T3, FUN_025178-T4, FUN_025178-T1, FUN_050257-T1, FUN_050257-T2
OG0001321	VIT_203s0180g00210.1, VIT_205s0062g00620.1	FUN_051714-T1
OG0001322	VIT_207s0104g00570.2, VIT_205s0020g02520.1	FUN_028880-T1, FUN_014297-T1, FUN_028881-T1
OG0001322	VIT_207s0104g00570.1	FUN_014296-T1
OG0001323	VIT_216s0100g00320.1	FUN_022071-T1
OG0001323	VIT_210s0071g00460.1, VIT_204s0023g00220.1, VIT_210s0071g00410.1, VIT_210s0071g00490.1, VIT_203s0091g00940.1, VIT_210s0071g00520.1, VIT_210s0071g00570.1	FUN_043330-T1
OG0001324	VIT_206s0004g08480.1, VIT_206s0004g08480.3, VIT_206s0004g08480.2, VIT_203s0038g00030.1, VIT_203s0038g00030.2, VIT_206s0004g08480.4	FUN_002205-T2, FUN_002205-T3, FUN_002205-T1, FUN_002205-T4, FUN_051871-T1
OG0001325	VIT_207s0005g06380.1	FUN_024969-T1
OG0001326	VIT_217s0000g04750.1	FUN_029783-T1, FUN_029785-T1
OG0001326	VIT_217s0000g04760.1	FUN_047131-T1
OG0001326	VIT_214s0006g02140.1, VIT_214s0006g02145.1	FUN_023598-T1, FUN_023596-T1
OG0001327	VIT_202s0025g02165.1	FUN_040834-T1, FUN_040783-T1, FUN_040916-T1
OG0001328	VIT_202s0033g00690.1, VIT_210s0092g00580.1	FUN_045832-T1
OG0001329	VIT_216s0039g01860.1, VIT_216s0039g01860.2	FUN_044035-T1
OG0001329	VIT_202s0012g01860.2, VIT_202s0012g01860.1	FUN_041644-T1, FUN_017653-T1
OG0001335	VIT_207s0005g01085.1	FUN_024809-T1, FUN_043081-T1
OG0001335	VIT_205s0077g01450.1	FUN_014989-T1
OG0001336	VIT_205s0049g00085.1, VIT_207s0005g02985.1, VIT_207s0005g02985.2	FUN_051152-T1
OG0001337	VIT_206s0004g03530.3, VIT_206s0004g03530.2, VIT_206s0004g03520.1, VIT_206s0004g03530.1	FUN_005891-T1, FUN_005891-T2, FUN_005892-T2, FUN_005892-T3, FUN_005892-T1, FUN_005875-T1, FUN_044010-T1, FUN_025663-T1
OG0001339	VIT_207s0005g01330.1	FUN_051571-T1
OG0001340	VIT_206s0009g01080.1, VIT_206s0009g01080.2	FUN_048966-T1
OG0001341	VIT_207s0141g00680.1, VIT_207s0141g00680.2, VIT_207s0141g00680.3, VIT_207s0141g00680.4, VIT_207s0141g00680.5	FUN_050814-T1, FUN_011599-T1
OG0001341	VIT_214s0081g00560.2, VIT_214s0081g00560.1	FUN_002626-T1
OG0001342	VIT_216s0098g01010.1, VIT_202s0025g02780.2, VIT_202s0025g02780.1	FUN_048282-T1, FUN_037577-T1
OG0001343	VIT_205s0020g03380.1, VIT_205s0020g03380.2	FUN_014460-T1
OG0001344	VIT_213s0067g03850.3, VIT_213s0067g03850.4, VIT_213s0067g03850.7, VIT_213s0067g03850.9, VIT_213s0067g03850.2, VIT_213s0067g03850.1, VIT_213s0067g03850.8, VIT_213s0067g03850.6, VIT_213s0067g03850.5	FUN_000945-T1, FUN_000945-T3, FUN_000945-T2
OG0001345	VIT_219s0085g00980.1, VIT_213s0067g01130.1	FUN_019102-T1, FUN_019102-T4, FUN_019102-T2, FUN_019102-T3, FUN_030369-T1
OG0001345	VIT_208s0105g00450.2, VIT_208s0105g00450.3, VIT_208s0105g00450.1	FUN_041937-T2, FUN_041937-T5, FUN_041937-T1, FUN_041937-T3, FUN_041937-T4
OG0001346	VIT_214s0060g01960.1	FUN_034361-T1
OG0001346	VIT_212s0035g01900.3, VIT_212s0035g01900.6, VIT_212s0035g01900.5, VIT_212s0035g01900.8, VIT_212s0035g01900.9, VIT_212s0035g01900.7, VIT_212s0035g01900.2, VIT_212s0035g01900.1, VIT_212s0035g01900.4	FUN_028650-T1
OG0001347	VIT_200s0762g00010.1, VIT_200s0743g00010.1	FUN_018508-T1
OG0001347	VIT_200s0762g00030.1	FUN_008527-T1, FUN_008524-T1, FUN_017278-T1, FUN_035470-T1
OG0001347	VIT_200s0398g00020.1, VIT_200s0262g00180.1, VIT_200s0409g00040.1, VIT_205s0051g00120.2, VIT_205s0051g00120.3, VIT_205s0051g00120.4, VIT_203s0017g01510.1, VIT_205s0051g00120.5, VIT_205s0051g00120.1, VIT_203s0017g01500.1	FUN_018507-T1
OG0001347	VIT_200s0286g00020.1, VIT_200s0286g00110.1, VIT_219s0014g04430.1, VIT_219s0014g04490.1, VIT_219s0014g04590.1, VIT_219s0014g04250.1	FUN_045849-T1
OG0001348	VIT_208s0058g00440.1, VIT_208s0058g00410.2, VIT_208s0058g00410.1, VIT_208s0058g00430.1	FUN_042019-T1, FUN_008059-T1, FUN_008059-T2
OG0001348	VIT_208s0058g00400.1	FUN_030435-T1, FUN_019057-T1
OG0001350	VIT_205s0051g00660.2, VIT_205s0051g00660.4, VIT_205s0051g00660.3, VIT_205s0051g00660.1	FUN_012964-T1, FUN_012964-T2, FUN_043551-T1, FUN_024953-T4, FUN_024953-T2, FUN_024953-T3, FUN_024953-T1
OG0001351	VIT_206s0061g00490.1, VIT_203s0017g01120.3, VIT_203s0017g01120.1, VIT_203s0017g01120.2, VIT_203s0017g01120.4, VIT_203s0017g01120.5	FUN_039962-T1
OG0001352	VIT_205s0020g03020.3, VIT_205s0020g03020.5, VIT_205s0020g03020.7, VIT_205s0020g03020.6, VIT_205s0020g03020.4, VIT_205s0020g03020.2, VIT_205s0020g03020.1	FUN_042764-T1, FUN_014427-T2, FUN_014427-T1
OG0001353	VIT_206s0061g01050.2, VIT_206s0061g01050.3, VIT_206s0061g01050.1	FUN_041418-T1
OG0001354	VIT_208s0007g08260.1, VIT_208s0007g08260.2, VIT_208s0007g08260.4, VIT_208s0007g08260.3	FUN_004647-T1, FUN_004647-T3, FUN_004647-T2, FUN_032855-T1, FUN_032855-T2
OG0001355	VIT_207s0255g00110.1	FUN_031235-T1, FUN_025437-T1
OG0001355	VIT_203s0063g01790.1	FUN_009884-T1
OG0001356	VIT_200s0194g00170.1	FUN_034581-T1
OG0001356	VIT_217s0000g00905.3, VIT_217s0000g00905.1, VIT_217s0000g00905.2	FUN_011387-T1
OG0001357	VIT_207s0197g00070.2, VIT_207s0197g00070.1, VIT_203s0063g01070.1	FUN_002366-T1
OG0001358	VIT_218s0001g00690.1	FUN_025712-T1
OG0001359	VIT_218s0001g15580.1, VIT_218s0001g15580.3, VIT_218s0001g15580.4, VIT_218s0001g15580.2	FUN_026924-T1
OG0001359	VIT_204s0044g00990.2, VIT_204s0044g00990.3, VIT_204s0044g00990.1	FUN_020893-T1
OG0001361	VIT_200s0264g00100.1, VIT_200s0264g00100.2	FUN_003871-T1, FUN_028953-T1
OG0001361	VIT_218s0001g00770.4, VIT_218s0001g00770.3, VIT_218s0001g00770.2, VIT_218s0001g00770.1	FUN_042745-T1, FUN_025717-T2, FUN_025717-T1
OG0001362	VIT_218s0001g11800.2, VIT_218s0001g11800.1	FUN_031271-T1, FUN_025420-T1
OG0001363	VIT_218s0001g05550.1, VIT_218s0001g05550.2, VIT_218s0001g05550.4, VIT_218s0001g05550.3	FUN_048651-T1
OG0001363	VIT_212s0142g00110.1	FUN_045627-T1
OG0001364	VIT_202s0025g01090.1, VIT_215s0046g01340.1	FUN_018236-T1
OG0001364	VIT_200s0194g00180.1	FUN_046347-T1
OG0001365	VIT_212s0028g03080.3, VIT_212s0028g03080.2, VIT_212s0028g03080.1, VIT_212s0028g03080.4, VIT_210s0003g00290.1	FUN_012691-T1
OG0001366	VIT_212s0059g00210.1, VIT_212s0059g00220.1, VIT_212s0059g00230.1, VIT_200s0370g00070.1, VIT_200s0370g00070.4, VIT_200s0370g00070.3, VIT_200s0370g00060.1	FUN_012017-T1, FUN_012017-T2, FUN_012016-T2, FUN_012016-T1
OG0001367	VIT_202s0154g00090.1	FUN_040284-T1
OG0001367	VIT_216s0022g00670.2, VIT_216s0022g00670.1	FUN_015326-T1, FUN_015326-T2
OG0001368	VIT_201s0011g02810.1, VIT_201s0011g02810.2, VIT_201s0011g02810.3	FUN_023821-T3, FUN_023821-T2, FUN_023821-T1
OG0001368	VIT_214s0006g03280.6, VIT_214s0006g03280.3, VIT_214s0006g03280.1, VIT_214s0006g03280.4, VIT_214s0006g03280.2, VIT_214s0006g03280.5	FUN_029950-T3, FUN_029950-T4, FUN_029950-T2, FUN_029950-T1
OG0001369	VIT_212s0028g01370.1, VIT_212s0028g01360.3, VIT_212s0028g01360.1, VIT_212s0028g01360.2	FUN_015632-T1
OG0001369	VIT_219s0014g00450.1	FUN_004753-T1
OG0001369	VIT_219s0014g00410.1, VIT_219s0014g00410.2	FUN_047651-T1
OG0001370	VIT_219s0014g01150.1, VIT_219s0014g01370.1, VIT_219s0014g01110.1, VIT_219s0014g01120.1	FUN_046699-T1
OG0001371	VIT_211s0016g00360.3, VIT_211s0016g00360.2	FUN_028605-T2
OG0001371	VIT_209s0002g00380.2, VIT_209s0002g00380.1, VIT_209s0002g00380.3	FUN_024063-T1, FUN_050169-T1, FUN_050169-T2
OG0001372	VIT_211s0016g02890.6, VIT_211s0016g02890.3, VIT_211s0016g02890.4, VIT_211s0016g02890.1, VIT_211s0016g02890.2, VIT_211s0016g02890.5	FUN_026719-T1
OG0001372	VIT_202s0488g00050.1, VIT_200s0341g00010.1	FUN_017210-T1
OG0001373	VIT_204s0008g04480.1, VIT_204s0008g04480.2, VIT_204s0008g04480.3	FUN_021164-T1
OG0001374	VIT_200s0198g00150.1	FUN_036058-T1, FUN_036058-T3, FUN_036058-T2
OG0001375	VIT_215s0048g02328.1	FUN_015330-T1
OG0001376	VIT_205s0077g00610.1	FUN_031666-T1
OG0001376	VIT_204s0008g02920.2, VIT_204s0008g02920.1, VIT_207s0005g00080.1	FUN_051485-T1, FUN_051484-T1, FUN_051487-T1
OG0001377	VIT_209s0002g07880.1	FUN_026063-T1, FUN_013141-T2
OG0001377	VIT_211s0118g00350.1, VIT_209s0002g07880.2, VIT_211s0118g00350.2, VIT_214s0060g01280.2, VIT_214s0060g01280.1, VIT_214s0060g01280.3	FUN_051576-T1
OG0001378	VIT_216s0100g00270.1, VIT_215s0048g01080.1	FUN_022590-T1, FUN_022068-T1
OG0001379	VIT_209s0002g00880.3, VIT_209s0002g00880.2, VIT_209s0002g00880.1, VIT_209s0002g00880.4	FUN_050101-T1, FUN_023998-T1
OG0001379	VIT_211s0016g00700.4	FUN_028386-T2, FUN_028386-T1
OG0001380	VIT_211s0052g00850.5, VIT_211s0052g00850.3, VIT_211s0052g00850.4, VIT_211s0052g00850.2, VIT_211s0052g00850.1	FUN_013061-T1
OG0001380	VIT_204s0008g02570.1	FUN_039396-T1
OG0001381	VIT_211s0016g02820.6, VIT_211s0016g02820.8, VIT_211s0016g02820.12, VIT_211s0016g02820.9, VIT_211s0016g02820.11, VIT_211s0016g02820.5, VIT_211s0016g02820.7, VIT_211s0016g02820.10, VIT_211s0016g02820.3, VIT_211s0016g02820.1, VIT_211s0016g02820.2, VIT_211s0016g02820.4	FUN_015507-T1
OG0001381	VIT_204s0008g00585.1	FUN_005137-T1
OG0001382	VIT_204s0008g06540.2	FUN_004923-T2, FUN_045382-T2
OG0001383	VIT_211s0103g00210.1, VIT_209s0002g08520.1	FUN_019261-T1, FUN_005819-T1, FUN_042397-T1, FUN_007584-T1
OG0001384	VIT_202s0025g04550.1	FUN_018739-T2, FUN_018739-T1, FUN_040713-T1
OG0001384	VIT_216s0100g00230.1, VIT_216s0100g00250.1	FUN_004201-T1, FUN_022032-T1, FUN_022032-T2, FUN_024269-T1
OG0001385	VIT_215s0021g00080.1, VIT_215s0045g01460.1, VIT_215s0021g00050.2, VIT_215s0021g00050.1, VIT_215s0021g00040.1, VIT_215s0045g01520.1	FUN_047863-T1, FUN_020786-T1, FUN_047877-T1, FUN_026439-T1, FUN_026439-T2, FUN_047875-T1, FUN_047864-T1, FUN_005466-T3, FUN_005466-T2, FUN_005466-T1
OG0001386	VIT_206s0009g01840.5, VIT_206s0009g01840.3, VIT_206s0009g01840.2, VIT_206s0009g01840.1, VIT_206s0009g01840.4	FUN_027335-T1, FUN_027335-T2
OG0001387	VIT_206s0004g00500.1	FUN_034646-T3, FUN_034646-T4, FUN_034646-T2, FUN_034646-T1
OG0001387	VIT_208s0007g07240.2, VIT_208s0007g07240.1	FUN_003722-T2, FUN_003722-T3, FUN_003722-T1, FUN_033050-T1, FUN_033050-T2, FUN_033050-T3
OG0001388	VIT_219s0090g00280.1, VIT_219s0090g00280.2	FUN_045991-T1
OG0001389	VIT_208s0040g01770.1, VIT_208s0040g01770.2	FUN_027320-T1, FUN_005623-T1
OG0001390	VIT_206s0004g06040.1	FUN_049081-T1
OG0001390	VIT_208s0007g01810.6, VIT_208s0007g01810.5, VIT_208s0007g01810.3, VIT_208s0007g01810.1, VIT_208s0007g01810.2, VIT_208s0007g01810.4	FUN_041883-T1
OG0001391	VIT_217s0000g00130.2, VIT_217s0000g00130.3, VIT_217s0000g00130.1	FUN_047069-T1
OG0001392	VIT_216s0098g01870.1, VIT_216s0098g01870.5, VIT_216s0098g01870.2, VIT_216s0098g01870.6, VIT_216s0098g01870.7, VIT_216s0098g01870.3, VIT_216s0098g01870.4, VIT_216s0098g01870.8	FUN_008869-T1, FUN_008872-T1, FUN_008870-T1
OG0001393	VIT_205s0049g00050.1	FUN_039792-T1, FUN_039792-T3, FUN_039792-T2, FUN_015215-T3, FUN_015224-T2, FUN_015224-T1, FUN_015221-T1, FUN_015218-T1, FUN_015220-T1, FUN_007995-T1, FUN_015215-T2, FUN_015215-T1, FUN_015216-T1
OG0001394	VIT_218s0072g00630.1	FUN_026956-T1, FUN_001268-T1
OG0001395	VIT_217s0000g09820.1, VIT_217s0000g09820.2	FUN_025129-T1
