"","LT_NP_Time5_1","LT_NP_Time5_2","LT_NP_Time5_3","LT_NP_Time5_4","LT_NP_Time60_1","LT_NP_Time60_2","LT_NP_Time60_3","LT_NP_Time60_4","LT_NP_Time1440_1","LT_NP_Time1440_2","LT_NP_Time1440_3","LT_NP_Time1440_4","LT_P_Time5_1","LT_P_Time5_2","LT_P_Time5_3","LT_P_Time5_4","LT_P_Time60_1","LT_P_Time60_2","LT_P_Time60_3","LT_P_Time60_4","LT_P_Time1440_1","LT_P_Time1440_2","LT_P_Time1440_3","LT_P_Time1440_4"
"Dm_00006565-RA",2286.18526363912,2405.92735430953,2358.81549541599,3365.58062554235,2040.58961150805,6668.30137878613,4475.59531109578,4378.01204125419,2101.84084163186,1444.58541805977,1485.38168797315,2090.72567821728,1726.83398017792,2860.38637807698,2363.49447786194,3230.8781000742,1486.96925277333,1661.80955557851,1574.63813359314,1299.18128359403,1373.10425948405,1048.9360590247,2402.4353268223,2696.05410739705
"Dm_00006071-RA",16.5084886535915,13.2157951782905,13.4507396808969,15.3154977271552,9.83273084321615,6.3733682679058,7.73713346275343,10.0518583297402,12.6861470402696,15.5127893599068,11.1535509802144,13.5372600258123,11.8739028868192,21.8084450919974,19.5961632153125,17.3039970752965,5.60043068395539,10.6941173771352,6.95936037155758,6.23244401200798,5.86031456329884,7.17887408405641,3.12817099846654,9.70967865809262
"Dm_00006067-RA",10.2577016876685,8.97368808402444,12.2167268661357,12.2523981817241,17.2817693608041,23.5155311953766,30.7803352974756,33.7913535340203,7.99227263536982,4.65383680797205,7.83763041852905,9.11161732506597,4.60625543023157,15.5443172464237,7.02503964322524,6.8328603835786,5.16118121854713,6.7541793960854,5.46806886336667,8.92372665355688,10.0927639701258,9.02487027709949,8.7588787957063,6.47311910539508
"Dm_00006151-RA",330.49032624957,288.789598340423,371.067653398687,243.516413861767,224.216059379398,245.924106613331,255.66180137794,224.028119157508,197.6501708874,88.0781706990266,215.233389185759,269.703872821953,236.966251577468,270.749525769797,399.564535497127,212.706056356337,85.4340210219078,98.4984495262454,110.355571606127,61.1912684815329,104.997302592438,63.7894240040441,81.3324459601299,163.299141067921
"Dm_00006390-RA",64.5914653145376,69.5052931598984,67.1302971230081,58.5817788063685,52.5902119341712,32.5261552982779,33.4715121540855,31.6526602723734,66.4754104910125,78.4257684306401,61.4952540530741,79.6615686134339,62.9521575464981,65.1933305409709,69.2644259560102,61.0520512195075,34.4810830345489,53.7520110271796,43.0817546810707,27.4794122347624,47.2080895376851,44.5090193211498,38.789320380985,52.9618835895961
"Dm_00006404-RA",75.1697201799458,27.5736961127296,114.886593054266,17.9957098294073,108.160039275378,105.49023339982,85.7812623044402,76.6721534300397,175.576275037331,37.4030587899976,95.7095253031912,102.831109811459,45.0389419844864,35.0327149882086,38.4528485734434,16.9490432891365,25.0372195282712,82.7386976020461,35.4595980836505,31.0205736052215,157.088987599538,661.481969173769,369.749812018744,193.016642415417
"Dm_00005783-RA",26.7024002588898,27.7368540778937,29.4019595283443,43.518221016825,61.4882374242004,50.5474035040805,32.4660212010346,39.4936444428862,29.025650705196,29.1500824862009,35.019587775621,27.5951838987712,61.7777671342526,30.1606155527623,19.2728881454146,35.1667801484552,51.6735267353611,73.7778715124313,56.8110814026456,57.9239097082377,55.2893005339586,75.0865104840915,85.6023993730367,97.2371355724387
"Dm_00006686-RA",18.752360897769,26.5947483217452,33.5651485615041,28.333670795237,21.0062886195981,54.0637446174079,104.283103193633,83.6229065303919,21.1858655572502,10.16949524705,17.7853921035851,10.4132769429325,13.9211275224776,33.1766771080386,31.3045626206879,22.4508269746154,17.1307291509224,17.4482967732206,15.907109420703,18.4140391263872,18.5576627837797,26.2541680788349,15.6408549923327,16.1827977634877
"Dm_00006102-RA",55.4556997489579,57.9210776332487,58.2454048567277,58.5817788063685,61.0821158442215,58.0196283699011,61.0560749343369,56.6753714336416,64.6993499053748,61.5340644609638,52.3011106774919,51.2853889439427,64.385214791459,58.2331884903334,54.9678540504992,58.3898978233081,79.6139656052482,71.4817319419038,75.8901678612707,84.5629335265628,59.5798647268716,52.9185575339015,61.3121515699441,42.075274185068
"Dm_00004895-RA",7.0521699102721,3.26315930328161,4.8126499775686,6.12619909086206,3.42655771809047,10.9885659791479,2.35477974953365,4.49125584945839,6.46993499053748,17.4087969483399,29.5418377313787,7.8099577071994,11.8739028868192,12.9922651611899,8.87373428617924,9.3175368866981,13.6167334276562,9.00557252811386,7.29075848448889,14.0229990270179,14.1624268613055,101.119569241137,28.1535389861988,89.1525040424868
"Dm_00006305-RA",25.3237010414316,28.7158018688782,42.6968433907368,29.8652205679526,27.4124617447238,14.5049070924753,23.5477974953365,25.5573844766799,35.3943502423521,37.0583301375552,44.3127565970681,34.6241458352507,47.9050564744083,31.5526439628898,47.2033365500924,37.6251013329523,27.1236544889604,33.4894728389234,28.6659367685586,34.1367956112255,30.1155053947302,24.6132825739077,25.0253679877323,24.1270803019271
"Dm_00021005-RA",33.9549159052492,6.85263453689139,35.4124657452016,62.7828198329271,87.1212728478428,97.7298883340264,93.9644583311768,75.0161632375465,6.34307352013478,23.1273281993802,14.4850111514411,7.8099577071994,81.0757254398237,50.5018627004853,12.7476122873346,18.5944315648809,89.7104440047563,95.8533440202534,114.416855480101,119.746779731806,154.84204532406,115.969583060728,270.588668269954,21.0553204769992
"Dm_00021072-RA",0,0,0,0,0,0,0,0.427738652329371,0,0,0,0,0,0,0,0,0,0,0.49709716939697,0.991525183728542,206.424696896732,963.136207078938,175.633037611503,1353.14081779179
"Dm_00011712-RA",168.290418313311,134.768479225531,132.039371179446,127.501518578567,172.519732067338,199.991900820492,218.99451670663,208.522593010568,153.756102128067,177.707620334044,186.746617087644,148.909860283935,122.424033212377,144.538949918238,155.290350008137,142.425206696671,261.46324428427,181.799995411299,193.03940078249,226.917620619018,190.297436791565,272.181883129796,275.279047865055,151.824066290176
"Dm_00011360-RA",144.729759749448,121.715842012404,154.4984044081,145.880115851153,138.552116427137,96.6993806165019,143.136969060938,131.422700928199,146.144413903905,121.861578638379,113.042746421092,147.087536818922,113.109161120131,128.066613731729,151.839453341289,128.493270589894,94.8778845281855,153.657581260943,112.012562170784,114.591981948056,197.948403026983,270.540997624869,184.562088909526,199.489761520812
"Dm_00011381-RA",21.1565097308163,16.3157965164081,18.1399883769893,12.2523981817241,22.4960963231157,14.2851357728923,17.4926495679643,16.7887421039278,16.238268211545,16.0298823385704,5.27532816631763,20.3058900387184,15.0471010720898,12.9922651611899,14.1733255959807,19.8774120249559,6.58874198112399,9.28699666961742,7.29075848448889,8.49878728910179,22.6273256749594,69.5325232712892,40.666222980065,37.9560165725439
