"","p-value","R-squared","p.valor_beta0","p.valor_Time","p.valor_Time2","p.valor_Time3","p.valor_Time4","p.valor_Time5","p.valor_Time6"
"Dm_00020586-RA",1.64989773342914e-16,0.781714291892025,1.29573930177034e-05,1.95845922310765e-06,9.60579262312925e-06,1.81045237419777e-05,2.40124382202445e-05,2.75936293443908e-05,2.97551933363187e-05
"Dm_00019650-RA",4.59350086841376e-08,0.601646414093934,2.4671708174382e-36,NA,NA,NA,0.00198752408042694,0.00417492365897006,NA
"Dm_00019119-RA",9.46195840010581e-06,0.642153796633715,4.46539164768335e-25,0.0490589003966504,0.0407163283308515,0.0397900411848671,0.0392445663765132,0.0389138521462413,0.0387099401825022
"Dm_00019693-RA",3.97274021762751e-15,0.74272052148161,4.06212239924003e-25,NA,0.0184660199772348,0.0231993926172136,NA,0.0231152764724817,0.0227717337000593
"Dm_00019243-RA",3.9406308874939e-12,0.739696647100995,1.12408847300612e-06,0.0112834498639566,0.00557272447640307,0.0049139593644784,0.0047562180046561,0.00470967340636716,0.00469421552726274
"Dm_00020111-RA",7.10762817244667e-10,0.6551431196549,1.29336962842146e-23,0.00466467319451127,0.0173937071697225,0.0239985887801334,NA,NA,0.0333838320379979
"Dm_00019636-RA",9.93833447365722e-08,0.689246447969577,1.89668643142332e-15,0.000311600796967591,0.00064683676666662,0.000916620158429291,0.00107609759221404,0.00116537397298917,0.00121698867001006
"Dm_00019557-RA",5.54466952721974e-14,0.717054312551515,5.02729103631393e-40,NA,NA,1.17870482775095e-07,NA,NA,NA
"Dm_00019621-RA",3.90729933680822e-09,0.720997572565163,6.07806139029528e-11,0.0345839047466563,0.00253659449221562,0.00136933160298265,0.00109904854608872,0.000998247928270342,0.000950805276484229
"Dm_00020117-RA",8.84286968412205e-17,0.797654776567211,NA,NA,1.6311904399718e-06,1.49069497626874e-06,1.51286274390569e-06,1.54841130237411e-06,1.57659998727337e-06
"Dm_00018921-RA",5.97945184724517e-07,0.654143278801266,1.34393355828465e-09,0.047431663861776,0.0148245169396357,0.0118727063446731,0.0111024733807806,0.0108245967418748,0.0107025967080299
"Dm_00003991-RA",1.15717007123797e-14,0.78128402316885,8.19242772930358e-15,6.1018422730354e-05,0.000130560285798587,0.000205236635361701,0.000259473292375378,0.000293643580676078,0.000314792845893676
"Dm_00003990-RA",2.3388149509236e-16,0.788342488976178,3.08074013261321e-06,0.00260346211032482,0.00586073967379544,0.00952625740259228,0.0122410338300456,0.0139727449076407,0.0150540995741766
"Dm_00004667-RA",2.10041177271653e-17,0.784759926546233,1.23965265434934e-27,NA,0.000218296108258582,0.000316137344359789,0.00038097967234054,0.000435396965692852,NA
"Dm_00004670-RA",4.70545771682501e-20,0.834322525343753,1.83217650458505e-23,0.00328372438765659,0.00953535013079543,0.0153791492822572,0.0190529643226701,0.0211606090529289,0.0223928147248303
"Dm_00004346-RA",5.65525437161431e-06,0.615653571059991,8.08512947975937e-11,0.00314734760388236,0.0049129492863902,0.00584530658258953,0.0061485135961698,0.00623813504196131,NA
"Dm_00004561-RA",3.69388710608245e-14,0.710935261934172,8.87769892912404e-06,NA,0.0027458577129123,0.00754572821422499,0.0111636713705355,0.0134084144101176,NA
"Dm_00004565-RA",5.66525104950304e-21,0.765795258425582,2.38754666038914e-17,NA,0.00988055086217156,0.0207184968528253,0.0256285710069454,0.0276768123931716,NA
"Dm_00003436-RA",1.18437831774952e-07,0.672248622207655,3.60876008989845e-23,0.00933735097051724,0.0031785694597598,0.00278870108565609,0.00271074757788428,0.00268797862887701,0.0026795699733147
"Dm_00003997-RA",2.7269877730131e-19,0.843225362216594,2.43952806371277e-17,0.00854729536977523,0.0125731476151452,0.016616576581566,0.0192857271519444,0.0208995986646052,0.0218824883339418
"Dm_00003995-RA",6.01080795898022e-12,0.689063070594722,7.39814707384303e-25,0.00115670477305196,0.00418268748477555,0.00563853739174172,NA,NA,0.00786812096691279
"Dm_00005049-RA",2.10292654114633e-12,0.733582593661936,4.05366948751737e-17,0.0105870943963363,0.017392590038238,0.0223340835856076,0.024947977722785,0.026334063571223,0.0271163659953684
"Dm_00003765-RA",6.69913871865565e-07,0.653282637019569,7.55229855514724e-15,NA,0.0254114866494878,0.035888155459487,0.0422378251658429,0.0459046385608943,0.048077560139381
"Dm_00003767-RA",4.74979510173664e-07,0.641238151559013,3.89335855285349e-20,NA,0.0117435901091449,0.0202242137115558,0.0271238237544895,0.0316987804843435,0.03461883500523
"Dm_00004691-RA",9.61977333713792e-11,0.608189517756094,5.3357550609757e-26,NA,1.17512696768687e-07,NA,NA,NA,NA
"Dm_00003473-RA",3.600700632065e-07,0.608547864059544,2.74298736402666e-24,NA,0.000876656302341808,0.00108174765307693,0.00115549732125774,0.00119019490766302,NA
"Dm_00004221-RA",3.86684859070371e-07,0.660265838246071,2.61169164185741e-20,NA,0.00308159956256721,0.00350938039626613,0.00367202228749395,0.00373568420470082,0.00376395063801537
"Dm_00004712-RA",2.81274956451602e-08,0.662851557121416,4.21954452859994e-18,NA,0.00543249653335133,0.0109009831599122,0.0154108506570226,0.0184499372825086,0.0204118282262329
"Dm_00004701-RA",9.10679272563646e-09,0.667765314474983,6.27620244914705e-26,0.00517116668608317,0.0225607629120081,0.0336713640997359,0.0406398480844509,NA,NA
"Dm_00004700-RA",2.48564319908652e-18,0.824468063444708,3.8999179642777e-08,5.03502854151342e-05,8.68326948342328e-05,0.000130999657980329,0.00016413831730839,0.000185507539189898,0.000198957939506861
"Dm_00004705-RA",5.58033254875286e-09,0.600124573305315,5.15351661623015e-18,0.0017633524088198,NA,0.0116169943504525,0.0144296673074201,0.0165683600638888,NA
"Dm_00004964-RA",4.59676982713372e-07,0.633696353357075,8.53161889978854e-14,NA,0.0150951099875188,0.0199757078206518,0.0214172678184818,0.0218149392831792,NA
"Dm_00004972-RA",4.16927064282194e-09,0.707645259084202,2.12608854287048e-19,0.0170702687000567,0.0202156833419999,0.0226849907054635,0.0238010380891925,0.0243382575825582,0.024623412879484
"Dm_00004039-RA",6.45879306702947e-09,0.610381880671707,NA,NA,0.0218809048417725,0.0318768378916939,0.0383254099304547,0.0421737293751632,0.0445007933495373
"Dm_00004042-RA",5.8435246321405e-07,0.623978699736228,3.41485578619134e-23,0.0126243261410569,NA,0.0306663978804409,0.0334367339238349,0.0359285889366441,NA
"Dm_00004045-RA",2.75622810001455e-10,0.671727811570567,2.1148457076227e-20,NA,0.00243891464041019,0.00940389529089987,0.01833449947835,NA,NA
"Dm_00004445-RA",1.58976078649757e-10,0.665821600703377,6.67757389341714e-10,NA,0.00213657827241766,0.00402063681908759,0.00544901012020501,0.00637409118073014,0.00695942854598064
"Dm_00004813-RA",4.42762630189387e-09,0.655712508726714,NA,0.00145248172789319,NA,0.00213693781289374,0.00232969129713803,0.00244355056460387,0.00251224509048708
"Dm_00004815-RA",1.9297376391876e-15,0.747967449726577,4.92654455255346e-25,NA,0.000402746462593345,0.00129568441940897,0.00216094127926886,0.00283509124324508,NA
"Dm_00004372-RA",1.0981331270441e-08,0.671188931239918,2.74865663598283e-19,NA,0.00125214423408017,0.00214438926355094,0.0026676401179434,0.00297798780547314,NA
"Dm_00004512-RA",1.90573280082867e-09,0.730489421364872,1.19508947136383e-13,2.24045858341125e-05,7.15993389785668e-05,0.000100168139210999,0.00011514414187249,0.00012310500007539,0.000127592913116736
"Dm_00002870-RA",5.92981001311617e-07,0.672415822467476,1.77465250310852e-20,0.00294003538207531,0.00422919072533205,0.00519792541190055,0.00576365651776632,0.00608071309755894,0.00626426412415418
"Dm_00002880-RA",1.67697152379297e-09,0.72511956462965,8.5241957013576e-20,1.56501263990889e-05,1.76906962871812e-05,2.16759315452908e-05,2.45151072372085e-05,2.62610187630164e-05,2.73266444936554e-05
"Dm_00004186-RA",2.92931926485696e-10,0.677077764925589,NA,NA,0.0237772872803479,0.0291943003484157,0.0312117926446921,0.0321218042261682,NA
"Dm_00003343-RA",1.29699475055446e-06,0.636880466615537,8.57860105772419e-22,0.000332950913480795,0.000924455767255044,0.00133065402917779,0.00157234304491959,0.00171003629272905,0.00179068010762316
"Dm_00004492-RA",1.94120259538374e-08,0.648066432005794,5.10503663632284e-27,NA,0.00243890551804334,0.00244688944586225,0.0023702753249525,0.00232645466680268,NA
"Dm_00004725-RA",4.95758909359961e-11,0.727722509745514,7.38853138284077e-09,0.00372594721129556,0.0125329069788039,0.0197934057985758,0.024258775444839,0.0268316417416781,0.0283497454217564
"Dm_00004724-RA",1.06773945979137e-08,0.685046704434437,0.00317657673574678,0.00136876988695855,0.00297419628873042,0.00442355694897963,0.00536644801371379,0.00592712303074037,0.00626399942329744
"Dm_00004360-RA",5.519469022984e-14,0.729259300611208,0.0188232482943394,0.00617510328974297,0.00225297670105341,0.00263005928865364,0.0031145938061988,0.0034682758284975,0.00370337734377776
"Dm_00005141-RA",3.66321094414699e-06,0.625827071409356,8.8341081131734e-17,0.0302497101140733,0.0135914223225924,0.0123098570292746,0.0122001131533742,0.0122531304854662,0.0123150047403517
"Dm_00003948-RA",6.92585632487947e-07,0.604733086576587,NA,8.32463623157178e-05,9.55330118926018e-05,0.00011736762693166,0.000135402456943362,0.000148806071675372,NA
"Dm_00004184-RA",1.30377189226866e-11,0.746041253119023,4.47354509069152e-13,0.000202105884458386,0.000102791744558376,9.37017947452325e-05,9.2890338298759e-05,9.33626441236434e-05,9.39158502906108e-05
"Dm_00004172-RA",9.39516222579533e-08,0.674839435797084,5.96939459262188e-15,0.0051286660139065,0.0131582111499648,0.0200430262083468,0.0241701239694512,0.0264708877197845,0.0277935941344918
"Dm_00007763-RA",1.30355143416651e-17,0.816980793423433,3.3406275439493e-22,0.00190150682629121,0.000757216914247998,0.000638637303040496,0.000616421766100757,NA,0.000623529792992825
"Dm_00007762-RA",1.23857159086318e-09,0.651081941337105,1.21790983795585e-14,0.00201588098846798,NA,NA,0.0352105739429897,0.0379175066679456,0.0393693525920934
"Dm_00010814-RA",2.99430122260011e-24,0.801825070589561,2.45320515641221e-18,NA,NA,0.00248443397651865,0.00325507913848541,0.00363905086382729,0.00384661565690507
"Dm_00012587-RA",3.97827275535847e-10,0.668199163760208,7.55508740922514e-20,NA,0.00114507003708029,0.00154246249545662,0.00169006935966929,0.00175714992498434,NA
"Dm_00012851-RA",6.47377781000489e-06,0.635409581637384,6.64429268041028e-10,0.000971599020777852,0.00171935425589469,0.00213822166569598,0.00236681562514638,0.00249071128051506,0.00256129524469077
"Dm_00012478-RA",4.59667290160522e-09,0.687309647612941,2.86342382167731e-12,NA,0.000249428689595512,0.000354228145470375,0.000413252816296255,0.000448036528254353,NA
"Dm_00012743-RA",1.73785969656296e-07,0.606262730323579,1.58830568918549e-22,0.000812870217541521,NA,NA,0.004384567661761,0.00481690662556283,0.00512795344896421
"Dm_00012773-RA",2.90295336283011e-23,0.867928156808024,1.04927522380805e-06,2.23758518190885e-06,1.92934924735534e-06,2.49889868364324e-06,2.95299343687929e-06,3.24650896860929e-06,3.43064094564766e-06
"Dm_00013008-RA",1.22806320754369e-25,0.742258221380882,NA,0.00245491294377463,0.00529980101375024,0.00761422418699868,0.00931259607752218,0.0104982953328337,NA
"Dm_00013069-RA",3.42518526395008e-10,0.707503505963112,1.85282513803841e-06,NA,0.000627121000813046,0.00100692176663192,0.00124133967745479,0.00139381996505209,NA
"Dm_00013070-RA",4.96829956916059e-12,0.700939532686226,1.52875368925721e-08,0.0306209902167346,0.00757268108735873,0.00594610310707399,0.00554618003303317,0.0054051663166389,0.00534388364475605
"Dm_00010079-RA",1.30203658455494e-12,0.719492120197869,7.62096507400041e-27,NA,NA,0.000515528560104247,0.000582140226287539,0.000615561837739511,0.000634876859928472
"Dm_00011632-RA",5.49904535540634e-07,0.611185546190426,2.81396275833019e-32,NA,0.001447762410131,0.00401154909980592,0.00634092310054802,0.00803269102958863,NA
"Dm_00013083-RA",1.85132052690133e-09,0.695511296371582,3.70635033248014e-09,0.0187758419912759,0.0167334337192054,0.0194833695560185,0.0211677781146508,0.0222060573215313,NA
"Dm_00013084-RA",3.75144004511716e-08,0.681603860015204,2.16053703685247e-17,0.000530020716512976,0.000353643430921999,0.000390232333991832,0.000432400619138282,0.000464962794598605,NA
"Dm_00011932-RA",1.48760074600495e-13,0.670319727264708,NA,6.87171028295027e-05,0.000215533154870346,NA,NA,0.000550222903631463,0.000611110003861371
"Dm_00012156-RA",4.1145508850478e-07,0.66254476607399,1.37054411475546e-15,0.0109748487713244,0.0266459501916094,0.0374273767466731,0.0436197997729772,0.0470702582922805,0.0490683283551257
"Dm_00011438-RA",5.89381933522221e-08,0.659911893355835,2.70101202129576e-05,0.000809849469877385,0.0015180895313695,0.00215838068598715,0.00258759020334093,0.0028472975531069,0.00300465876969351
"Dm_00012968-RA",9.61221892293344e-06,0.62247170636233,8.65750502147926e-15,0.00465735139281299,0.00101170322025811,0.000770825183921916,0.000711021163826657,0.000689105948001814,0.000679101234436977
"Dm_00012223-RA",2.85707309013653e-12,0.742380013125036,3.51384768165701e-25,3.56975930979538e-07,6.0443561970459e-07,9.9691246417547e-07,NA,1.65025756137476e-06,1.86053821125693e-06
"Dm_00013144-RA",4.0081996544664e-10,0.624505189696423,1.51493090948307e-34,NA,NA,NA,3.44146237346815e-06,NA,NA
"Dm_00012386-RA",2.79910860340555e-06,0.631325803251585,3.83696623963518e-13,NA,0.000480083371980472,0.00047778686587171,0.000470563809420352,0.000464293215201085,0.000459783451071393
"Dm_00010869-RA",1.62117466105302e-37,0.785078269577477,1.16040935616085e-05,1.8595169727949e-08,NA,NA,3.39573354896565e-06,4.26920167644117e-06,4.87855972656031e-06
"Dm_00013105-RA",1.15722693038998e-09,0.702371281787633,9.61813646792136e-08,0.0330268831255536,0.0127690667929817,0.0100191296433726,0.00910923364557289,0.00886913692966466,NA
"Dm_00013393-RA",2.62891795148508e-07,0.629963976711582,9.46740784885391e-14,0.00540000941250981,0.00187790884060894,0.00168023251408859,0.00166501811704887,0.00167266349537893,0.00168130499691571
"Dm_00009806-RA",3.81680455280528e-11,0.74758739630317,9.52017185708921e-12,0.00419062886587366,0.00196427808844879,0.00178235226192356,0.00175430153004557,0.00175272374867202,0.00175574230362113
"Dm_00013028-RA",4.66594452240333e-12,0.756623308636259,2.19483085710354e-19,8.51952219903959e-05,0.000284821636905074,0.000488295647397686,0.000627499920699801,0.000711678637001805,0.000762522304074843
"Dm_00013683-RA",1.34756013761292e-17,0.79635176428505,1.56473624751299e-26,0.00107721512377247,NA,0.000294692321408892,0.000251454307278351,0.000232309783568994,0.000222637218762355
"Dm_00013628-RA",9.28205420060152e-15,0.783180718602876,1.02435370047422e-23,NA,0.00166555887864887,0.00256342610262511,0.00314898464770275,0.00359455357964192,NA
"Dm_00013629-RA",1.01882735752333e-15,0.7436571217756,3.08025617207741e-22,4.91543444518072e-08,NA,NA,NA,NA,NA
"Dm_00013627-RA",1.5206569277687e-11,0.730679101851587,1.06388758845824e-19,NA,0.00748557111695137,0.0101543030930224,0.0115710199845373,0.0125613366520672,NA
"Dm_00014355-RA",1.48083799502769e-10,0.710930829295364,7.41085575505499e-23,NA,0.0239622642096081,0.0384801625100315,0.04319537128445,0.0442924203413548,NA
"Dm_00014025-RA",1.26562879753059e-10,0.741429151755505,8.26465722455892e-14,NA,0.00591971651935492,0.0135230311796052,0.0189676451752454,0.0225623477615188,NA
"Dm_00013360-RA",1.25848198742008e-06,0.624420249503533,2.40205937507141e-28,0.0134228565204636,0.0222631794825043,0.0279790210688755,0.0306708908956407,0.0320763968890346,NA
"Dm_00014723-RA",1.44153953205693e-09,0.678232535164289,4.49788462825206e-25,NA,0.000281548382703651,0.000494527934155113,0.000605798819138515,0.000657367921091393,NA
"Dm_00013596-RA",1.26240596634001e-08,0.713255874041127,2.29752731585263e-15,0.00418667180013817,0.0158299767058193,0.025375527942883,0.0312330349486817,0.034593168920935,0.036566514267333
"Dm_00015007-RA",1.41394490306683e-10,0.738254425049568,2.36186636967888e-18,4.52746684568022e-05,5.52785614845363e-05,6.96268495059668e-05,8.01189940831473e-05,8.67457922984909e-05,9.08684505913763e-05
"Dm_00014707-RA",3.16693895396627e-17,0.789657156672103,7.98018591851286e-08,NA,0.0110596817216564,0.0125302077104809,0.0120354248013258,0.0114546082900262,NA
"Dm_00014805-RA",2.1819080763955e-12,0.750360852754236,1.15780031368276e-16,0.000782943729058438,0.00359606217859823,0.00617095012045964,0.00808658744049508,0.00941746477566994,NA
"Dm_00015945-RA",3.57467700019184e-10,0.706260588145196,1.67527687024848e-20,NA,0.000684365019174817,0.00111148998144319,0.00144919293221359,0.0016777447583911,0.00182708294617378
"Dm_00015941-RA",1.87292975592821e-13,0.67605003904786,3.37384268019961e-15,0.000228326360953663,0.00153525281499446,0.00262524954027365,0.00342512036241958,NA,NA
"Dm_00015353-RA",6.68107246475652e-08,0.648924611663224,6.63668585188648e-16,NA,6.1876996464405e-05,9.95271220933748e-05,0.000124945422453346,0.000140182520957917,0.000149323301156327
"Dm_00015827-RA",2.07116785684353e-10,0.73282007193637,1.09508521943585e-06,0.00513619566323858,0.00555572777360851,0.00699412981866586,0.00803948180129645,0.00869108559936747,0.00909257340258769
"Dm_00014887-RA",4.3073588615342e-10,0.655856569656559,3.00832326546793e-15,0.000626188032979231,NA,NA,0.0270511921157083,0.0310321651751176,0.0334214654025536
"Dm_00015959-RA",1.05346318508173e-06,0.672096298249969,2.06544662865436e-19,0.00747681343937958,0.0147817509842577,0.0189896329772803,0.0210799578868245,0.0221569041331807,0.0227546736802407
"Dm_00015730-RA",5.75716963070869e-14,0.700279886128979,6.49851706740244e-22,8.02928204577329e-08,NA,NA,NA,NA,NA
"Dm_00015786-RA",3.36714739956165e-20,0.735000609417439,1.0911304635463e-11,9.8577699963623e-05,NA,0.0109121302042365,0.0159672941809242,0.0193050632504543,NA
"Dm_00014904-RA",3.48871855113465e-13,0.725765096102147,5.19526475951442e-28,NA,0.00345027156618713,0.0040574497680476,0.00408203766555784,0.00404512570793468,NA
"Dm_00015487-RA",2.82052174877845e-06,0.611471847146278,1.09275198152353e-10,NA,0.000174670543439299,0.000196179237039847,0.000204564108507443,0.000207919309881043,0.00020939481390616
"Dm_00015603-RA",1.45239246750242e-13,0.743131678737105,6.67392143864167e-20,NA,1.11383241344971e-06,1.23950679504279e-06,1.34018117660223e-06,1.40379930523521e-06,1.44342935204562e-06
"Dm_00013345-RA",5.72223359000916e-13,0.781520900892286,6.80834309313838e-18,7.81549916322431e-05,5.32548170990435e-05,6.0810254090537e-05,6.77808177717266e-05,7.24056990173357e-05,7.53448514487877e-05
"Dm_00014263-RA",6.37143290947939e-07,0.602689028065116,4.04262123764543e-14,2.37844852065775e-05,9.43000173399389e-05,0.000197321822933282,0.000301251638046349,0.000388177050240829,NA
"Dm_00018860-RA",3.8597847009754e-11,0.66781003962732,1.9413771479474e-28,NA,0.00147552549713206,0.00338294595015851,0.00486681614273583,0.00592616609718046,NA
"Dm_00019232-RA",8.59492837939809e-07,0.655776984572847,5.65951835745891e-16,0.00360766666113938,0.0106049621648731,0.0160511595626805,0.019330774881838,0.0211982405465082,0.0222929132067366
"Dm_00019207-RA",2.16815639859e-06,0.642794163233745,2.10711452572076e-20,0.00019245424693937,9.96966945262853e-05,9.59771343945185e-05,9.80091158852873e-05,9.99844136360643e-05,0.000101382499575494
"Dm_00017716-RA",2.17164063877651e-06,0.62033628168215,1.33157638755061e-09,0.0158421074516174,0.0362445514805212,0.0438598103832504,0.0470726580273601,0.0486029110084331,0.0494199255230805
"Dm_00019248-RA",1.99305325680596e-10,0.674498626555775,2.46784858541764e-19,NA,0.000303511436682684,0.000698892334051299,0.000980282334199349,0.00115392578150835,NA
"Dm_00019151-RA",5.52685603616638e-09,0.637542788686658,1.73980292492621e-25,0.000566785772355376,NA,0.00721463282231177,NA,NA,0.00906517917778455
"Dm_00019032-RA",1.24232223583375e-09,0.694057124366956,6.46696896223485e-21,NA,0.00105790834170589,0.00199072594196533,0.00261253253934724,0.00297426253586523,0.00318639327963943
"Dm_00016130-RA",1.73337351885359e-12,0.642612403698579,1.55503827102127e-31,NA,NA,4.10319629825652e-07,NA,NA,NA
"Dm_00019275-RA",1.84843521009535e-09,0.659925197126715,2.12776703031467e-22,0.02179133010548,NA,NA,0.0270102031898585,0.0258071807779834,0.0251972184249693
"Dm_00019103-RA",1.23733572672177e-28,0.868503102785219,7.15010076042364e-08,2.49222059311437e-07,5.24066854626291e-07,8.72186902575205e-07,1.14247969847861e-06,1.31935994889409e-06,1.43134609348233e-06
"Dm_00019218-RA",1.10875330749873e-06,0.617353287654817,5.75024253288933e-28,NA,0.00245744637060323,0.00383050556300911,0.00468643496797529,0.00517188042556351,0.00545182701378327
"Dm_00019221-RA",8.12165362331889e-20,0.831978358249768,2.8484085446123e-23,0.000272361619384593,0.00101751209292509,0.0018134377011781,0.00239627129507384,0.00276732680825029,0.00299940575950559
"Dm_00019216-RA",1.6903375139689e-22,0.824432970687223,3.98968594800432e-09,9.31069076563217e-06,2.85732954958801e-05,5.16358226660037e-05,6.92714518867743e-05,8.06959684670098e-05,8.78877922823665e-05
"Dm_00018022-RA",2.64487075088351e-12,0.650522649538647,9.26794606225462e-08,NA,NA,3.19848375228473e-05,4.08363359109501e-05,4.62674504845744e-05,4.9603574588944e-05
"Dm_00018158-RA",4.00944615591923e-08,0.698547934772987,7.43189806251559e-20,0.000878777036996953,0.00301568841555979,0.00478648460147213,0.00589187456952038,0.00653484268633968,0.00691644111620948
"Dm_00017969-RA",4.6046628490656e-06,0.62246313727019,1.2032357108315e-18,0.0032033463177709,0.0136496094991974,0.0200672531051009,0.0232443881946751,0.024845659023624,0.0257159249650682
"Dm_00018072-RA",3.4415369373417e-07,0.606487285497647,8.83573090818625e-25,0.00210472145976749,0.00117505108083945,0.000765371217765856,0.000605696149252389,NA,0.00049858543537529
"Dm_00018071-RA",1.56254062531114e-06,0.657590968712557,2.31644148209552e-09,0.000176016347770592,0.000137041866473601,0.000156191130222669,0.000171350174953765,0.000180784895216868,0.000186560284909771
"Dm_00017785-RA",2.26068390142537e-09,0.700565187176081,1.7977716895727e-09,0.0122442142375694,0.00367091029442986,0.00272728330658918,0.00240401915025187,0.00224566570514605,NA
"Dm_00018131-RA",5.86924506511991e-16,0.758428449737088,2.59161529095994e-27,0.000800930955296868,0.00444522413595201,0.00770340293017166,0.0107594432747146,NA,NA
"Dm_00018011-RA",5.08533377246452e-13,0.715752553086251,7.26448584770689e-11,0.00214458360715871,NA,NA,0.00443699686068339,0.00441645691238882,0.00442220575165172
"Dm_00018183-RA",3.49218156172862e-11,0.716034379950825,2.24046439691267e-16,0.00245203097138642,NA,0.000701564373140552,0.000697792426144049,0.000705068663339291,0.000711639733521779
"Dm_00017854-RA",4.73763620929453e-08,0.695876774300457,3.13195747268944e-18,2.38032178561179e-05,2.74589064336415e-05,3.0572169883537e-05,3.23030401198131e-05,3.32707479313748e-05,3.38377758003092e-05
"Dm_00017908-RA",1.24322296454739e-27,0.788888855364967,NA,9.45933226643501e-06,8.41359962272248e-05,0.000177685947214259,0.000258900300691974,NA,NA
"Dm_00015562-RA",1.30323897781669e-06,0.615712187136367,9.56852751940621e-20,0.000506073745325251,NA,0.000417138119379997,0.0003708067223075,0.000347385662912679,0.000334324281290273
"Dm_00017137-RA",8.12596946231255e-07,0.636216168380731,1.16629756786729e-14,3.25602975776546e-05,0.000240983191335629,0.000640386573063963,0.00106564525775868,0.00141890306717078,NA
"Dm_00018315-RA",1.46908128704169e-31,0.871327388556549,1.18997784886362e-05,7.35291715070208e-06,4.50481649729601e-05,0.000108298602385367,0.000164407137022859,0.00020307511108812,0.000228086968194366
"Dm_00016578-RA",9.0326558087039e-07,0.672639047374543,1.74913702432116e-12,0.00177328430781339,0.00119573320293808,0.00126791766485116,0.00135279996456224,0.00141032416292532,0.00144693352731296
"Dm_00018007-RA",1.94753838458651e-08,0.6928601881016,7.81252520664378e-24,0.0064150786874646,0.00764235408209763,0.00878869702965328,0.00941458054728584,0.00975399253439396,0.00994781602115688
"Dm_00018025-RA",4.70197400134291e-09,0.646842033554511,6.68517138903737e-08,0.0496523329912546,0.0110262105812645,0.00713848999451795,0.00604476232291644,0.00561001923653926,0.00540012679016282
"Dm_00018368-RA",2.88732842983351e-08,0.688923274392472,1.39324123998084e-16,0.0163064309697756,0.00310571747772523,0.00214083459978003,0.00187385070240041,0.00176590195824557,0.00171277878290358
"Dm_00018220-RA",4.84860267336649e-08,0.64350976994428,1.55565724548349e-19,0.0088783067372951,0.0146642768874698,NA,NA,0.0035230378366558,NA
"Dm_00008118-RA",1.06902503588507e-07,0.630320523007791,2.02984849087791e-19,NA,0.0106093722951976,0.0125241806975571,0.0135361789367663,0.0140776342051366,0.0143903025466913
"Dm_00006229-RA",3.60786723478767e-07,0.642618493685539,1.27029347683949e-19,NA,0.011575908069066,0.0187814490218278,0.0240710659058493,0.0274723011902789,0.0296253292483212
"Dm_00007294-RA",3.20430055548702e-12,0.72622201724003,1.05149968325156e-21,NA,0.036201203224719,0.046074260824924,0.0485249337628526,0.0494418492762678,NA
"Dm_00007112-RA",4.24418483524083e-06,0.603627269058075,1.89135218570702e-11,0.000214561641042849,0.000251526889949564,0.000287619017666412,0.000309341153034059,0.000321692739606695,0.00032895376701584
"Dm_00007110-RA",5.85726690406315e-20,0.782651076485573,6.83573939505532e-24,0.000914383963230575,NA,NA,0.029272525462502,0.0340410965071551,0.0374912344063512
"Dm_00007114-RA",2.1852178371696e-11,0.607830044942705,1.05000314204606e-29,8.36016005204768e-07,NA,NA,NA,NA,NA
"Dm_00007589-RA",1.26925452586276e-14,0.778615999558826,1.90639861976741e-15,2.84994943496859e-05,1.83033764007303e-05,2.03440461277408e-05,2.23645802509923e-05,2.37191916301639e-05,2.4582585228423e-05
"Dm_00006776-RA",6.2688635337607e-07,0.635498088490229,1.29664017337504e-25,0.00181508797496387,0.00239149931120661,0.00299252300649327,0.00344229595457776,0.00371693282265752,NA
"Dm_00006908-RA",8.75912912491612e-11,0.645193126671361,5.69425132737764e-11,NA,NA,NA,0.000133642300910949,0.000318471984632095,NA
"Dm_00006657-RA",2.36017018116276e-07,0.617621470701355,1.08897567111214e-17,NA,0.0113538267316567,0.0240585504244694,0.0325548929519171,0.0378136322755106,NA
"Dm_00006661-RA",7.02529975927267e-08,0.660388318242882,4.44078062832644e-16,0.0108791721440249,0.00514379529573432,0.00475394697189127,0.00478242041424515,0.00486035679000253,NA
"Dm_00007209-RA",3.08332634262663e-06,0.619021966132708,2.18400944134818e-23,0.0357434620946633,0.00379068908451489,0.00132306388671284,0.00081812121599474,0.000644899884302442,NA
"Dm_00007507-RA",4.81056579126361e-11,0.718102554587175,2.68096589961149e-13,0.0493549934328775,0.0129856656685311,0.0093813740226394,0.00856725242740719,0.00839336077687783,NA
"Dm_00008268-RA",4.03485593223599e-06,0.614995717591964,5.80888546997506e-20,NA,0.000235150442483304,0.000336357384137232,0.00040197664611043,0.000441130666931269,0.000464872696432892
"Dm_00008173-RA",1.72150496928418e-08,0.62361739267723,5.31383588274725e-22,NA,0.000325792672379077,0.000485055777072547,0.000580952337887732,0.000643067612085407,NA
"Dm_00007503-RA",3.42511137014386e-09,0.698600547036295,1.38990790188527e-18,2.85252138465e-05,2.30811286664181e-05,NA,2.91403685682523e-05,3.11368835003379e-05,3.24691362973742e-05
"Dm_00007505-RA",9.04482901945116e-16,0.68781226999815,5.76684376286072e-28,4.02544465566828e-08,NA,NA,NA,NA,NA
"Dm_00007828-RA",2.65935171364779e-10,0.672645817292365,4.51378385861582e-11,0.00106857332451716,NA,NA,0.0163138252548472,0.0182387009312028,0.0194768065266172
