"","beta0","betaTime","betaTime2","betaTime3","betaTime4","betaTime5","betaTime6"
"Dm_00019115-RA",1.61203031354544,0.0131725162594676,-4.00158939872531e-05,3.69738840880007e-08,-1.26008704152201e-11,1.39382402222333e-15,0
"Dm_00018221-RA",4.22966993510197,-0.0230252192280976,0.000136837259780711,-2.52403160797624e-07,1.85543134062543e-10,-5.60534833349716e-14,5.78638414627735e-18
"Dm_00019244-RA",2.87598575465636,0.0121369721487375,-4.27106276286405e-05,4.1055096644852e-08,-1.42064759898961e-11,1.58106831595623e-15,0
"Dm_00019056-RA",3.41267510709424,0.0520545040571388,-0.000327913929758172,6.28302572414631e-07,-4.72069661042717e-10,1.4435307366454e-13,-1.50060324865137e-17
"Dm_00017544-RA",4.53891445356836,0,4.1413572278209e-08,0,0,0,0
"Dm_00019296-RA",0.650189584955278,0.0121732682960192,-3.55659735211701e-05,3.22147485898715e-08,-1.08394102372405e-11,1.18878143655071e-15,0
"Dm_00006619-RA",3.06817610606442,0.0385388965685671,-0.00023780130407112,4.48800402097656e-07,-3.33840205267777e-10,1.01473600048535e-13,-1.05105680996624e-17
"Dm_00007720-RA",2.95362551271407,0.00103579243981353,0,0,-5.48282482118708e-13,2.90329139386516e-16,-3.83571026977958e-20
"Dm_00006411-RA",3.78937706016006,0.0133504447136419,-3.11666101842647e-05,2.55108765626472e-08,-8.14407173726637e-12,8.66883903672967e-16,0
"Dm_00006413-RA",4.76060435618568,0,0,-1.09941627349448e-10,1.94738778350576e-14,0,0
"Dm_00005857-RA",2.32961644347286,0.00287444359215242,-3.10987759602111e-06,1.19479681589912e-09,-1.42346082521849e-13,0,0
"Dm_00006115-RA",1.94482617662878,-0.0289985993284105,0.000196040625477726,-3.86889241441673e-07,2.94820365420688e-10,-9.08130238032446e-14,9.47925686058047e-18
"Dm_00007024-RA",6.0127883630103,0.00429527781659694,-1.15602315400284e-05,9.8822896886752e-09,-3.2252948076911e-12,3.47733623098922e-16,0
"Dm_00006808-RA",2.38409789105116,0,0.000149894351305503,-3.71533765485257e-07,3.05070417491237e-10,-9.70334170270648e-14,1.02930166240256e-17
"Dm_00006805-RA",1.71210223066007,0.0499133896086688,-0.000384107652186153,7.78114732042851e-07,-5.97380876558306e-10,1.84469472106503e-13,-1.9273467463116e-17
"Dm_00006803-RA",5.69359633604934,-0.00301594980654301,0,1.06291199312067e-08,-1.11564948851403e-11,3.85851105700591e-15,-4.25338663356815e-19
"Dm_00007613-RA",2.40404528932662,0.0204006315687159,-0.000115246932940926,2.11972282422571e-07,-1.56433592179862e-10,4.74263854167609e-14,-4.90794440824676e-18
"Dm_00005991-RA",4.12423959700581,0,0,4.76348119322084e-09,-6.0830603432443e-12,2.31299199030548e-15,-2.68385756879212e-19
"Dm_00007043-RA",2.67851834918054,0,4.26842102711675e-05,-1.09660812558296e-07,9.11809005014367e-11,-2.91563153151599e-14,3.10090833504325e-18
"Dm_00007025-RA",4.73986806882065,0.000472247747301194,0,0,-3.43597224909529e-13,1.84377177421502e-16,-2.45243694429677e-20
"Dm_00006202-RA",2.59941795576725,0.0436022097340777,-0.000312330614472517,6.17636440770035e-07,-4.68795324356632e-10,1.4391440177269e-13,-1.49868617341236e-17
"Dm_00006201-RA",4.5761363212069,0,-3.24440456419644e-06,4.27811751134842e-09,-1.66328155411702e-12,1.95456308444639e-16,0
"Dm_00006445-RA",4.92051482309627,0.0197738573493378,-4.54516987265364e-05,3.7277141465927e-08,-1.19613092734238e-11,1.27891183714505e-15,0
"Dm_00006624-RA",3.84511865386649,0,1.28495784923762e-06,-1.55953482832336e-09,5.85876847752006e-13,-6.76642560703773e-17,0
"Dm_00006308-RA",2.75521250072908,0,0.000113751513467417,-2.77339406456606e-07,2.25595019014192e-10,-7.13868653402485e-14,7.550403077148e-18
"Dm_00007106-RA",2.0618933128013,0.0212035761016682,-0.000150363009666262,2.98470811204367e-07,-2.27478779584823e-10,7.00272505153941e-14,-7.30535216725954e-18
"Dm_00008138-RA",2.75071384583807,0,0,8.46270516307715e-09,-1.05394120891008e-11,3.96426404342499e-15,-4.57630079023792e-19
"Dm_00008141-RA",3.06992133907927,0,3.54197490196782e-07,-6.82026083446814e-11,0,0,0
"Dm_00007186-RA",3.53889736336417,0.00194611745837499,-2.12029001779524e-06,7.91243065923258e-10,-9.20251461138405e-14,0,0
"Dm_00006713-RA",5.74012181538804,0.00763069095920265,-1.83290813387528e-05,1.52538498236768e-08,-4.91482051635513e-12,5.25768882420185e-16,0
"Dm_00006714-RA",2.26732579663294,0,-3.72110533169842e-05,1.00646572008131e-07,-8.59112227404345e-11,2.7855389989404e-14,-2.98605760008398e-18
"Dm_00007732-RA",2.13609967295135,0,0,1.62182990065393e-11,0,0,0
"Dm_00007734-RA",4.92019959958935,0.040091985391428,-0.000285204235764538,5.62885606335516e-07,-4.26629943246674e-10,1.30852509627096e-13,-1.36192104498574e-17
"Dm_00018141-RA",5.43178652672434,0,-1.62799720511386e-05,2.08148313900201e-08,-7.93321976659108e-12,9.20420671734234e-16,0
"Dm_00018434-RA",4.7978303038663,0.002250848655714,0,-1.1302967120874e-08,1.23833579552046e-11,-4.37580468111699e-15,4.87994863229897e-19
"Dm_00017999-RA",4.66789487019639,-0.0104480160409221,7.89986808307761e-05,-1.57576264018765e-07,1.19974033263952e-10,-3.68867871105532e-14,3.8446669605814e-18
"Dm_00017998-RA",4.40450433803753,0,5.15280574967605e-06,-6.08399067958133e-09,2.26121491155221e-12,-2.60412503956715e-16,0
"Dm_00018401-RA",5.97420085741441,0,2.8912565130783e-06,-3.50329342596566e-09,1.28719991628363e-12,-1.46629950406889e-16,0
"Dm_00018343-RA",4.54053426992155,-0.00963495258995757,7.85468559834662e-05,-1.59507449458333e-07,1.22291665797565e-10,-3.77190953217217e-14,3.93786319146554e-18
"Dm_00018281-RA",4.63688187330344,-0.00744274915233056,5.44464658519409e-05,-1.11462262677989e-07,8.62589743132964e-11,-2.67581881770898e-14,2.80301693107886e-18
"Dm_00018298-RA",4.42134966390024,0,3.56872379446849e-06,-4.48258041860537e-09,1.70878338108353e-12,-1.99169192497631e-16,0
"Dm_00018361-RA",1.30883197971182,0.019693893698902,-0.000155869271516772,3.19800167675297e-07,-2.47514712426884e-10,7.67973492958729e-14,-8.04669220672732e-18
"Dm_00018104-RA",4.7268885409471,0,-4.01526481542108e-08,0,0,0,0
"Dm_00017013-RA",2.77783579692948,-0.0285654403713,0.000224828910082208,-4.61239171962313e-07,3.5629431324501e-10,-1.10370923315051e-13,1.15517624543762e-17
"Dm_00016800-RA",4.11650340692494,0,2.37901638471344e-06,-2.78130467339116e-09,1.02811125566627e-12,-1.18101405310842e-16,0
"Dm_00016838-RA",-1.54027624276132,0.0307109041655352,-7.80221554067941e-05,6.727292894694e-08,-2.21141748343282e-11,2.39432062132836e-15,0
"Dm_00018393-RA",2.91919667587442,-0.0241968610204196,0.000145013214662765,-2.7020921991656e-07,2.00061616693879e-10,-6.07100822940758e-14,6.28435353091455e-18
"Dm_00020951-RA",4.15155039558974,0.0158958825149154,-0.000133053207966444,2.75280130585257e-07,-2.13050918358585e-10,6.60299796165805e-14,-6.91175598921189e-18
"Dm_00018529-RA",4.89411647275906,-0.0158557528236874,0.000140295983172751,-2.93784133559657e-07,2.28626624403724e-10,-7.1066042172989e-14,7.45155545518675e-18
"Dm_00019183-RA",0,0.00356536083132106,0,0,-3.08559290812786e-12,1.68296114101837e-15,-2.2619885536388e-19
"Dm_00017741-RA",5.430882857102,0.0215967946064586,-0.000144230010019855,2.76823583500399e-07,-2.07220042705254e-10,6.31744190405506e-14,-6.55413491783451e-18
"Dm_00016090-RA",1.78234198512467,-0.0339702273846883,0.000327053606469032,-7.04623547550416e-07,5.55004910418132e-10,-1.73505011151104e-13,1.82475102926323e-17
"Dm_00017591-RA",3.74578250799915,0.0314204997764255,-0.00022872040114187,4.5822738679916e-07,-3.50665081495846e-10,1.08161796759378e-13,-1.12954076699902e-17
"Dm_00019980-RA",0,0.0801334253654523,-0.000508950598757231,9.60943720336278e-07,-7.14288915064488e-10,2.17040317278131e-13,-2.24776654776257e-17
"Dm_00019284-RA",2.93115522939964,0.0289058012310191,-0.000252718983257918,5.26287910019133e-07,-4.07865216562707e-10,1.26432197152021e-13,-1.323358700263e-17
"Dm_00019298-RA",3.19517344976964,0.0277420652261414,-0.000222826208815773,4.53106499158586e-07,-3.47735269016008e-10,1.07305474791625e-13,-1.12053007836012e-17
"Dm_00019279-RA",3.55745097877845,0.0310684862074263,-0.000197672897934824,3.71296113693248e-07,-2.74267735329743e-10,8.29699440292447e-14,-8.56833022155554e-18
"Dm_00018184-RA",3.85611803200206,0,5.14818227974288e-06,-5.99290265529191e-09,2.20407628504774e-12,-2.51780651141186e-16,0
"Dm_00018794-RA",4.37484991484213,0.0295325309097966,-0.00019892900230716,3.88194814569199e-07,-2.93427982637014e-10,8.99274060078666e-14,-9.3571164880621e-18
"Dm_00019384-RA",4.48748834436798,0,0,-4.81752740414462e-09,6.11831075978911e-12,-2.32021236996326e-15,2.68905932709413e-19
"Dm_00019135-RA",2.29464248085002,0.0389761057513378,-0.000256042203578258,4.93200434905553e-07,-3.70624809160098e-10,1.13282367809347e-13,-1.17715320986367e-17
"Dm_00016845-RA",4.33422806986685,-0.0282435320443447,0.000180623944321998,-3.51768020508629e-07,2.66672088597146e-10,-8.19265851251713e-14,8.53832618296115e-18
"Dm_00016266-RA",3.74404965121952,-0.0228726386010046,0.000138948543520051,-2.65991808954757e-07,2.00131811640049e-10,-6.12548340963489e-14,6.37095673715659e-18
"Dm_00016050-RA",3.17832744315321,0,5.948109686087e-06,-7.16453863420834e-09,2.69919823081392e-12,-3.13593813232066e-16,0
"Dm_00015232-RA",4.80298792581744,0,4.06974775449597e-05,-1.05510820690098e-07,8.82247401553769e-11,-2.83056037116184e-14,3.01665393787081e-18
"Dm_00015911-RA",3.42884674464753,0,5.59470817994237e-05,-1.36943078709942e-07,1.11633582963467e-10,-3.53518934217113e-14,3.73990932605795e-18
"Dm_00016286-RA",5.30600640991362,0,4.42467768413935e-06,-5.34942576791411e-09,2.00249088552276e-12,-2.30784714558977e-16,0
"Dm_00016203-RA",2.98202734733263,0,9.89287891045954e-06,-1.12433112855839e-08,4.09649211106176e-12,-4.66654799731414e-16,0
"Dm_00016508-RA",4.06915332340331,0.0277966067580866,-0.0002186377040393,4.44666818938244e-07,-3.41783268657143e-10,1.055853980275e-13,-1.10334054967628e-17
"Dm_00016246-RA",4.62200381994139,0.0335008003666062,-0.000239900826705091,4.74800404562949e-07,-3.60733048352346e-10,1.10813702270039e-13,-1.15446645087935e-17
"Dm_00013585-RA",4.79105676527484,0,2.52873212623799e-06,-3.04942161694252e-09,1.11298096819576e-12,-1.25960175642193e-16,0
"Dm_00016184-RA",2.53442959871592,0.0499910805307422,-0.000340274957777508,6.6983940185749e-07,-5.09114841364694e-10,1.5655229509698e-13,-1.63232319469262e-17
"Dm_00016161-RA",5.15264607554523,0,-2.84708826647072e-07,4.86716239264348e-11,0,0,0
"Dm_00013012-RA",3.56693779365119,0,-3.29941118695183e-06,3.8330088234969e-09,-1.405571502783e-12,1.60245184405173e-16,0
"Dm_00016176-RA",1.78945725417387,0,-2.55425910398591e-06,2.5934030203822e-09,0,-3.98175588016447e-16,6.73950787088028e-20
"Dm_00012165-RA",-2.02760225383634,0,1.29498880944008e-05,-1.6533768882168e-08,6.38783392825142e-12,-7.5057566517838e-16,0
"Dm_00016339-RA",2.18002063178278,0.01381767653434,-3.42382244608922e-05,2.8989641035588e-08,-9.45586761428989e-12,1.02041881180529e-15,0
"Dm_00016164-RA",3.21599022916685,0,0,-2.98576979943224e-10,1.73094462370705e-13,-2.3656804080045e-17,0
"Dm_00008970-RA",1.23763111323691,0.0308820206446081,-0.000238966188810586,4.87541685711773e-07,-3.7634223751504e-10,1.16595260868443e-13,-1.22057090737443e-17
"Dm_00010946-RA",2.50274657175816,-0.0451069027259166,0.000403780202864289,-8.4655292925466e-07,6.58310882906764e-10,-2.04471798962829e-13,2.14279432304026e-17
"Dm_00010948-RA",3.76107123668158,0,9.94850924735507e-05,-2.27854426755818e-07,1.79708769498945e-10,-5.59495185536494e-14,5.863347509565e-18
"Dm_00008528-RA",4.26627126125421,0.0143971658244291,-3.8641034047533e-05,3.45963420440046e-08,-1.1621296568062e-11,1.2741748519328e-15,0
"Dm_00009877-RA",2.24427423004764,-0.0646835418235459,0.000407164636092455,-7.92114783345715e-07,6.00155844524462e-10,-1.84341040701823e-13,1.92111677426168e-17
"Dm_00010549-RA",3.60842915382263,0.00501956120007072,-1.32356998147206e-05,1.11985124729758e-08,-3.62810500523688e-12,3.89223500556215e-16,0
"Dm_00011281-RA",6.81872405953757,-0.00790090270793913,6.28206460704596e-05,-1.27104419517845e-07,9.74783566716643e-11,-3.00880802897999e-14,3.14307331203765e-18
"Dm_00010796-RA",3.0193838362117,-0.0191938550008633,0.000160227515182095,-3.31834531223237e-07,2.57013654778877e-10,-7.96931001530324e-14,8.34445583021856e-18
"Dm_00010797-RA",3.85801115440204,0,5.26608957779788e-06,-6.34155121640025e-09,2.3656471800914e-12,-2.72243693750184e-16,0
"Dm_00010795-RA",2.80491739820119,-0.0179473282695969,0.000150178577289671,-3.08901169755172e-07,2.38240700077605e-10,-7.36911885552268e-14,7.70465858485451e-18
"Dm_00010219-RA",0,0.0183253388346195,-6.90899613368144e-05,6.94661550662448e-08,-2.4484011085295e-11,2.74330288738146e-15,0
"Dm_00010980-RA",5.28951230648595,-0.0244087474096218,0.000172203430004536,-3.38487480487882e-07,2.56367426134403e-10,-7.86436566701436e-14,8.18766352138799e-18
"Dm_00009656-RA",4.57127443055427,0.00116584037433575,-1.65762230975477e-07,0,0,0,0
"Dm_00011086-RA",3.64696940157637,0,0,4.75459605699449e-09,-5.75083359774993e-12,2.13076800369227e-15,-2.43920737770269e-19
"Dm_00010319-RA",3.54851540022014,0,1.78363503798675e-06,-2.08625604881203e-09,7.60942368045717e-13,-8.61843456979067e-17,0
"Dm_00009264-RA",5.0433601744235,0,0,8.52850025142019e-09,-1.03873038362278e-11,3.86162913529776e-15,-4.42874871591829e-19
"Dm_00010235-RA",5.50256955179966,0,-2.37607722397983e-06,2.7600898149351e-09,-1.01639445043521e-12,1.15955057866962e-16,0
"Dm_00008658-RA",1.19275792831394,0.0168026144261503,-3.29261522159016e-05,2.50795435404325e-08,-7.70055649545505e-12,8.00967218668292e-16,0
"Dm_00011243-RA",5.5355668068528,0,4.06694034579056e-05,-1.02142213831434e-07,8.41864170764858e-11,-2.68120418070226e-14,2.84570908902774e-18
"Dm_00010126-RA",5.03673322408573,0.0526660155798254,-0.000353636669948825,6.97894815158032e-07,-5.31828145905527e-10,1.6379651515944e-13,-1.70945412992535e-17
"Dm_00009698-RA",5.2029890675219,0.0143092992820332,-0.000105389953440485,2.09792176209498e-07,-1.59775504076542e-10,4.91413491828594e-14,-5.12310916298915e-18
"Dm_00010488-RA",3.6847261422231,0,9.99147858256955e-05,-2.51039872384422e-07,2.05958115102429e-10,-6.53614075683023e-14,6.92093042729528e-18
"Dm_00004325-RA",3.83633841046256,0,-1.59170175200746e-05,1.97439881081301e-08,-7.45186829863863e-12,8.6198399428387e-16,0
"Dm_00005116-RA",0,0,8.63141644065316e-06,-1.02164360506008e-08,3.82968736465447e-12,-4.44222568954472e-16,0
"Dm_00005122-RA",3.54209943069085,-0.018280977964999,0.000156499583972195,-3.26140729838405e-07,2.53505947345322e-10,-7.87695895788916e-14,8.2581361267677e-18
"Dm_00005123-RA",3.34523195617678,0.0451760268784455,-0.000208018209155304,3.58042900489936e-07,-2.57157069120103e-10,7.69807163807998e-14,-7.91349355773112e-18
"Dm_00005495-RA",3.76079350279609,0.0153141254498878,-0.00010254484974541,2.02486506058926e-07,-1.54195256656845e-10,4.74687746979618e-14,-4.95293520148799e-18
"Dm_00005392-RA",5.01373492907144,0,4.08720357689477e-08,0,0,0,0
"Dm_00004548-RA",1.5696675411194,0.0481484000255226,-0.000410679945404631,8.44705579514091e-07,-6.50015216192016e-10,2.00718154078949e-13,-2.09627633986602e-17
"Dm_00004547-RA",3.10851747789018,0,1.2172239018932e-05,0,-1.3396346003252e-11,6.53207958643446e-15,-8.28802935653342e-19
"Dm_00004549-RA",4.55070468759708,0,-3.08146212313573e-07,4.46173732001934e-11,0,0,0
"Dm_00004545-RA",3.7724113911387,0,-6.13030822762582e-07,3.17811238296876e-10,-4.31017880996003e-14,0,0
"Dm_00005607-RA",3.63533937001532,0,-3.96576235156876e-06,4.70950264434462e-09,-1.75428086139322e-12,2.02086147630106e-16,0
"Dm_00005602-RA",3.76855695519301,-0.00569702169343644,6.75541051061876e-06,-2.72209089975194e-09,3.25991457333538e-13,0,0
"Dm_00005035-RA",4.0562020753588,0,9.80963895512983e-05,-2.47035296001591e-07,2.04074753824009e-10,-6.5091205628916e-14,6.91486358038872e-18
"Dm_00004345-RA",3.72419737433419,0.00119417545640012,0,0,-7.16150196188555e-13,3.80310550808766e-16,-5.02888984263066e-20
"Dm_00005296-RA",3.92810257405208,0.0355266745349449,-0.000305243297489194,6.28096218583492e-07,-4.83574213730418e-10,1.4938511970626e-13,-1.56062327175519e-17
"Dm_00005014-RA",4.47630992329568,-0.0274078134644429,0.000220049020231893,-4.5485580129729e-07,3.52560157671814e-10,-1.09398800968177e-13,1.1460460130961e-17
"Dm_00004209-RA",2.84873423446078,0,0,0,1.53710131613314e-14,-3.17092458288019e-18,0
"Dm_00004210-RA",5.11048443481628,0,6.19625041283153e-06,-7.08960904507129e-09,2.59865473399793e-12,-2.97448136400384e-16,0
"Dm_00004587-RA",5.57798130272129,0,4.2926457940502e-06,-5.17626402075139e-09,1.92934566539687e-12,-2.21757039314873e-16,0
"Dm_00004152-RA",4.85454924205972,0.00789049929850474,-2.28648400438459e-05,2.05465765272008e-08,-6.90166117646066e-12,7.56772781809933e-16,0
"Dm_00005080-RA",3.19164444089791,-0.0274315625492014,0.000188763965221116,-3.73854929870879e-07,2.848029930183e-10,-8.76576535695922e-14,9.14364419880919e-18
"Dm_00004788-RA",4.28974273052362,0,4.32182248292542e-05,-1.11536372353411e-07,9.29026596377373e-11,-2.97300372028031e-14,3.163176060625e-18
"Dm_00004918-RA",4.39013551510226,-0.000261415712172062,4.52797718204703e-08,0,0,0,0
"Dm_00004916-RA",7.58965087165997,0,-2.95169161839561e-06,3.59033842753643e-09,-1.32957343439255e-12,1.51473305169778e-16,0
"Dm_00004656-RA",3.74685906923402,0.0379764814791908,-0.000247821456661162,4.75955194733408e-07,-3.57176868219201e-10,1.09097226697629e-13,-1.13323995711844e-17
"Dm_00004650-RA",0,0.0357843443347489,0,-1.26788412242439e-07,1.33487994208613e-10,-4.62419523637383e-14,5.10115606115023e-18
"Dm_00005200-RA",5.62014044456962,0.0351483678653734,-0.000221833415479123,4.21027252163792e-07,-3.14048346146444e-10,9.56113542384586e-14,-9.91307507456988e-18
"Dm_00005205-RA",1.88155231560366,0,0.000108106215094412,-2.75958079399579e-07,2.28456225343164e-10,-7.28583882429764e-14,7.73635712679622e-18
"Dm_00004521-RA",3.12680358276787,0,0,5.42033382163824e-11,0,0,-4.9628302961521e-22
"Dm_00004529-RA",2.41072711160958,0,0.000112288002101857,-2.77378643837463e-07,2.27041600310795e-10,-7.20601618040315e-14,7.6334442132903e-18
"Dm_00004537-RA",3.38948947319734,0,0,1.95006642275285e-10,-4.00828934045824e-14,0,0
"Dm_00005169-RA",3.88806630189705,0.0040931734359254,0,-1.57092703768248e-08,1.67140070374163e-11,-5.82078613577523e-15,6.44071567436789e-19
"Dm_00005042-RA",5.56523428385293,0,4.54337362398556e-06,-5.36094041720339e-09,1.9952253751879e-12,-2.29964047859239e-16,0
"Dm_00017523-RA",5.28476564621938,0.0382911418487479,-0.00023932743041285,4.69364897287433e-07,-3.57848082817362e-10,1.10330797644394e-13,-1.15244583433103e-17
"Dm_00019668-RA",3.22578361818578,0.0276035138169316,-0.000194445373249283,3.85486617976891e-07,-2.93530639843378e-10,9.03096693150977e-14,-9.41801573181813e-18
"Dm_00019670-RA",0,0,8.29938701149811e-06,-1.05024241256256e-08,4.03697780712067e-12,-4.72382883279896e-16,0
"Dm_00019608-RA",3.00230982772798,0.0410292827756552,-0.000266013216376484,5.19099843868925e-07,-3.93652162542983e-10,1.20966942614066e-13,-1.26101168766853e-17
"Dm_00018695-RA",4.1562789148827,0.0264242909253422,-0.000172192923749515,3.27325789657593e-07,-2.43958195605326e-10,7.42161282977469e-14,-7.69077667923883e-18
"Dm_00019553-RA",0,0,1.16767834027594e-05,-1.64627544932853e-08,6.62125748221968e-12,-7.93787989197163e-16,0
"Dm_00019640-RA",4.00901269945623,-0.0149223683370219,0.000114824944820798,-2.36656554374774e-07,1.83549235534354e-10,-5.69952286339303e-14,5.97362292371476e-18
"Dm_00019600-RA",3.41495574164409,0.053027581244901,-0.000382295047232266,7.57054466993706e-07,-5.75479622776878e-10,1.76842004263671e-13,-1.84272810621188e-17
"Dm_00018399-RA",5.12956683047296,-0.0179158686472712,0.000158295627856787,-3.37792566572246e-07,2.65373806250809e-10,-8.28739358975249e-14,8.7112422372182e-18
"Dm_00018477-RA",4.02729563046875,0,5.01830187208485e-06,-6.23096262926862e-09,2.35855931218547e-12,-2.7380901360037e-16,0
"Dm_00018478-RA",4.83556155950318,-0.000157680773329858,0,0,0,0,0
"Dm_00019559-RA",2.8509593166087,0,0.000141210595695891,-3.64617029395299e-07,3.04381615433997e-10,-9.75634753373719e-14,1.0391520219948e-17
"Dm_00019366-RA",0,0.0128205856495014,-1.23504793829741e-05,4.31689959705996e-09,-4.84569149399153e-13,0,0
"Dm_00015928-RA",4.7579180857197,-0.00609319574541446,6.43594383931374e-06,-2.3007975287192e-09,2.56380362963804e-13,0,0
"Dm_00015266-RA",0,0,0.000166786459480648,-4.40223722201893e-07,3.73781210335614e-10,-1.21081199401634e-13,1.29806855099397e-17
"Dm_00013480-RA",3.91032087835953,0,0,0,5.85105713051379e-14,-1.25083430835904e-17,0
"Dm_00013481-RA",3.58981748460545,0,0,0,6.09574420152091e-14,-1.3023099785353e-17,0
"Dm_00015872-RA",4.35628275929948,0,2.50918972671394e-06,-2.9763279454333e-09,1.10319130333527e-12,-1.26750285562206e-16,0
"Dm_00015874-RA",4.69080292761613,-0.0398023845288988,0.000280353718912746,-5.5920953154e-07,4.27501792489608e-10,-1.31818605149945e-13,1.37640535531925e-17
"Dm_00015764-RA",5.68526275126534,-0.0101319346973065,8.49439822918267e-05,-1.75842435256027e-07,1.36064747950022e-10,-4.2161174465653e-14,4.41266503369698e-18
"Dm_00012385-RA",4.31523591963219,0.0190801373810426,-0.000125314417952873,2.4205085465363e-07,-1.81912274578014e-10,5.55753528873767e-14,-5.77229466058777e-18
"Dm_00015170-RA",2.45729232996377,-0.0140820010731541,9.00467371825388e-05,-1.71143912732574e-07,1.27836612332161e-10,-3.89607926187177e-14,4.04231507464521e-18
"Dm_00015619-RA",3.92625820815267,0,5.9225050805483e-06,-6.81789756785296e-09,2.4743630647178e-12,-2.8000683259897e-16,0
"Dm_00014378-RA",3.05606557608271,0,8.25864510284324e-05,-2.02103618285169e-07,1.63593063300379e-10,-5.1529945042651e-14,5.43226447847502e-18
"Dm_00015104-RA",4.32273720206916,0,-6.03238177391646e-06,7.51481829476875e-09,-2.84579270512042e-12,3.30138614937093e-16,0
"Dm_00015375-RA",2.9940012687716,0,0.000107962357229772,-2.72168261846339e-07,2.25093500734669e-10,-7.1838345061675e-14,7.63408124596166e-18
"Dm_00013873-RA",4.65959645986656,0,5.71719877516971e-05,-1.34446795296293e-07,1.06675641559928e-10,-3.32496752442714e-14,3.48443499986898e-18
"Dm_00014714-RA",0,0,8.28276444176901e-05,-2.13467057666435e-07,1.78463461671546e-10,-5.72877207007757e-14,6.10832282306182e-18
"Dm_00012925-RA",4.04577081611145,0.0508806721684407,-0.000337455594935473,6.58486650202369e-07,-4.98568694417173e-10,1.53010747031409e-13,-1.59367164687448e-17
"Dm_00014624-RA",4.28879270600065,0.00489074478801624,-3.05281900599521e-06,0,0,1.52706046285367e-16,-2.94799396821619e-20
"Dm_00012576-RA",2.15936449424126,0.0282592998793033,-0.000203867839564378,4.09483440943993e-07,-3.13923140430208e-10,9.69259816124394e-14,-1.01278690805339e-17
"Dm_00014767-RA",4.46637789966839,0,-7.94103742404322e-08,0,0,0,0
"Dm_00012363-RA",5.1058899663508,-0.000338420853414019,0,0,0,0,0
"Dm_00013018-RA",5.28206179358742,0,0,9.33273727210767e-09,-1.14449409984118e-11,4.26985927830291e-15,-4.90649132585103e-19
"Dm_00013111-RA",3.60259398482591,0.00208506355363875,0,0,-1.17368517572802e-12,6.31932474268366e-16,-8.43972124360894e-20
"Dm_00014782-RA",2.91965128980739,0.0496473318986052,-0.000334314876707864,6.42851478477976e-07,-4.81228181078265e-10,1.46664915098575e-13,-1.52113057910651e-17
"Dm_00014785-RA",2.48179398980586,0.0368551708015745,-0.000259558633956332,5.12700978089283e-07,-3.89317398909361e-10,1.19570187529815e-13,-1.24558450957299e-17
"Dm_00014784-RA",2.50265949763931,0.0307199431998584,-0.000212560676699613,4.17127569300119e-07,-3.16004706241669e-10,9.69639792476806e-14,-1.00966900776243e-17
"Dm_00013568-RA",5.07271775273106,0,1.65109463046224e-06,-2.05447520320437e-09,7.7894719175784e-13,-9.0362855859835e-17,0
"Dm_00014088-RA",3.87434815919436,0.00107492421639668,-1.38919849902653e-06,5.84778460765718e-10,-7.27649271208426e-14,0,0
"Dm_00012269-RA",4.31415680782162,-0.00128828578265066,0,0,1.01107336504614e-12,-5.46037891613563e-16,7.29757879300759e-20
"Dm_00014329-RA",3.51717788447297,-0.0242809946916448,0.000178574400252513,-3.5980848746825e-07,2.75790458862727e-10,-8.51032884938136e-14,8.8882419554134e-18
"Dm_00013570-RA",4.81032677514297,-0.0161385380621542,0.000127144646121945,-2.56782610624139e-07,1.96400090006525e-10,-6.04962742960276e-14,6.3107099374073e-18
"Dm_00014669-RA",2.27358839731818,0.0309437817037046,-0.00023832890301501,4.8182280971982e-07,-3.69054453857014e-10,1.13788932207298e-13,-1.18773690150343e-17
"Dm_00013547-RA",1.54002789630675,0.058902025249151,-0.000426711110220295,8.52327548646345e-07,-6.50881561403948e-10,2.00506731362879e-13,-2.09229911430417e-17
"Dm_00010400-RA",4.10993119974036,0.000254107921845488,0,0,0,0,0
"Dm_00013267-RA",2.89529478313986,-0.0197152943787395,0.00012808333017345,-2.51523586970078e-07,1.91718019648659e-10,-5.90940931154029e-14,6.17132640663381e-18
"Dm_00011448-RA",5.36124657439157,0,-4.36708373524704e-06,4.89481149847338e-09,-1.77168636868556e-12,2.01334814742605e-16,0
"Dm_00011694-RA",2.83562694701735,-0.0252173580500229,0.000223737503120776,-4.76249164106346e-07,3.73833442928226e-10,-1.16714871000644e-13,1.22673977135942e-17
"Dm_00013313-RA",2.73065870444608,0.0404305846358238,-0.000338274028285905,7.01511680055078e-07,-5.43167830117078e-10,1.68340834509471e-13,-1.76199098385963e-17
"Dm_00013234-RA",7.30560980434671,0,-5.52260257215214e-08,0,0,0,0
"Dm_00012470-RA",4.79822224431991,0,1.66088205274357e-06,-2.02183337085006e-09,7.5793154658308e-13,-8.74452165031661e-17,0
"Dm_00011211-RA",3.26570311430807,0,6.72977166604588e-06,-8.04086260949212e-09,3.05944899631817e-12,-3.59226059222414e-16,0
"Dm_00011212-RA",3.13902710144226,0.0260475021310471,-0.000208925548864166,4.28872098782191e-07,-3.30946165830327e-10,1.02427218820597e-13,-1.071377846916e-17
"Dm_00010478-RA",2.91063967057945,0,3.19090311109124e-06,-3.82719525324082e-09,1.43829050545325e-12,-1.66907244015774e-16,0
