"","LT_Time5_1","LT_Time5_2","LT_Time5_3","LT_Time5_4","LT_Time60_1","LT_Time60_2","LT_Time60_3","LT_Time60_4","LT_Time180_1","LT_Time180_2","LT_Time180_3","LT_Time180_4","LT_Time720_1","LT_Time720_2","LT_Time720_3","LT_Time720_4","LT_Time1440_1","LT_Time1440_2","LT_Time1440_3","LT_Time2880_1","LT_Time2880_2","LT_Time2880_3","LT_Time2880_4","LT_Time4320_1","LT_Time4320_2","LT_Time4320_3","LT_Time4320_4"
"Dm_00009192-RA",80.5164375720592,16.9730223010424,8.1328858764704,11.8636330174996,36.3491947955596,8.23737147523582,9.39956791493091,32.1553756300756,72.6417325968101,27.4199356364763,55.8293811779813,59.8047083888994,121.276929784646,380.673544900863,59.1722790662263,187.420288711147,18.9918292826471,260.268866944768,169.919776907526,329.51682130866,59.9827024904505,565.175682363572,416.560444399619,430.045532702367,236.990055611492,289.550551437476,297.956298864309
"Dm_00016139-RA",29.8142987082895,29.4342285473773,22.2524794120093,17.1363588030549,8.80572042934683,13.9005643644605,6.93410747822772,10.0648939980318,40.1360833465568,18.7100737284191,20.9564832574241,22.8420761207602,24.0432397240698,23.4661774253957,47.6427367682981,27.3661238707503,9.11607805567061,15.7284782901874,5.79930979206573,27.0745284041184,32.0730131568476,39.5355655325277,21.0454337254087,26.8392836048106,31.8535020983188,24.8865421140951,31.187052216071
"Dm_00015341-RA",41.1760390298662,78.2048116149295,84.0398207235275,103.21031179863,97.4772773109091,61.9051337256902,81.7358689452479,94.1132945270505,162.833463615118,85.2382570945064,125.017701819943,93.7795971004432,129.055624989492,508.433844216906,118.086334499168,219.598080141374,96.6304273901085,294.908967941014,206.45542859754,348.901523291658,66.9215755291916,673.988532994183,487.248751628384,390.056542618763,658.415710792502,439.855442171565,638.801991537766
"Dm_00016305-RA",190.293835806928,113.439946518359,94.4318415656841,124.732919364544,90.6170067438598,85.9775647727739,103.549338341534,100.126088344056,101.179556116985,136.562032385588,102.162855879942,111.926172991725,139.309359577699,174.692654166834,136.162941683796,103.062328889385,132.487001075746,132.194115153242,150.782054593709,156.173804087171,172.392445718056,197.537131699889,136.186566999959,180.471044928899,221.700374604299,226.598515038866,191.200620124682
"Dm_00015350-RA",59.5327315043337,59.9426990125421,48.5714017622538,55.9403251311265,49.3529912435485,68.4731503878978,57.0137725987612,54.7687088983808,28.5378235201754,42.4740179466986,44.6962494474747,39.6621503551381,39.2470530789963,44.3250018035251,50.5965864479326,25.7341990527697,39.8068741764283,39.1339519362996,33.0560658147747,33.347894741658,51.0392661294065,33.9077270225593,30.9593983729153,27.919024899257,30.5793620143861,33.7278136546288,39.8234666759061
"Dm_00016618-RA",33.6489351981016,34.5905897527573,32.8704137507345,41.1931701996513,26.4171612880405,30.117889456331,27.8905211902048,25.7504430858735,18.7708678769068,32.0436894889017,19.4829805283864,29.4870437195268,41.014938352825,57.361767039856,35.3509106820772,46.4470909732917,38.2875278338166,27.5248370078279,33.6359967939813,37.3100208495778,39.6286749101434,49.3842829249723,40.6994338160797,46.4288756611953,45.8690430215791,47.0442967156797,39.3436658725819
"Dm_00011011-RA",1972.72874218386,2818.59594389082,2180.96889587348,2464.09305500274,2168.95133384614,2060.11512238476,2315.68371517347,2129.18257576545,2597.38450551355,2398.54542865584,3718.13855293828,3160.09740368844,4256.71416232465,10364.2283628831,4550.63411661341,5776.38619225951,2476.68647309144,5358.73000222468,4167.38401657844,6863.72312761967,1971.56512607429,12741.4263865684,5249.35731625256,7104.85196621368,12499.3142233803,9328.85129326913,10422.9527510126
"Dm_00011170-RA",800.863830897268,1071.01919203413,965.215414089439,1271.71555040364,642.203238754224,937.515841025277,901.433972169603,734.345123129125,645.382115865357,1029.37664254113,1150.96935390384,1312.79641123133,1383.19343824355,1405.36329247647,1099.30850819171,1416.88734004201,938.500235831289,989.396181968455,1094.3297577628,1240.14547177889,992.258844539972,1893.6269626416,1643.45705182964,1689.33237953957,2020.78617311735,1996.81755015463,2226.99542862913
"Dm_00011173-RA",53.2960787173032,91.1212815860227,80.7671248554861,51.5015138830929,55.7511662722531,127.17600595259,131.462819132056,59.8889949722886,111.850718200666,69.5026549722684,99.2708611904177,116.574120171825,135.679537533474,139.339814934257,120.628550933125,370.111761430501,94.0057565832467,60.2013123870598,122.594509349374,160.302999845974,85.111754101662,134.046952941607,224.173872892602,1921.55388222372,234.333473536492,234.35591217943,451.883593582753
"Dm_00012261-RA",0,0.429696767114997,0,0.0823863403993026,7.16744686109625,0.772253575803358,18.0286794433921,1.43784199971883,0.610434727704287,5.80657460537145,2.94700545807526,2.07655237461456,0,0,0,0.142844889971401,11.8509014723718,2.80865683753346,24.9370321058827,0,0.925183071832142,0.140695962749209,0.347858408684442,0,0,0,0
"Dm_00012260-RA",1.82145233266077,7.51969342451245,3.16278895196071,2.38920387157978,1244.16638298829,495.529377807155,967.23094757412,1164.39059395412,77.6778191003705,158.282922576051,180.422223044385,198.933717488075,6.01080993101745,7.82205914179855,20.5816622839048,16.82137889303,536.785062844738,630.449838131678,482.502574699869,15.1881500803591,13.8777460774821,18.2904751573972,7.82681419539993,6.6326965230279,3.82242025179826,4.91181752251876,7.19701204986255
"Dm_00010496-RA",9.00798292458262,0.644545150672496,2.82391870710778,0.659090723194421,14.9492463102865,47.8797216998082,28.8150688539685,25.7504430858735,0.91565209155643,9.35503686420956,4.42050818711289,11.2133828229186,2.82861643812586,0,0.952854735365963,0.502130713224776,34.4891619772871,2.62141304836457,20.8775152514366,1.32070870263992,5.39690125235416,0,0.347858408684442,2.15948258889281,0,0.982363504503752,0.719701204986255
"Dm_00011719-RA",566.4716754575,204.965357913854,116.910234474262,87.1647481424622,61.0256904173338,40.6720216589769,49.3092087340638,60.12793817006,170.311289029496,78.3887571725146,59.1038316869538,118.778795827953,293.822532510324,490.182372886043,121.48897875916,205.999125100464,23.8537375790048,152.79093196182,65.5322006503428,1071.42493501664,109.788391190748,1178.75077591287,281.765311034398,707.693294131442,726.259847841669,770.063836030441,578.879669210611
"Dm_00010398-RA",124.52982000665,109.357827230767,109.568045835782,86.9999754616636,561.723049713915,385.869370043078,407.72551971979,635.526163875722,177.178679716169,120.432658481778,181.404558197077,205.37102984938,86.2728013628387,127.760299316043,120.154982129648,59.7535548737483,251.147950433725,329.736312726429,285.905972748841,93.4401407117744,162.215431927902,78.3676512513094,58.4402126589862,58.4602786564552,54.7880236091084,75.5328383462885,38.6239646675957
"Dm_00010752-RA",143.127806982239,174.456887448689,185.136110437986,193.360740917163,174.066566626623,171.697711686947,188.761814685088,166.136107422057,153.371725335702,200.75694052275,173.382154450094,192.911715601693,202.246075325999,359.814720522733,220.967013131367,222.694971315188,187.18346940977,215.892088911739,211.674807410399,260.839968771384,187.19537486737,294.758041959593,276.025647291104,348.447940593489,454.868009963993,320.032199467222,373.524925387866
"Dm_00009648-RA",17.9269255898718,22.3442318899798,16.1528150046565,11.9460193578989,14.2325016241768,15.9599072332694,14.7927626202191,16.8619652694299,34.4895621152922,28.0651105926287,35.0366204460058,17.8583504216852,36.7720136956362,65.1838261816546,20.2005203897584,96.7856949740755,27.1962995327507,52.0537733889535,33.6359967939813,133.391578966632,19.8914360443911,64.2980549763885,49.3958940331907,44.732139341351,63.7070041966376,87.7578064023352,62.3741044321421
"Dm_00011892-RA",72.570495569695,75.411782628682,55.6876769041654,94.2499734168022,88.9787331756092,86.7498183485773,129.744855481505,82.7412714383652,83.4769490135612,63.5497331810098,111.658762355963,113.587414891417,141.077244851527,229.447068159424,124.061686544648,194.450118696294,106.354243982824,197.354953784018,135.703849134338,190.182053180149,75.0940259970422,260.850314937033,221.237947923305,300.1680798561,214.055534100703,260.872086195996,261.25153741001
"Dm_00011074-RA",108.903676310665,135.784178408339,111.940137549752,92.2727012472189,177.855074253203,123.303154269936,211.413232447298,233.453255590711,464.23561041911,288.393205400115,442.471585601692,349.483764647631,105.365962320188,182.514713308633,132.637379162942,131.056116151666,153.60591523805,333.293944720638,259.229147705338,134.051933317952,123.974531625507,132.676292872504,73.2241950280749,64.1674826413862,96.8346463788892,110.02471250442,69.8110168836667
