"target_id","pval","qval","test_stat","rss","degrees_free","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq"
"Dm_00015177-RA",0.710831176644742,0.734274372105346,2.13562154351858,4.32366911113088,4,4.91363039403627,0.0919929598112953,0.0113786443698691,0.0806143154414261,0.118114760777804,0.118114760777804
"Dm_00004004-RA",0.71133718365011,0.734746159833691,2.13286466477066,104.516965965038,4,3.79949746166617,2.22376523329868,0.0663265274671786,2.1574387058315,0.23845693373182,2.1574387058315
"Dm_00008873-RA",0.711702647629902,0.735072724178331,2.13087365429351,88.8607594749991,4,3.54847144607166,1.89065445691487,0.275632673114408,1.61502178380047,0.28775073171759,1.61502178380047
"Dm_00012068-RA",0.712314681567805,0.735653892178886,2.12753962757544,23.1993583515775,4,2.05161232489247,0.493603369182501,0.179039187248658,0.314564181933843,0.710460751510518,0.710460751510518
"Dm_00000259-RA",0.712990920310114,0.736301283570235,2.1238562352008,19.3227197657016,4,4.21499206574392,0.411121697142588,0.0225862985483969,0.388535398594191,0.174046622428139,0.388535398594191
"Dm_00019253-RA",0.713306847841522,0.736576519910601,2.12213555158309,48.7194831153165,4,1.61906344965471,1.03658474713439,0.218568699286666,0.818016047847727,0.864431621930551,0.864431621930551
"Dm_00002676-RA",0.713517034770558,0.736742535590709,2.12099082617327,14.9037149187181,4,3.76382432408948,0.317100317419534,0.097656437632371,0.219443879787163,0.244808702869727,0.244808702869727
"Dm_00014921-RA",0.713735840500987,0.736917427010333,2.1197992005272,16.8025797871262,4,3.6516685444674,0.357501697598429,0.0621167248688193,0.29538497272961,0.266205947003824,0.29538497272961
"Dm_00005051-RA",0.714048022545737,0.737188696636964,2.11809911272745,38.9737177857034,4,2.42020097404222,0.82922803799369,0.141326416331487,0.687901621662203,0.590799416270291,0.687901621662203
"Dm_00004285-RA",0.714127994809869,0.737220210124659,2.11766361103233,11.020047275686,4,4.80948754075103,0.234469090972042,0.0134861561155474,0.220982934856495,0.122963192643449,0.220982934856495
"Dm_00004488-RA",0.714197480543053,0.737240894372109,2.11728521968945,27.5011010537517,4,2.33246404522631,0.585129809654291,0.262389179867891,0.322740629786401,0.618248437813301,0.618248437813301
"Dm_00004834-RA",0.714330923596766,0.737327592073122,2.11655855362463,46.2643216453042,4,2.06357230786974,0.984347269049026,0.129107111739475,0.85524015730955,0.706403019195758,0.85524015730955
"Dm_00012506-RA",0.71456985835212,0.737523158059658,2.11525746725056,75.502148220952,4,1.46915532339744,1.60642868555217,0.211636426842429,1.39479225870974,0.920793072383774,1.39479225870974
"Dm_00020644-RA",0.715049349534097,0.737966963325755,2.11264660255061,23.2515676333441,4,2.13994233558263,0.494714204964768,0.247776484638722,0.246937720326046,0.680762048742123,0.680762048742123
"Dm_00003972-RA",0.715248424717915,0.738121323743296,2.11156267716899,41.0319590096693,4,1.10231388823346,0.873020404461048,0.272126449597964,0.600893954863084,1.06408365904374,1.06408365904374
"Dm_00003104-RA",0.715348407267702,0.738173408357847,2.11101830349577,46.1366627101492,4,1.59746696936536,0.981631121492536,0.213929913703262,0.767701207789273,0.872463470912869,0.872463470912869
"Dm_00014543-RA",0.716626521429903,0.739441124506777,2.10406004600028,16.8118906076379,4,5.913923812841,0.357699800162509,0.00456818747477419,0.353131612687735,0.10297969810927,0.353131612687735
"Dm_00002491-RA",0.717118925293971,0.739897997038603,2.10137964437667,6.47596799754497,4,5.26917398138094,0.137786553139255,0.00920955021105932,0.128577002928195,0.107196375988002,0.128577002928195
"Dm_00018736-RA",0.717200521973911,0.739930979316936,2.1009354895078,5.87875735061619,4,5.32148797020061,0.125079943630132,0.00666498753665879,0.118414956093473,0.106220433389309,0.118414956093473
"Dm_00016102-RA",0.717976226047463,0.740680013433548,2.09671333657698,15.8178797364543,4,6.41153641898434,0.336550632690517,0.00226600764230055,0.334284625048216,0.110795918858581,0.334284625048216
"Dm_00006109-RA",0.718191306148035,0.740850631935311,2.095542730321,36.0821546843673,4,2.01156403913722,0.767705418816324,0.169409274189321,0.598296144627003,0.724130255005532,0.724130255005532
