Orthogroup	D_spatulata.proteins	D_muscipula.proteins
OG0000564	Ds_00013863-RA	Dm_00010940-RA
OG0000565	Ds_00005774-RA	Dm_00001284-RA, Dm_00003118-RA
OG0000565	Ds_00017740-RA	Dm_00002192-RA
OG0000566	Ds_00010689-RA	Dm_00008582-RA
OG0000566	Ds_00012366-RA	Dm_00019015-RA, Dm_00000920-RA
OG0000567	Ds_00014759-RA	Dm_00005101-RA, Dm_00007377-RA
OG0000567	Ds_00011005-RA	Dm_00009295-RA, Dm_00016605-RA
OG0000568	Ds_00014513-RA	Dm_00020793-RA, Dm_00005499-RA
OG0000569	Ds_00006814-RA	Dm_00004698-RA
OG0000570	Ds_00013045-RA	Dm_00011690-RA
OG0000570	Ds_00000628-RA, Ds_00002474-RA	Dm_00005882-RA
OG0000571	Ds_00012368-RA	Dm_00006817-RA, Dm_00000923-RA
OG0000572	Ds_00001508-RA	Dm_00007670-RA
OG0000573	Ds_00014420-RA	Dm_00010260-RA
OG0000573	Ds_00003711-RA	Dm_00001864-RA
OG0000573	Ds_00001514-RA	Dm_00003412-RA, Dm_00005427-RA
OG0000574	Ds_00008413-RA	Dm_00004624-RA
OG0000575	Ds_00017229-RA	Dm_00000876-RA, Dm_00004185-RA
OG0000576	Ds_00000803-RA	Dm_00016804-RA, Dm_00009570-RA
OG0000576	Ds_00017289-RA, Ds_00000190-RA	Dm_00014901-RA
OG0000578	Ds_00012817-RA, Ds_00017131-RA	Dm_00013803-RA, Dm_00009565-RA, Dm_00017020-RA, Dm_00010635-RA
OG0000579	Ds_00002838-RA	Dm_00003574-RA
OG0000580	Ds_00002870-RA	Dm_00003105-RA, Dm_00007577-RA
OG0000580	Ds_00006396-RA	Dm_00009428-RA
OG0000580	Ds_00012876-RA	Dm_00000106-RA
OG0000580	Ds_00014283-RA	Dm_00007734-RA
OG0000581	Ds_00003588-RA	Dm_00004368-RA, Dm_00021068-RA
OG0000582	Ds_00011444-RA	Dm_00006294-RA
OG0000583	Ds_00013497-RA, Ds_00015252-RA	Dm_00014955-RA
OG0000584	Ds_00009065-RA	Dm_00016630-RA
OG0000584	Ds_00013793-RA, Ds_00003797-RA	Dm_00005181-RA
OG0000585	Ds_00011402-RA	Dm_00002596-RA
OG0000585	Ds_00009042-RA, Ds_00009041-RA	Dm_00012756-RA
OG0000585	Ds_00009037-RA, Ds_00009032-RA, Ds_00009033-RA, Ds_00009038-RA, Ds_00014695-RA, Ds_00009035-RA, Ds_00009039-RA, Ds_00009034-RA	Dm_00015942-RA, Dm_00015227-RA, Dm_00020775-RA, Dm_00015943-RA, Dm_00003975-RA
OG0000586	Ds_00009017-RA	Dm_00012045-RA, Dm_00003956-RA
OG0000587	Ds_00017799-RA	Dm_00013676-RA
OG0000594	Ds_00017414-RA, Ds_00017413-RA	Dm_00006158-RA
OG0000594	Ds_00010319-RA, Ds_00010318-RA	Dm_00012059-RA, Dm_00017650-RA, Dm_00017649-RA, Dm_00017648-RA
OG0000595	Ds_00013929-RA	Dm_00002190-RA
OG0000596	Ds_00001670-RA	Dm_00001504-RA, Dm_00018434-RA
OG0000596	Ds_00005734-RA, Ds_00009351-RA	Dm_00008480-RA
OG0000597	Ds_00003043-RA	Dm_00000165-RA
OG0000597	Ds_00003865-RA	Dm_00003134-RA
OG0000597	Ds_00003866-RA	Dm_00003135-RA
OG0000599	Ds_00001824-RA	Dm_00004434-RA
OG0000599	Ds_00014544-RA	Dm_00010288-RA
OG0000600	Ds_00012309-RA	Dm_00003518-RA
OG0000600	Ds_00010849-RA, Ds_00011519-RA	Dm_00002293-RA
OG0000600	Ds_00014845-RA	Dm_00001334-RA, Dm_00005596-RA
OG0000601	Ds_00000504-RA	Dm_00001376-RA
OG0000602	Ds_00015165-RA, Ds_00008819-RA, Ds_00009275-RA, Ds_00009271-RA	Dm_00014056-RA
OG0000602	Ds_00015943-RA	Dm_00020568-RA
OG0000603	Ds_00003465-RA	Dm_00000665-RA
OG0000603	Ds_00002149-RA	Dm_00009123-RA
OG0000604	Ds_00015080-RA, Ds_00001764-RA	Dm_00009931-RA
OG0000604	Ds_00010664-RA	Dm_00018647-RA
OG0000605	Ds_00000820-RA	Dm_00012156-RA, Dm_00014219-RA
OG0000605	Ds_00013958-RA	Dm_00007380-RA
OG0000605	Ds_00015950-RA	Dm_00011158-RA
OG0000605	Ds_00014205-RA	Dm_00004086-RA
OG0000606	Ds_00007586-RA	Dm_00010207-RA
OG0000607	Ds_00006029-RA	Dm_00013076-RA
OG0000607	Ds_00005473-RA	Dm_00016922-RA
OG0000607	Ds_00005472-RA	Dm_00019531-RA
OG0000608	Ds_00002503-RA	Dm_00003388-RA, Dm_00001645-RA
OG0000609	Ds_00009763-RA	Dm_00012413-RA
OG0000611	Ds_00005934-RA, Ds_00012719-RA	Dm_00019279-RA
OG0000611	Ds_00009133-RA	Dm_00003178-RA
OG0000612	Ds_00005044-RA, Ds_00014650-RA	Dm_00020310-RA
OG0000613	Ds_00012370-RA	Dm_00018247-RA
OG0000614	Ds_00009304-RA	Dm_00003709-RA
OG0000621	Ds_00014165-RA	Dm_00014561-RA
OG0000621	Ds_00001884-RA	Dm_00012653-RA
OG0000622	Ds_00005247-RA	Dm_00008912-RA, Dm_00008911-RA, Dm_00008914-RA, Dm_00008913-RA
OG0000623	Ds_00006027-RA	Dm_00019422-RA, Dm_00008028-RA
OG0000623	Ds_00013695-RA	Dm_00006860-RA, Dm_00003384-RA
OG0000624	Ds_00005072-RA, Ds_00003220-RA	Dm_00018013-RA
OG0000624	Ds_00003680-RA	Dm_00001628-RA
OG0000626	Ds_00013990-RA, Ds_00015091-RA, Ds_00011172-RA, Ds_00016040-RA, Ds_00011817-RA, Ds_00013122-RA, Ds_00008710-RA, Ds_00005814-RA	Dm_00014544-RA
OG0000627	Ds_00014011-RA	Dm_00004524-RA
OG0000627	Ds_00001550-RA, Ds_00017273-RA	Dm_00009148-RA
OG0000627	Ds_00014402-RA, Ds_00000207-RA	Dm_00011408-RA
OG0000628	Ds_00008199-RA	Dm_00005130-RA
OG0000628	Ds_00006767-RA	Dm_00002656-RA
OG0000629	Ds_00004954-RA, Ds_00000272-RA	Dm_00012279-RA
OG0000629	Ds_00016566-RA, Ds_00001443-RA	Dm_00017919-RA
OG0000630	Ds_00000339-RA	Dm_00004959-RA
OG0000630	Ds_00000133-RA	Dm_00013446-RA
OG0000630	Ds_00004596-RA	Dm_00009980-RA
OG0000630	Ds_00011281-RA	Dm_00004960-RA
OG0000631	Ds_00000401-RA	Dm_00009131-RA, Dm_00016500-RA
OG0000632	Ds_00003318-RA	Dm_00012500-RA
OG0000632	Ds_00004274-RA	Dm_00015567-RA
OG0000633	Ds_00016504-RA, Ds_00015323-RA	Dm_00001744-RA
OG0000633	Ds_00006798-RA	Dm_00001090-RA
OG0000633	Ds_00005404-RA	Dm_00002213-RA
OG0000634	Ds_00011829-RA	Dm_00002749-RA
OG0000635	Ds_00014492-RA	Dm_00007916-RA, Dm_00005013-RA
OG0000635	Ds_00000332-RA	Dm_00004016-RA
OG0000635	Ds_00008892-RA	Dm_00009178-RA
OG0000635	Ds_00000330-RA	Dm_00004015-RA
OG0000636	Ds_00014511-RA, Ds_00001473-RA	Dm_00011729-RA
OG0000640	Ds_00012607-RA	Dm_00003682-RA
OG0000641	Ds_00004568-RA	Dm_00012748-RA
OG0000642	Ds_00006222-RA	Dm_00005870-RA
OG0000643	Ds_00006553-RA	Dm_00000939-RA
OG0000644	Ds_00012540-RA, Ds_00015015-RA	Dm_00002697-RA
OG0000645	Ds_00017578-RA	Dm_00018096-RA
OG0000645	Ds_00005843-RA	Dm_00018205-RA
OG0000646	Ds_00006173-RA	Dm_00002793-RA
OG0000646	Ds_00004541-RA	Dm_00019127-RA
OG0000647	Ds_00001288-RA, Ds_00016914-RA	Dm_00019551-RA, Dm_00014614-RA
OG0000647	Ds_00016386-RA	Dm_00002052-RA, Dm_00006253-RA
OG0000648	Ds_00008124-RA	Dm_00018167-RA
OG0000649	Ds_00016844-RA	Dm_00003275-RA, Dm_00001264-RA, Dm_00005091-RA, Dm_00006995-RA, Dm_00011784-RA, Dm_00011110-RA, Dm_00017548-RA
OG0000650	Ds_00002596-RA, Ds_00008147-RA	Dm_00020959-RA, Dm_00020778-RA, Dm_00019039-RA
OG0000650	Ds_00005938-RA, Ds_00012726-RA	Dm_00000368-RA
OG0000659	Ds_00010254-RA	Dm_00005135-RA
OG0000659	Ds_00007124-RA	Dm_00005459-RA
OG0000659	Ds_00015529-RA, Ds_00004017-RA	Dm_00001979-RA, Dm_00001225-RA
OG0000660	Ds_00012108-RA	Dm_00017087-RA, Dm_00009713-RA
OG0000660	Ds_00015503-RA, Ds_00015501-RA	Dm_00016766-RA, Dm_00009892-RA
OG0000661	Ds_00003067-RA	Dm_00005577-RA
OG0000662	Ds_00007133-RA	Dm_00017911-RA
OG0000662	Ds_00004667-RA	Dm_00020409-RA
OG0000662	Ds_00003061-RA	Dm_00006880-RA
OG0000663	Ds_00011017-RA	Dm_00014803-RA
OG0000664	Ds_00009136-RA, Ds_00010509-RA, Ds_00010508-RA, Ds_00008431-RA	Dm_00003170-RA
OG0000665	Ds_00007907-RA	Dm_00002436-RA
OG0000665	Ds_00009474-RA	Dm_00003934-RA
OG0000665	Ds_00006780-RA	Dm_00003213-RA
OG0000666	Ds_00000293-RA	Dm_00020921-RA, Dm_00006736-RA
OG0000666	Ds_00002525-RA, Ds_00000564-RA	Dm_00001664-RA, Dm_00002372-RA
OG0000667	Ds_00012362-RA	Dm_00010412-RA
OG0000667	Ds_00001039-RA	Dm_00018730-RA, Dm_00013759-RA, Dm_00000915-RA
OG0000668	Ds_00013341-RA	Dm_00019297-RA
OG0000669	Ds_00000371-RA	Dm_00007782-RA
OG0000670	Ds_00006187-RA, Ds_00006188-RA	Dm_00000536-RA, Dm_00000535-RA
OG0000670	Ds_00006289-RA	Dm_00013762-RA
OG0000672	Ds_00005268-RA	Dm_00004887-RA
OG0000672	Ds_00007998-RA	Dm_00004135-RA
OG0000673	Ds_00011316-RA	Dm_00015503-RA
OG0000674	Ds_00015108-RA	Dm_00015501-RA
OG0000675	Ds_00015827-RA, Ds_00004324-RA	Dm_00007001-RA
OG0000676	Ds_00013859-RA	Dm_00006218-RA, Dm_00002445-RA
OG0000677	Ds_00016678-RA, Ds_00004403-RA	Dm_00015266-RA
OG0000677	Ds_00007151-RA, Ds_00016467-RA	Dm_00014154-RA
OG0000678	Ds_00006990-RA	Dm_00010415-RA, Dm_00005229-RA
OG0000679	Ds_00002005-RA	Dm_00017715-RA
OG0000679	Ds_00015399-RA, Ds_00010285-RA	Dm_00005755-RA
OG0000680	Ds_00009983-RA	Dm_00004626-RA
OG0000680	Ds_00012377-RA	Dm_00012510-RA
OG0000684	Ds_00016916-RA	Dm_00008923-RA
OG0000684	Ds_00014724-RA	Dm_00004305-RA
OG0000684	Ds_00013253-RA	Dm_00006291-RA
OG0000685	Ds_00006226-RA, Ds_00007014-RA	Dm_00005876-RA, Dm_00004250-RA
OG0000686	Ds_00017157-RA	Dm_00007111-RA, Dm_00004321-RA
OG0000686	Ds_00008339-RA	Dm_00008594-RA
OG0000687	Ds_00002702-RA	Dm_00006667-RA
OG0000687	Ds_00013242-RA	Dm_00013570-RA
OG0000687	Ds_00007261-RA	Dm_00003606-RA
OG0000688	Ds_00006286-RA	Dm_00001830-RA
OG0000689	Ds_00011016-RA	Dm_00014804-RA
OG0000689	Ds_00016114-RA	Dm_00016547-RA
OG0000689	Ds_00013967-RA	Dm_00013314-RA
OG0000690	Ds_00006531-RA	Dm_00002823-RA
OG0000690	Ds_00013525-RA, Ds_00016956-RA, Ds_00011716-RA	Dm_00019984-RA, Dm_00020001-RA
OG0000691	Ds_00009049-RA	Dm_00006673-RA
OG0000692	Ds_00002716-RA	Dm_00020852-RA, Dm_00017236-RA
OG0000692	Ds_00017495-RA	Dm_00005425-RA
OG0000693	Ds_00010248-RA, Ds_00008131-RA, Ds_00004903-RA	Dm_00010746-RA
OG0000693	Ds_00007743-RA	Dm_00000355-RA
OG0000693	Ds_00013985-RA, Ds_00015602-RA	Dm_00012727-RA
OG0000693	Ds_00010189-RA	Dm_00007753-RA
OG0000694	Ds_00017420-RA	Dm_00002064-RA
OG0000695	Ds_00011234-RA	Dm_00016953-RA, Dm_00016924-RA
OG0000695	Ds_00000626-RA	Dm_00004588-RA
OG0000697	Ds_00008794-RA, Ds_00008792-RA	Dm_00011024-RA
OG0000698	Ds_00004290-RA	Dm_00015142-RA
OG0000699	Ds_00011912-RA	Dm_00019003-RA
OG0000700	Ds_00002328-RA	Dm_00011062-RA
OG0000700	Ds_00008222-RA	Dm_00008496-RA
OG0000700	Ds_00013300-RA	Dm_00019721-RA
OG0000701	Ds_00013166-RA	Dm_00019198-RA
OG0000701	Ds_00011296-RA, Ds_00000134-RA	Dm_00013447-RA
OG0000702	Ds_00017310-RA	Dm_00013438-RA
OG0000703	Ds_00004580-RA	Dm_00003343-RA
OG0000704	Ds_00015778-RA	Dm_00002259-RA
OG0000704	Ds_00009826-RA	Dm_00000726-RA
OG0000705	Ds_00009091-RA	Dm_00011087-RA
OG0000705	Ds_00015070-RA, Ds_00003299-RA, Ds_00015068-RA	Dm_00019930-RA
OG0000705	Ds_00011801-RA	Dm_00010273-RA
OG0000707	Ds_00004225-RA, Ds_00012191-RA	Dm_00002625-RA, Dm_00008458-RA
OG0000707	Ds_00011476-RA	Dm_00010335-RA, Dm_00016048-RA
OG0000708	Ds_00016430-RA, Ds_00016428-RA	Dm_00010998-RA
OG0000709	Ds_00006291-RA	Dm_00007301-RA
OG0000710	Ds_00002801-RA	Dm_00004176-RA
OG0000710	Ds_00004527-RA	Dm_00000172-RA
OG0000711	Ds_00016169-RA	Dm_00007612-RA
OG0000711	Ds_00017251-RA	Dm_00015407-RA
OG0000712	Ds_00001173-RA	Dm_00006577-RA
OG0000712	Ds_00013453-RA	Dm_00019293-RA, Dm_00012301-RA
OG0000712	Ds_00001876-RA	Dm_00018692-RA
OG0000713	Ds_00010003-RA	Dm_00010888-RA, Dm_00008722-RA
OG0000713	Ds_00012445-RA, Ds_00016166-RA	Dm_00012970-RA
OG0000714	Ds_00010536-RA	Dm_00002185-RA
OG0000714	Ds_00006879-RA	Dm_00007461-RA
OG0000715	Ds_00005325-RA	Dm_00018441-RA, Dm_00015712-RA
OG0000716	Ds_00014319-RA	Dm_00000037-RA
OG0000716	Ds_00015975-RA	Dm_00001585-RA
OG0000717	Ds_00017101-RA	Dm_00007852-RA
OG0000722	Ds_00017377-RA	Dm_00012618-RA
OG0000722	Ds_00013183-RA	Dm_00018773-RA, Dm_00015468-RA
OG0000723	Ds_00017734-RA, Ds_00017733-RA	Dm_00011545-RA
OG0000723	Ds_00008390-RA	Dm_00015998-RA
OG0000724	Ds_00006271-RA	Dm_00002782-RA
OG0000724	Ds_00006405-RA, Ds_00004618-RA	Dm_00004691-RA
OG0000725	Ds_00010226-RA, Ds_00000059-RA	Dm_00020012-RA
OG0000726	Ds_00001271-RA	Dm_00015681-RA, Dm_00011666-RA
OG0000726	Ds_00012555-RA	Dm_00002048-RA
OG0000728	Ds_00015760-RA	Dm_00002693-RA
OG0000729	Ds_00007469-RA	Dm_00000156-RA
OG0000730	Ds_00008205-RA	Dm_00011272-RA
OG0000731	Ds_00004500-RA	Dm_00008188-RA
OG0000731	Ds_00011758-RA, Ds_00002969-RA	Dm_00000864-RA
OG0000731	Ds_00015049-RA	Dm_00001239-RA
OG0000732	Ds_00008642-RA	Dm_00014579-RA, Dm_00014577-RA
OG0000733	Ds_00006098-RA	Dm_00018420-RA
OG0000734	Ds_00001228-RA	Dm_00003632-RA
OG0000734	Ds_00013128-RA	Dm_00015813-RA
OG0000734	Ds_00013129-RA	Dm_00013545-RA
OG0000735	Ds_00015116-RA, Ds_00012895-RA	Dm_00004992-RA
OG0000736	Ds_00000261-RA	Dm_00020806-RA
OG0000737	Ds_00015848-RA	Dm_00010951-RA
OG0000738	Ds_00002854-RA	Dm_00009276-RA
OG0000739	Ds_00009898-RA	Dm_00011816-RA
OG0000739	Ds_00001638-RA	Dm_00002919-RA
OG0000740	Ds_00017119-RA	Dm_00004165-RA
OG0000741	Ds_00011837-RA, Ds_00008056-RA	Dm_00008200-RA
OG0000742	Ds_00000758-RA, Ds_00002402-RA	Dm_00014227-RA
OG0000744	Ds_00011266-RA	Dm_00003468-RA
OG0000745	Ds_00005599-RA	Dm_00000189-RA
OG0000746	Ds_00008783-RA	Dm_00007435-RA, Dm_00012523-RA
OG0000746	Ds_00016980-RA	Dm_00004318-RA
OG0000746	Ds_00004850-RA, Ds_00002054-RA	Dm_00007116-RA
OG0000748	Ds_00017184-RA	Dm_00000284-RA
OG0000748	Ds_00017186-RA	Dm_00000974-RA
OG0000748	Ds_00009728-RA, Ds_00017185-RA	Dm_00000975-RA
OG0000749	Ds_00008468-RA, Ds_00006711-RA	Dm_00009676-RA, Dm_00011907-RA
OG0000749	Ds_00006301-RA	Dm_00002122-RA
OG0000749	Ds_00006905-RA	Dm_00000568-RA
OG0000750	Ds_00008002-RA, Ds_00017233-RA	Dm_00014298-RA
OG0000753	Ds_00000494-RA, Ds_00002956-RA	Dm_00000692-RA
OG0000753	Ds_00013849-RA	Dm_00002297-RA
OG0000754	Ds_00003209-RA	Dm_00018114-RA
OG0000754	Ds_00005094-RA	Dm_00013214-RA
OG0000755	Ds_00004668-RA	Dm_00018683-RA
OG0000756	Ds_00014092-RA	Dm_00019831-RA
OG0000757	Ds_00014740-RA	Dm_00006988-RA
OG0000758	Ds_00005322-RA	Dm_00010469-RA, Dm_00010466-RA
OG0000758	Ds_00016244-RA	Dm_00020067-RA
OG0000758	Ds_00016446-RA	Dm_00015297-RA
OG0000759	Ds_00009162-RA	Dm_00013469-RA
OG0000759	Ds_00014566-RA, Ds_00014933-RA	Dm_00005442-RA
OG0000761	Ds_00010083-RA	Dm_00010757-RA
OG0000761	Ds_00015512-RA	Dm_00003520-RA
OG0000761	Ds_00003229-RA	Dm_00012776-RA
OG0000762	Ds_00003256-RA	Dm_00020299-RA
OG0000763	Ds_00005525-RA	Dm_00021078-RA
OG0000763	Ds_00011034-RA	Dm_00015641-RA
OG0000764	Ds_00001089-RA	Dm_00011387-RA
OG0000764	Ds_00014673-RA	Dm_00015232-RA
OG0000765	Ds_00003191-RA	Dm_00018315-RA
OG0000765	Ds_00001496-RA	Dm_00011421-RA
OG0000766	Ds_00012690-RA	Dm_00001947-RA, Dm_00000389-RA
OG0000767	Ds_00001927-RA, Ds_00008013-RA	Dm_00014335-RA
OG0000767	Ds_00008828-RA, Ds_00001583-RA	Dm_00009919-RA
OG0000768	Ds_00013041-RA, Ds_00012210-RA	Dm_00007922-RA
OG0000769	Ds_00000554-RA	Dm_00015155-RA, Dm_00003403-RA
OG0000769	Ds_00002513-RA	Dm_00006471-RA
OG0000770	Ds_00009475-RA	Dm_00003215-RA
OG0000771	Ds_00009777-RA	Dm_00013239-RA
OG0000771	Ds_00011287-RA	Dm_00011045-RA
OG0000772	Ds_00005346-RA	Dm_00010388-RA
OG0000772	Ds_00009158-RA	Dm_00001990-RA
OG0000773	Ds_00010268-RA	Dm_00008998-RA, Dm_00009192-RA, Dm_00010557-RA
OG0000774	Ds_00016623-RA	Dm_00019922-RA, Dm_00017764-RA, Dm_00018249-RA, Dm_00006604-RA, Dm_00019020-RA, Dm_00016377-RA, Dm_00019321-RA, Dm_00011552-RA, Dm_00015822-RA, Dm_00021000-RA, Dm_00017766-RA, Dm_00004225-RA, Dm_00009359-RA, Dm_00016205-RA, Dm_00006603-RA, Dm_00014113-RA, Dm_00004272-RA, Dm_00016689-RA, Dm_00017732-RA, Dm_00018719-RA, Dm_00019552-RA, Dm_00006309-RA, Dm_00009304-RA, Dm_00004271-RA, Dm_00013423-RA, Dm_00019318-RA, Dm_00017383-RA, Dm_00014958-RA, Dm_00014584-RA, Dm_00018103-RA, Dm_00017765-RA, Dm_00018431-RA, Dm_00015563-RA, Dm_00008746-RA, Dm_00019006-RA, Dm_00016582-RA, Dm_00016595-RA
OG0000775	Ds_00001180-RA	Dm_00006897-RA
OG0000776	Ds_00007722-RA, Ds_00015227-RA	Dm_00002901-RA, Dm_00001468-RA
OG0000776	Ds_00001141-RA, Ds_00016323-RA	Dm_00017880-RA
OG0000777	Ds_00010720-RA	Dm_00012256-RA
OG0000777	Ds_00010719-RA	Dm_00012255-RA
OG0000778	Ds_00000189-RA	Dm_00011501-RA
OG0000778	Ds_00010457-RA	Dm_00015017-RA
OG0000778	Ds_00003305-RA	Dm_00012752-RA
OG0000779	Ds_00004956-RA	Dm_00006151-RA
OG0000779	Ds_00004942-RA	Dm_00001518-RA
OG0000780	Ds_00000198-RA	Dm_00012094-RA
OG0000780	Ds_00012948-RA	Dm_00007834-RA
OG0000781	Ds_00012576-RA	Dm_00002035-RA
OG0000781	Ds_00002820-RA	Dm_00006937-RA
OG0000782	Ds_00004798-RA	Dm_00009462-RA
OG0000783	Ds_00006282-RA	Dm_00000526-RA, Dm_00002796-RA, Dm_00002801-RA
OG0000785	Ds_00000846-RA	Dm_00001175-RA
OG0000785	Ds_00015845-RA	Dm_00007940-RA
OG0000785	Ds_00004605-RA	Dm_00009244-RA
OG0000786	Ds_00001984-RA	Dm_00010126-RA
OG0000786	Ds_00003844-RA	Dm_00006910-RA
OG0000787	Ds_00011917-RA	Dm_00017495-RA
OG0000788	Ds_00009711-RA	Dm_00001856-RA
OG0000789	Ds_00013160-RA	Dm_00007981-RA
OG0000789	Ds_00010574-RA	Dm_00002002-RA
OG0000791	Ds_00013569-RA	Dm_00009584-RA
OG0000791	Ds_00013028-RA, Ds_00000018-RA	Dm_00013295-RA
OG0000797	Ds_00006930-RA	Dm_00013155-RA
OG0000798	Ds_00010163-RA, Ds_00008354-RA	Dm_00003950-RA
OG0000799	Ds_00007098-RA	Dm_00014385-RA
OG0000799	Ds_00004637-RA	Dm_00016185-RA
OG0000800	Ds_00006678-RA, Ds_00016799-RA, Ds_00014951-RA	Dm_00002388-RA
OG0000802	Ds_00001642-RA	Dm_00019754-RA, Dm_00004770-RA
OG0000802	Ds_00010061-RA	Dm_00017546-RA
OG0000803	Ds_00006154-RA	Dm_00004042-RA
OG0000803	Ds_00004619-RA	Dm_00017189-RA
OG0000804	Ds_00013536-RA, Ds_00014367-RA	Dm_00015313-RA
OG0000804	Ds_00009395-RA, Ds_00001487-RA	Dm_00007288-RA
OG0000805	Ds_00000835-RA	Dm_00014685-RA, Dm_00007443-RA
OG0000806	Ds_00006201-RA	Dm_00002114-RA
OG0000807	Ds_00014018-RA	Dm_00012772-RA
OG0000807	Ds_00013807-RA	Dm_00013794-RA, Dm_00011736-RA
OG0000808	Ds_00004406-RA, Ds_00004405-RA, Ds_00001137-RA, Ds_00001136-RA, Ds_00001139-RA, Ds_00004682-RA, Ds_00004681-RA, Ds_00004684-RA, Ds_00003911-RA, Ds_00011634-RA, Ds_00011552-RA, Ds_00011553-RA, Ds_00015211-RA, Ds_00013570-RA, Ds_00002421-RA, Ds_00013571-RA, Ds_00001138-RA, Ds_00004683-RA	Dm_00016774-RA
OG0000809	Ds_00013006-RA, Ds_00008848-RA	Dm_00014314-RA
OG0000809	Ds_00015356-RA, Ds_00015363-RA, Ds_00015058-RA	Dm_00014017-RA, Dm_00000117-RA
OG0000810	Ds_00014507-RA	Dm_00011590-RA
OG0000811	Ds_00001599-RA	Dm_00019494-RA
OG0000811	Ds_00003607-RA	Dm_00014496-RA
OG0000811	Ds_00006302-RA	Dm_00002123-RA
OG0000811	Ds_00006208-RA	Dm_00016416-RA
OG0000812	Ds_00011270-RA	Dm_00009177-RA, Dm_00004019-RA
OG0000812	Ds_00001464-RA, Ds_00014494-RA	Dm_00009998-RA
OG0000813	Ds_00010942-RA	Dm_00015663-RA
OG0000813	Ds_00008931-RA, Ds_00001606-RA	Dm_00014295-RA
OG0000814	Ds_00015023-RA	Dm_00004206-RA
OG0000814	Ds_00017480-RA	Dm_00001422-RA
OG0000815	Ds_00001480-RA, Ds_00016598-RA	Dm_00017686-RA
OG0000815	Ds_00012188-RA	Dm_00016437-RA
OG0000816	Ds_00015318-RA	Dm_00013938-RA
OG0000817	Ds_00007863-RA, Ds_00015347-RA	Dm_00002738-RA
OG0000818	Ds_00008831-RA	Dm_00009236-RA
OG0000819	Ds_00016237-RA	Dm_00007270-RA, Dm_00011714-RA
OG0000819	Ds_00001749-RA	Dm_00012129-RA
OG0000819	Ds_00010675-RA	Dm_00000821-RA
OG0000820	Ds_00017222-RA	Dm_00001871-RA
OG0000821	Ds_00000461-RA	Dm_00020804-RA
OG0000821	Ds_00012775-RA	Dm_00012084-RA
OG0000822	Ds_00014525-RA	Dm_00007997-RA
OG0000822	Ds_00013906-RA	Dm_00017675-RA
OG0000823	Ds_00008871-RA	Dm_00012267-RA, Dm_00019613-RA, Dm_00020602-RA
OG0000824	Ds_00010033-RA	Dm_00007203-RA
OG0000824	Ds_00015970-RA, Ds_00014327-RA	Dm_00000052-RA
OG0000826	Ds_00007347-RA	Dm_00012404-RA
OG0000826	Ds_00015797-RA, Ds_00015580-RA	Dm_00000818-RA
OG0000827	Ds_00001105-RA, Ds_00007789-RA	Dm_00019619-RA, Dm_00018687-RA
OG0000828	Ds_00013662-RA	Dm_00006275-RA
OG0000835	Ds_00002471-RA	Dm_00020620-RA, Dm_00011922-RA
OG0000835	Ds_00006652-RA	Dm_00002210-RA
OG0000835	Ds_00012658-RA	Dm_00008846-RA, Dm_00004479-RA
OG0000838	Ds_00001643-RA	Dm_00009442-RA
OG0000839	Ds_00009379-RA, Ds_00012671-RA	Dm_00001271-RA
OG0000839	Ds_00009477-RA	Dm_00003222-RA, Dm_00003220-RA
OG0000840	Ds_00011689-RA	Dm_00008560-RA
OG0000841	Ds_00014776-RA	Dm_00019697-RA, Dm_00013373-RA
OG0000842	Ds_00015979-RA, Ds_00014310-RA	Dm_00000030-RA
OG0000843	Ds_00008155-RA	Dm_00011404-RA
OG0000843	Ds_00001589-RA, Ds_00008156-RA	Dm_00015956-RA
OG0000844	Ds_00003616-RA	Dm_00011896-RA, Dm_00011895-RA
OG0000845	Ds_00000075-RA	Dm_00013111-RA, Dm_00003372-RA
OG0000846	Ds_00014422-RA	Dm_00010071-RA, Dm_00005490-RA
OG0000847	Ds_00000515-RA	Dm_00003031-RA
OG0000847	Ds_00014468-RA	Dm_00015203-RA
OG0000848	Ds_00011867-RA, Ds_00006797-RA	Dm_00003356-RA
OG0000849	Ds_00000159-RA	Dm_00009859-RA
OG0000849	Ds_00016205-RA	Dm_00013318-RA
OG0000851	Ds_00013524-RA	Dm_00004082-RA
OG0000851	Ds_00008176-RA	Dm_00003967-RA
OG0000853	Ds_00001755-RA	Dm_00016831-RA
OG0000853	Ds_00010665-RA	Dm_00016832-RA
OG0000853	Ds_00015896-RA	Dm_00007751-RA
OG0000854	Ds_00002976-RA	Dm_00002125-RA
OG0000854	Ds_00012260-RA	Dm_00001776-RA
OG0000854	Ds_00004497-RA	Dm_00008181-RA
OG0000855	Ds_00010192-RA	Dm_00012723-RA
OG0000856	Ds_00007940-RA, Ds_00009827-RA	Dm_00000728-RA
OG0000857	Ds_00004218-RA, Ds_00002615-RA	Dm_00008462-RA, Dm_00018225-RA
OG0000858	Ds_00012129-RA	Dm_00003413-RA
OG0000859	Ds_00000670-RA	Dm_00002500-RA
OG0000859	Ds_00009626-RA	Dm_00002926-RA
OG0000859	Ds_00002595-RA	Dm_00008679-RA
OG0000860	Ds_00011841-RA	Dm_00014539-RA
OG0000861	Ds_00011903-RA	Dm_00015827-RA
OG0000862	Ds_00004755-RA	Dm_00012602-RA
