"","target_id","pval","qval","test_stat","rss","degrees_free","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq"
"1","Dm_00000118-RA",1.46909089882671e-06,0.0130004770256266,23.188027788492,4.05521585643295,1,7.47547429261834,0.579316550918993,0.000796030137464137,0.578520520781529,0.07879522297033,0.578520520781529
"2","Dm_00004725-RA",1.71668784175711e-06,0.0130004770256266,22.8885797403864,3.61081719412557,1,6.3896487508772,0.515831027732224,0.0022451730260643,0.51358585470616,0.0651540967884645,0.51358585470616
"3","Dm_00007129-RA",5.12924428180093e-06,0.0143123686090768,20.7884096665087,5.03411027027688,1,6.45940268235981,0.719158610039554,0.0021483314422365,0.717010278597317,0.0655905883775087,0.717010278597317
"4","Dm_00010333-RA",4.81991499337673e-06,0.0143123686090768,20.9075484825274,6.7281029864798,1,6.27239723628215,0.961157569497115,0.00259066233707693,0.958566907160038,0.064613049034662,0.958566907160038
"5","Dm_00012187-RA",5.66976176247595e-06,0.0143123686090768,20.5965695863826,12.375013185553,1,5.39355774509339,1.76785902650757,0.011058999417675,1.7568000270899,0.0719410593526155,1.7568000270899
"6","Dm_00012381-RA",3.18858575352738e-06,0.0143123686090768,21.6995951053172,4.88707063767057,1,5.53884411534983,0.698152948238653,0.00479178740259157,0.693361160836062,0.0687651627560426,0.693361160836062
"7","Dm_00002759-RA",8.89795777808517e-06,0.0192526383581254,19.7345183133049,7.68820810215721,1,5.88407974119765,1.09831544316532,0.00430575873150913,1.09400968443381,0.0651058415754125,1.09400968443381
"8","Dm_00008368-RA",1.07482886336265e-05,0.0203491974556133,19.3735963174906,7.23921886239675,1,5.36103689145903,1.03417412319953,0.0083552489861793,1.02581887421336,0.0727732484298904,1.02581887421336
"9","Dm_00001234-RA",1.84139547516235e-05,0.021026210648099,18.3466803477806,5.67496443566928,1,7.86265213015848,0.810709205095611,0.000520944632921624,0.81018826046269,0.0878430823204713,0.81018826046269
"10","Dm_00001247-RA",2.21104927670196e-05,0.021026210648099,17.9982776666209,3.73703936734426,1,5.00249790687066,0.533862766763466,0.00858462945357251,0.525278137309894,0.084461235456037,0.525278137309894
"11","Dm_00001366-RA",1.71594192335156e-05,0.021026210648099,18.4811375355709,4.94869887979064,1,6.17539749755227,0.706956982827235,0.00289236874968724,0.704064614077547,0.0643901469590618,0.704064614077547
"12","Dm_00006151-RA",2.77647044078952e-05,0.021026210648099,17.5650330407282,2.28605778633104,1,6.80000429042927,0.326579683761577,0.0013070648966639,0.325272618864913,0.0685631407350187,0.325272618864913
"13","Dm_00009307-RA",2.58729128263123e-05,0.021026210648099,17.699246067482,2.04641205966258,1,5.74744454446719,0.292344579951798,0.00404668883942142,0.288297891112376,0.0660226010225556,0.288297891112376
"14","Dm_00010528-RA",2.54333427569591e-05,0.021026210648099,17.7318426054971,2.47031043569258,1,6.04988272215208,0.352901490813227,0.00266280849051891,0.350238682322707,0.0644729893063926,0.350238682322707
"15","Dm_00010608-RA",1.59092639332755e-05,0.021026210648099,18.6253298810455,3.72503792200467,1,6.19275158223526,0.532148274572095,0.00265275033843606,0.529495524233659,0.064413121037559,0.529495524233659
"16","Dm_00013860-RA",2.70145950038889e-05,0.021026210648099,17.6171165578674,3.71246612989766,1,5.05175193440616,0.530352304271093,0.00826153046592608,0.522090773805168,0.0824500158672633,0.522090773805168
"17","Dm_00014261-RA",1.26952913726681e-05,0.021026210648099,19.0557763690198,5.67846308781999,1,5.30333474631797,0.811209012545714,0.0075502980158132,0.8036587145299,0.0743379297749926,0.8036587145299
"18","Dm_00016470-RA",2.15673684016396e-05,0.021026210648099,18.0456250276409,4.95381057309757,1,4.51167829583239,0.707687224728225,0.0147722052047837,0.692915019523441,0.108888023227739,0.692915019523441
"19","Dm_00018264-RA",2.45058690582698e-05,0.021026210648099,17.8025182284095,23.4261014958783,1,4.38147816875488,3.34658592798262,0.0548453108683821,3.29174061711424,0.1169140182753,3.29174061711424
"20","Dm_00019581-RA",2.27781502999853e-05,0.021026210648099,17.9416499443907,1.88253399446237,1,5.2157869346154,0.268933427780339,0.0064101247537677,0.262523303026571,0.0768850257371623,0.262523303026571
"21","Dm_00000603-RA",4.16337828437624e-05,0.0223789041042706,16.7954146745957,2.64605083479046,1,5.59152040446398,0.378007262112923,0.0048567476832867,0.373150514429636,0.0678716925802237,0.373150514429636
"22","Dm_00001819-RA",4.00518830331262e-05,0.0223789041042706,16.868928839705,2.69249792983469,1,5.59798927241654,0.384642561404956,0.00404135315051652,0.380601208254439,0.0677726432400355,0.380601208254439
"23","Dm_00002904-RA",4.72959339609589e-05,0.0223789041042706,16.5535271249178,1.3402841544669,1,6.37428250606232,0.191469164923843,0.00177728383274193,0.189691881091101,0.0650684870605642,0.189691881091101
"24","Dm_00003178-RA",4.9611367762413e-05,0.0223789041042706,16.4629030352418,1.62332403647647,1,5.6621896091572,0.231903433782353,0.00396545688670681,0.227937976895646,0.066902318305463,0.227937976895646
"25","Dm_00003242-RA",4.55912699731754e-05,0.0223789041042706,16.6231443418824,4.8912847139795,1,7.4680124507048,0.698754959139927,0.000769241516377753,0.69798571762355,0.078646047359244,0.69798571762355
