Orthogroup	A_vesiculosa.proteins	A_hypochondriacus.proteins
OG0005219	Av_00022259-RA, Av_00012165-RA, Av_00005827-RA	AH020625-RA
OG0005220	Av_00018103-RA, Av_00008032-RA	AH013335-RA
OG0005222	Av_00014328-RA, Av_00010071-RA	AH016187-RA, AH023307-RA
OG0005223	Av_00020584-RA	AH009879-RA
OG0005226	Av_00014915-RA	AH010936-RA, AH007693-RA
OG0005227	Av_00015546-RA, Av_00021416-RA	AH017221-RA
OG0005228	Av_00019716-RA	AH007575-RA
OG0005231	Av_00017170-RA, Av_00007327-RA, Av_00013275-RA	AH022692-RA
OG0005232	Av_00010630-RA	AH003400-RA
OG0005233	Av_00004996-RA	AH022968-RA
OG0005234	Av_00002357-RA	AH008028-RA
OG0005235	Av_00001891-RA, Av_00000413-RA, Av_00015351-RA	AH020856-RA, AH014535-RA, AH020857-RA
OG0005237	Av_00024755-RA	AH013181-RA
OG0005238	Av_00006697-RA, Av_00016758-RA, Av_00020341-RA	AH007740-RA, AH010765-RA
OG0005239	Av_00012040-RA, Av_00012039-RA	AH022014-RA
OG0005240	Av_00014068-RA, Av_00024030-RA, Av_00017550-RA	AH003012-RA
OG0005241	Av_00017738-RA	AH001282-RA, AH000262-RA
OG0005242	Av_00012676-RA, Av_00014480-RA	AH006780-RA
OG0005243	Av_00015750-RA, Av_00002475-RA	AH008170-RA
OG0005244	Av_00025110-RA	AH013792-RA, AH022681-RA
OG0005245	Av_00006503-RA	AH010874-RA
OG0005245	Av_00011887-RA, Av_00013690-RA	AH010093-RA
OG0005246	Av_00017437-RA	AH000319-RA
OG0005249	Av_00012450-RA, Av_00009341-RA	AH014610-RA
OG0005250	Av_00016380-RA, Av_00015894-RA	AH006306-RA, AH003446-RA
OG0005251	Av_00008420-RA	AH019272-RA
OG0005252	Av_00023053-RA	AH000206-RA, AH000207-RA
OG0005253	Av_00010943-RA	AH008803-RA
OG0005254	Av_00003510-RA, Av_00014726-RA, Av_00000701-RA	AH020480-RA, AH006645-RA
OG0005255	Av_00007810-RA	AH023298-RA, AH010815-RA
OG0005256	Av_00011194-RA, Av_00011195-RA	AH017174-RA
OG0005257	Av_00000173-RA	AH021450-RA
OG0005259	Av_00012057-RA	AH000412-RA
OG0005260	Av_00021847-RA	AH018888-RA
OG0005261	Av_00008368-RA, Av_00008366-RA	AH015723-RA
OG0005262	Av_00003405-RA, Av_00004825-RA	AH013129-RA, AH013094-RA
OG0005263	Av_00001174-RA, Av_00014371-RA	AH007937-RA
OG0005264	Av_00007466-RA	AH014953-RA
OG0005265	Av_00022345-RA	AH020335-RA
OG0005267	Av_00022209-RA, Av_00023566-RA, Av_00006728-RA	AH020478-RA, AH006637-RA
OG0005268	Av_00022206-RA, Av_00023536-RA	AH020509-RA, AH006587-RA
OG0005269	Av_00023961-RA, Av_00019364-RA, Av_00005156-RA, Av_00018366-RA	AH010710-RA, AH021933-RA
OG0005270	Av_00018368-RA, Av_00018369-RA	AH012829-RA
OG0005271	Av_00001359-RA	AH010679-RA
OG0005273	Av_00010313-RA	AH012439-RA
OG0005274	Av_00006386-RA	AH018854-RA
OG0005275	Av_00022315-RA	AH015795-RA
OG0005277	Av_00021933-RA	AH021346-RA
OG0005278	Av_00021791-RA	AH020549-RA
OG0005280	Av_00004107-RA, Av_00020778-RA	AH007328-RA, AH012719-RA
OG0005281	Av_00024492-RA	AH018669-RA, AH003158-RA, AH018100-RA
OG0005282	Av_00019392-RA, Av_00005348-RA	AH004855-RA
OG0005283	Av_00020418-RA, Av_00011596-RA	AH003358-RA, AH006397-RA
OG0005285	Av_00018292-RA, Av_00007277-RA	AH000856-RA, AH002228-RA
OG0005286	Av_00009639-RA, Av_00002224-RA	AH013030-RA
OG0005287	Av_00005043-RA, Av_00003828-RA, Av_00005665-RA, Av_00017245-RA	AH011122-RA, AH007469-RA
OG0005288	Av_00001417-RA	AH002646-RA
OG0005289	Av_00003244-RA, Av_00013937-RA	AH009628-RA
OG0005290	Av_00010830-RA	AH005164-RA
OG0005291	Av_00022264-RA, Av_00000015-RA	AH009486-RA
OG0005292	Av_00008596-RA	AH009526-RA
OG0005293	Av_00009447-RA	AH012003-RA
OG0005294	Av_00012877-RA	AH011741-RA
OG0005295	Av_00003661-RA	AH021602-RA
OG0005296	Av_00000139-RA	AH016595-RA
OG0005297	Av_00000608-RA, Av_00019235-RA	AH007049-RA
OG0005298	Av_00022307-RA	AH020162-RA
OG0005299	Av_00008631-RA, Av_00014666-RA	AH009698-RA
OG0005300	Av_00003252-RA	AH009560-RA
OG0005301	Av_00022470-RA	AH018096-RA
OG0005302	Av_00009357-RA, Av_00012464-RA	AH008648-RA
OG0005303	Av_00016800-RA	AH007605-RA
OG0005304	Av_00005203-RA	AH003500-RA
OG0005305	Av_00000542-RA	AH011792-RA
OG0005306	Av_00000601-RA	AH000817-RA
OG0005307	Av_00003424-RA	AH017802-RA
OG0005309	Av_00000410-RA, Av_00015353-RA	AH005578-RA, AH004005-RA
OG0005310	Av_00002124-RA	AH019886-RA
OG0005312	Av_00004984-RA	AH022907-RA
OG0005312	Av_00013220-RA	AH007011-RA
OG0005313	Av_00022358-RA, Av_00000497-RA	AH005965-RA
OG0005314	Av_00002632-RA	AH004930-RA
OG0005315	Av_00000484-RA	AH006461-RA
OG0005316	Av_00016625-RA	AH007405-RA
OG0005317	Av_00001363-RA	AH021256-RA
OG0005318	Av_00023063-RA, Av_00009710-RA	AH017822-RA, AH002588-RA
OG0005319	Av_00002724-RA, Av_00005249-RA	AH004008-RA
OG0005320	Av_00006412-RA, Av_00007558-RA, Av_00022489-RA, Av_00024383-RA	AH005032-RA
OG0005321	Av_00003906-RA, Av_00004985-RA	AH022906-RA
OG0005322	Av_00023651-RA	AH022774-RA
OG0005324	Av_00015421-RA	AH018985-RA
OG0005325	Av_00012394-RA, Av_00014986-RA, Av_00014978-RA, Av_00014989-RA, Av_00012398-RA, Av_00014980-RA, Av_00012391-RA	AH002227-RA
OG0005326	Av_00003166-RA, Av_00008666-RA	AH008696-RA
OG0005328	Av_00006274-RA, Av_00020906-RA	AH017558-RA
OG0005329	Av_00009179-RA, Av_00014776-RA	AH012378-RA, AH019548-RA
OG0005330	Av_00009117-RA	AH016518-RA
OG0005331	Av_00009226-RA, Av_00017616-RA, Av_00013049-RA	AH019772-RA, AH019769-RA, AH007330-RA
OG0005332	Av_00005234-RA	AH005541-RA
OG0005333	Av_00008464-RA	AH009294-RA, AH001199-RA, AH009295-RA
OG0005334	Av_00013754-RA, Av_00024881-RA	AH017460-RA, AH002907-RA
OG0005335	Av_00019762-RA, Av_00022119-RA	AH001097-RA
OG0005336	Av_00021519-RA	AH018447-RA
OG0005337	Av_00010810-RA, Av_00006333-RA	AH014922-RA
OG0005338	Av_00012417-RA, Av_00009300-RA	AH002783-RA, AH017640-RA
OG0005339	Av_00009253-RA, Av_00015020-RA, Av_00013807-RA	AH002982-RA
OG0005341	Av_00023768-RA	AH003242-RA
OG0005342	Av_00023102-RA	AH004424-RA
OG0005343	Av_00019460-RA	AH018767-RA
OG0005344	Av_00001003-RA	AH021028-RA, AH014270-RA
OG0005345	Av_00007624-RA, Av_00006359-RA	AH004129-RA
OG0005346	Av_00024055-RA, Av_00022519-RA	AH006656-RA
OG0005347	Av_00020324-RA	AH007850-RA, AH010708-RA
OG0005348	Av_00019470-RA, Av_00010841-RA, Av_00022523-RA	AH005226-RA, AH004578-RA
OG0005350	Av_00011729-RA, Av_00024450-RA	AH018397-RA, AH011506-RA
OG0005351	Av_00017611-RA	AH007318-RA
OG0005352	Av_00007645-RA	AH017856-RA
OG0005353	Av_00023104-RA	AH004433-RA, AH004432-RA
OG0005355	Av_00012222-RA, Av_00024877-RA	AH005230-RA
OG0005356	Av_00019615-RA, Av_00021982-RA	AH018336-RA
OG0005357	Av_00001481-RA	AH013008-RA
OG0005358	Av_00009549-RA	AH021216-RA
OG0005360	Av_00015920-RA	AH017510-RA
OG0005361	Av_00009104-RA, Av_00015589-RA	AH022773-RA
OG0005362	Av_00015475-RA, Av_00025042-RA, Av_00025043-RA	AH004820-RA
OG0005363	Av_00024554-RA	AH003248-RA
OG0005367	Av_00003099-RA, Av_00003100-RA	AH014507-RA, AH009431-RA
OG0005369	Av_00024763-RA, Av_00021768-RA, Av_00003275-RA, Av_00024762-RA	AH009475-RA
OG0005370	Av_00014954-RA	AH009092-RA, AH000840-RA
OG0005371	Av_00005172-RA	AH003526-RA, AH005944-RA
OG0005395	Av_00022350-RA	AH022397-RA
OG0005396	Av_00002256-RA	AH017290-RA
OG0005399	Av_00004932-RA	AH020617-RA
OG0005400	Av_00001166-RA, Av_00014361-RA	AH013310-RA, AH022227-RA
OG0005401	Av_00018496-RA	AH020392-RA
OG0005402	Av_00014499-RA	AH020454-RA
OG0005402	Av_00000693-RA	AH020453-RA
OG0005403	Av_00006655-RA	AH010407-RA
OG0005404	Av_00003408-RA	AH022372-RA, AH013564-RA
OG0005405	Av_00016624-RA	AH007407-RA
OG0005406	Av_00019376-RA, Av_00019922-RA	AH006151-RA
OG0005407	Av_00022603-RA, Av_00000645-RA	AH021045-RA
OG0005408	Av_00013555-RA	AH000483-RA
OG0005409	Av_00014400-RA, Av_00016558-RA, Av_00006529-RA	AH007702-RA
OG0005410	Av_00013207-RA	AH020251-RA
OG0005411	Av_00005844-RA	AH014023-RA
OG0005412	Av_00003987-RA	AH006132-RA
OG0005413	Av_00012722-RA, Av_00012723-RA	AH000198-RA
OG0005414	Av_00002652-RA	AH002703-RA
OG0005416	Av_00023131-RA	AH012446-RA, AH009007-RA
OG0005417	Av_00022703-RA	AH007611-RA
OG0005418	Av_00007349-RA	AH013821-RA, AH018805-RA
OG0005419	Av_00010172-RA	AH022252-RA
OG0005420	Av_00022193-RA	AH006520-RA
OG0005421	Av_00006625-RA	AH010620-RA, AH010619-RA
OG0005422	Av_00006124-RA	AH022490-RA
OG0005423	Av_00018039-RA	AH020085-RA
OG0005424	Av_00001569-RA, Av_00013559-RA	AH020007-RA
OG0005425	Av_00005411-RA	AH012440-RA
OG0005426	Av_00005408-RA, Av_00022704-RA	AH021737-RA
OG0005427	Av_00012041-RA	AH019268-RA
OG0005428	Av_00008481-RA	AH013273-RA
OG0005429	Av_00016536-RA, Av_00006551-RA	AH011053-RA, AH007513-RA
OG0005430	Av_00023297-RA	AH020841-RA
OG0005431	Av_00024574-RA, Av_00019496-RA	AH001557-RA, AH023067-RA, AH000521-RA
OG0005432	Av_00023065-RA	AH013244-RA
OG0005433	Av_00009594-RA	AH011805-RA
OG0005434	Av_00013528-RA, Av_00001555-RA	AH020082-RA
OG0005436	Av_00015751-RA, Av_00020492-RA	AH018867-RA
OG0005437	Av_00016272-RA	AH010437-RA
OG0005438	Av_00002938-RA, Av_00012612-RA, Av_00022177-RA, Av_00022229-RA	AH021796-RA
OG0005439	Av_00013913-RA	AH009246-RA
OG0005441	Av_00014380-RA, Av_00014376-RA, Av_00014379-RA	AH003057-RA
OG0005442	Av_00006110-RA	AH013225-RA
OG0005443	Av_00005701-RA, Av_00017265-RA	AH023087-RA
OG0005444	Av_00004793-RA, Av_00003435-RA, Av_00001438-RA, Av_00017088-RA	AH017718-RA
OG0005445	Av_00012052-RA	AH023272-RA, AH016236-RA
OG0005447	Av_00002924-RA, Av_00022215-RA, Av_00020951-RA	AH012652-RA
OG0005448	Av_00017257-RA, Av_00021384-RA	AH023109-RA, AH016388-RA
OG0005449	Av_00017885-RA	AH011831-RA, AH020143-RA
OG0005450	Av_00011858-RA	AH007714-RA
OG0005453	Av_00000676-RA	AH006864-RA
OG0005454	Av_00006689-RA	AH010744-RA
OG0005455	Av_00012596-RA, Av_00023820-RA, Av_00020024-RA, Av_00012597-RA, Av_00002913-RA	AH012679-RA, AH021863-RA
OG0005456	Av_00022331-RA, Av_00024709-RA, Av_00024953-RA, Av_00023695-RA, Av_00024332-RA, Av_00019577-RA, Av_00018538-RA, Av_00024990-RA	AH015425-RA
OG0005457	Av_00015669-RA	AH019160-RA
OG0005458	Av_00019629-RA	AH021884-RA
OG0005459	Av_00012622-RA	AH021776-RA
OG0005460	Av_00019202-RA, Av_00000569-RA	AH007186-RA
OG0005461	Av_00014719-RA, Av_00008697-RA	AH017025-RA
OG0005462	Av_00014061-RA, Av_00020518-RA	AH018872-RA, AH018871-RA
OG0005463	Av_00009533-RA	AH020055-RA
OG0005464	Av_00000850-RA, Av_00020968-RA	AH017705-RA
OG0005466	Av_00009705-RA, Av_00002319-RA	AH017792-RA, AH002599-RA
OG0005467	Av_00013352-RA	AH022504-RA, AH013642-RA
OG0005469	Av_00019445-RA, Av_00004057-RA, Av_00012118-RA	AH023712-RA, AH016786-RA
OG0005470	Av_00017619-RA	AH019757-RA
OG0005471	Av_00010131-RA, Av_00014285-RA	AH001119-RA, AH000065-RA
OG0005472	Av_00002645-RA	AH019313-RA, AH015629-RA
OG0005473	Av_00022823-RA	AH016159-RA
OG0005475	Av_00001936-RA, Av_00016310-RA, Av_00011699-RA	AH006424-RA
OG0005476	Av_00010916-RA, Av_00011465-RA	AH008984-RA
OG0005477	Av_00019252-RA	AH005934-RA, AH003623-RA
OG0005479	Av_00012366-RA, Av_00004528-RA	AH001638-RA, AH000958-RA
OG0005480	Av_00013557-RA	AH011754-RA
OG0005481	Av_00007694-RA, Av_00000332-RA	AH021252-RA
OG0005482	Av_00003176-RA	AH008832-RA
OG0005483	Av_00015714-RA	AH007599-RA
OG0005484	Av_00003618-RA	AH001028-RA
OG0005484	Av_00011794-RA	AH003296-RA
OG0005485	Av_00015273-RA	AH008721-RA
OG0005486	Av_00010688-RA	AH018297-RA
OG0005487	Av_00021769-RA	AH009466-RA
OG0005488	Av_00018733-RA, Av_00008850-RA	AH000665-RA
OG0005488	Av_00011408-RA, Av_00015940-RA	AH000664-RA
OG0005490	Av_00021961-RA, Av_00021149-RA, Av_00013022-RA, Av_00024018-RA	AH011957-RA
OG0005491	Av_00007269-RA	AH002255-RA
OG0005492	Av_00017925-RA, Av_00001985-RA	AH005686-RA, AH010248-RA, AH003894-RA
OG0005492	Av_00009281-RA	AH005687-RA, AH003895-RA
OG0005493	Av_00002329-RA, Av_00002328-RA	AH011661-RA
OG0005494	Av_00018551-RA	AH003174-RA
OG0005495	Av_00015369-RA, Av_00024392-RA	AH005609-RA
OG0005496	Av_00014028-RA, Av_00003146-RA, Av_00010977-RA	AH023627-RA
OG0005497	Av_00020137-RA	AH005271-RA
OG0005498	Av_00002130-RA, Av_00023900-RA	AH007109-RA
OG0005499	Av_00009755-RA, Av_00008809-RA	AH017891-RA
OG0005500	Av_00010211-RA, Av_00019104-RA, Av_00024794-RA, Av_00006879-RA	AH016682-RA
OG0005501	Av_00011470-RA	AH015824-RA
OG0005502	Av_00007740-RA	AH003955-RA
OG0005503	Av_00020169-RA, Av_00003378-RA	AH013471-RA
OG0005504	Av_00019745-RA, Av_00022714-RA	AH000009-RA
OG0005506	Av_00010920-RA, Av_00015245-RA, Av_00011469-RA, Av_00000069-RA, Av_00008651-RA, Av_00014685-RA	AH023595-RA
OG0005507	Av_00010710-RA, Av_00018572-RA	AH018749-RA
OG0005508	Av_00010205-RA	AH005919-RA
OG0005510	Av_00009008-RA, Av_00012103-RA, Av_00019422-RA	AH023755-RA, AH023756-RA
OG0005511	Av_00020443-RA	AH005700-RA
OG0005512	Av_00017766-RA, Av_00007181-RA, Av_00008808-RA, Av_00009756-RA	AH001692-RA
OG0005514	Av_00004930-RA, Av_00003983-RA	AH001318-RA
OG0005516	Av_00003709-RA	AH014898-RA
OG0005517	Av_00004828-RA	AH001263-RA
OG0005519	Av_00008552-RA	AH000428-RA
OG0005520	Av_00003150-RA, Av_00014032-RA	AH008788-RA
OG0005521	Av_00019475-RA	AH004992-RA
OG0005522	Av_00003268-RA	AH009506-RA, AH007979-RA
OG0005523	Av_00006430-RA, Av_00007535-RA	AH011089-RA
OG0005525	Av_00005899-RA	AH015263-RA
OG0005526	Av_00008226-RA	AH009312-RA
OG0005527	Av_00008463-RA	AH000411-RA
OG0005528	Av_00021839-RA, Av_00011634-RA	AH007905-RA
OG0005529	Av_00006197-RA	AH014936-RA
OG0005530	Av_00016865-RA, Av_00011053-RA	AH020806-RA, AH005293-RA
OG0005531	Av_00019134-RA, Av_00012752-RA, Av_00008974-RA	AH001172-RA
OG0005532	Av_00018604-RA	AH014916-RA, AH004563-RA
OG0005533	Av_00014096-RA, Av_00005893-RA	AH016015-RA
OG0005534	Av_00019124-RA, Av_00010189-RA	AH001320-RA
OG0005534	Av_00005977-RA, Av_00005599-RA	AH021477-RA, AH014946-RA
OG0005535	Av_00010761-RA, Av_00019491-RA	AH011717-RA, AH020032-RA
OG0005536	Av_00002403-RA	AH008135-RA
OG0005537	Av_00022839-RA	AH005114-RA, AH005115-RA
OG0005538	Av_00018830-RA, Av_00018649-RA	AH019037-RA
OG0005539	Av_00024610-RA	AH009105-RA
OG0005541	Av_00007650-RA, Av_00006332-RA	AH001512-RA
OG0005543	Av_00012798-RA	AH015368-RA, AH015367-RA
OG0005544	Av_00009801-RA	AH014308-RA
OG0005545	Av_00019453-RA	AH020824-RA
OG0005546	Av_00001992-RA	AH022591-RA
OG0005547	Av_00021037-RA	AH023008-RA
OG0005548	Av_00009937-RA, Av_00015058-RA	AH019699-RA
OG0005549	Av_00006799-RA, Av_00006798-RA, Av_00008003-RA, Av_00006800-RA	AH002134-RA
OG0005550	Av_00018219-RA, Av_00001026-RA	AH017101-RA
OG0005551	Av_00014605-RA, Av_00008560-RA	AH003253-RA
OG0005552	Av_00007130-RA	AH017051-RA
OG0005553	Av_00022342-RA, Av_00014470-RA, Av_00013186-RA, Av_00021877-RA	AH006824-RA, AH020352-RA
OG0005554	Av_00018152-RA	AH000989-RA
OG0005556	Av_00007887-RA, Av_00000177-RA	AH007532-RA
OG0005557	Av_00018153-RA	AH003363-RA, AH003364-RA, AH018571-RA
OG0005558	Av_00010357-RA	AH003188-RA
OG0005559	Av_00017830-RA	AH017395-RA
OG0005560	Av_00004494-RA, Av_00012320-RA	AH021031-RA
OG0005562	Av_00013915-RA, Av_00013918-RA	AH009697-RA
OG0005563	Av_00016830-RA	AH013189-RA
OG0005564	Av_00021260-RA, Av_00001085-RA	AH010858-RA
OG0005565	Av_00024069-RA, Av_00004136-RA	AH002116-RA
OG0005567	Av_00004636-RA, Av_00004247-RA	AH014529-RA
OG0005568	Av_00017956-RA, Av_00008333-RA	AH016996-RA
OG0005569	Av_00019885-RA	AH013390-RA
OG0005570	Av_00016878-RA	AH022422-RA, AH012085-RA
OG0005571	Av_00018645-RA	AH013488-RA
OG0005572	Av_00010500-RA	AH018982-RA
OG0005573	Av_00008739-RA	AH014295-RA
OG0005574	Av_00011442-RA, Av_00010882-RA, Av_00015220-RA, Av_00003223-RA, Av_00013914-RA	AH009253-RA
OG0005575	Av_00003629-RA, Av_00007510-RA	AH016032-RA
OG0005576	Av_00005434-RA, Av_00018588-RA, Av_00006048-RA	AH018324-RA, AH011406-RA
OG0005577	Av_00024163-RA	AH011321-RA, AH015434-RA, AH018090-RA
OG0005578	Av_00001089-RA	AH017059-RA
OG0005579	Av_00019798-RA	AH020424-RA
OG0005580	Av_00005952-RA, Av_00005619-RA	AH010189-RA, AH015019-RA, AH021512-RA
OG0005581	Av_00004511-RA	AH014589-RA
OG0005583	Av_00017595-RA, Av_00013071-RA	AH022249-RA, AH013486-RA
OG0005584	Av_00012934-RA	AH012413-RA, AH012412-RA
OG0005585	Av_00014563-RA, Av_00010402-RA	AH003151-RA, AH018697-RA
OG0005586	Av_00023411-RA	AH023331-RA, AH023325-RA, AH023330-RA
OG0005587	Av_00011961-RA, Av_00019836-RA	AH021333-RA, AH014751-RA
OG0005589	Av_00004662-RA, Av_00020201-RA	AH019254-RA
OG0005590	Av_00020285-RA, Av_00000698-RA	AH020446-RA, AH006680-RA
OG0005591	Av_00007090-RA	AH019003-RA
OG0005592	Av_00010745-RA, Av_00022377-RA	AH013445-RA, AH022299-RA
OG0005593	Av_00005536-RA, Av_00006055-RA	AH011398-RA
OG0005595	Av_00013069-RA, Av_00017599-RA, Av_00017598-RA	AH022250-RA
OG0005596	Av_00003030-RA, Av_00005456-RA, Av_00010390-RA	AH018738-RA
OG0005597	Av_00009821-RA, Av_00011020-RA	AH014380-RA, AH020993-RA
OG0005598	Av_00010356-RA, Av_00014527-RA	AH003190-RA, AH018602-RA
OG0005599	Av_00014694-RA, Av_00000074-RA, Av_00011476-RA	AH011344-RA
OG0005601	Av_00006060-RA	AH018209-RA, AH011388-RA
OG0005603	Av_00005867-RA, Av_00004043-RA, Av_00004891-RA, Av_00021626-RA	AH014171-RA
OG0005604	Av_00007126-RA	AH016021-RA
OG0005605	Av_00020133-RA, Av_00004121-RA	AH000358-RA, AH001517-RA
OG0005608	Av_00019973-RA	AH021897-RA
OG0005609	Av_00018130-RA	AH002126-RA
OG0005610	Av_00004908-RA, Av_00012148-RA, Av_00005840-RA	AH014017-RA
OG0005611	Av_00018652-RA	AH001501-RA, AH001499-RA
OG0005612	Av_00003136-RA, Av_00014019-RA	AH012933-RA, AH004208-RA
OG0005613	Av_00007056-RA, Av_00011930-RA	AH016832-RA
OG0005614	Av_00017073-RA, Av_00020715-RA	AH003068-RA, AH018799-RA
OG0005615	Av_00018717-RA	AH009317-RA
OG0005617	Av_00022291-RA, Av_00018077-RA	AH008226-RA
OG0005618	Av_00021306-RA, Av_00003045-RA	AH013051-RA
OG0005619	Av_00024097-RA	AH002880-RA, AH001143-RA
OG0005620	Av_00022452-RA, Av_00010731-RA	AH013165-RA
OG0005621	Av_00013128-RA, Av_00023564-RA, Av_00020593-RA, Av_00006725-RA	AH020481-RA, AH006646-RA, AH006647-RA
OG0005622	Av_00002911-RA	AH012685-RA
OG0005623	Av_00000867-RA	AH021267-RA
OG0005624	Av_00015210-RA	AH006290-RA, AH011827-RA
OG0005625	Av_00010314-RA, Av_00002971-RA	AH021705-RA
OG0005626	Av_00002840-RA, Av_00016393-RA	AH020413-RA, AH019110-RA
OG0005627	Av_00009061-RA, Av_00015563-RA	AH020671-RA
OG0005628	Av_00019472-RA	AH015766-RA
OG0005629	Av_00004994-RA	AH016464-RA, AH022955-RA
OG0005630	Av_00010293-RA, Av_00005071-RA, Av_00024240-RA	AH012552-RA, AH021770-RA
OG0005631	Av_00023498-RA	AH009780-RA
OG0005632	Av_00005640-RA	AH015122-RA
OG0005633	Av_00013301-RA	AH022704-RA
OG0005634	Av_00012708-RA, Av_00018506-RA	AH000176-RA, AH001248-RA
OG0005635	Av_00020037-RA, Av_00000869-RA	AH000133-RA, AH021270-RA, AH014685-RA
OG0005636	Av_00015652-RA, Av_00005073-RA	AH012501-RA, AH021740-RA
OG0005637	Av_00004428-RA, Av_00012281-RA	AH001828-RA
OG0005638	Av_00007020-RA	AH010591-RA
OG0005639	Av_00006169-RA	AH022672-RA, AH011514-RA, AH011516-RA, AH011515-RA
OG0005640	Av_00008971-RA, Av_00005594-RA, Av_00005983-RA	AH021461-RA
OG0005641	Av_00023923-RA, Av_00021431-RA	AH000340-RA
OG0005642	Av_00019260-RA, Av_00014087-RA, Av_00014039-RA	AH019084-RA
OG0005643	Av_00002790-RA	AH019097-RA
OG0005645	Av_00017167-RA	AH000757-RA, AH006979-RA
OG0005646	Av_00016562-RA	AH003093-RA
OG0005647	Av_00019334-RA	AH012770-RA, AH022002-RA, AH013127-RA
OG0005648	Av_00013420-RA	AH012821-RA
OG0005649	Av_00017284-RA, Av_00005727-RA	AH022991-RA
OG0005650	Av_00017317-RA	AH013272-RA
OG0005651	Av_00002405-RA, Av_00015778-RA	AH016386-RA
OG0005652	Av_00003646-RA, Av_00005895-RA	AH015282-RA
OG0005653	Av_00012740-RA	AH017066-RA
OG0005654	Av_00011208-RA	AH010068-RA
OG0005655	Av_00007046-RA, Av_00013660-RA, Av_00006478-RA	AH007917-RA
OG0005656	Av_00005692-RA, Av_00017261-RA	AH016381-RA
OG0005657	Av_00002808-RA	AH018881-RA
OG0005657	Av_00001371-RA	AH010668-RA
OG0005659	Av_00009266-RA, Av_00015014-RA	AH008280-RA
OG0005660	Av_00002398-RA, Av_00015780-RA	AH008079-RA
OG0005661	Av_00006554-RA	AH011065-RA
OG0005662	Av_00016555-RA	AH010986-RA
OG0005663	Av_00001225-RA, Av_00008112-RA, Av_00014893-RA	AH007499-RA, AH007500-RA
OG0005664	Av_00001188-RA, Av_00014392-RA	AH010882-RA
OG0005665	Av_00016893-RA	AH000225-RA
OG0005666	Av_00004938-RA, Av_00020531-RA	AH016656-RA
OG0005667	Av_00017657-RA	AH001731-RA
OG0005668	Av_00010327-RA, Av_00014508-RA	AH022833-RA, AH016551-RA
OG0005669	Av_00015922-RA, Av_00010503-RA, Av_00009332-RA, Av_00009333-RA	AH017503-RA, AH002884-RA
OG0005670	Av_00011943-RA	AH004210-RA, AH005301-RA
OG0005671	Av_00025017-RA, Av_00018765-RA	AH007965-RA
OG0005672	Av_00024626-RA	AH014671-RA
OG0005673	Av_00024844-RA	AH016639-RA
OG0005674	Av_00011566-RA, Av_00000160-RA	AH009894-RA
OG0005676	Av_00021466-RA	AH006698-RA
OG0005677	Av_00007894-RA	AH015843-RA
OG0005678	Av_00014425-RA, Av_00001239-RA, Av_00014426-RA	AH011140-RA
OG0005679	Av_00000313-RA	AH006150-RA
OG0005679	Av_00009762-RA, Av_00008794-RA	AH001650-RA
OG0005680	Av_00002655-RA, Av_00005350-RA, Av_00019391-RA, Av_00007759-RA	AH004861-RA, AH004454-RA
OG0005681	Av_00004201-RA, Av_00016008-RA, Av_00010209-RA	AH008392-RA, AH003873-RA
OG0005682	Av_00008772-RA, Av_00009779-RA	AH002368-RA
OG0005684	Av_00005947-RA, Av_00005948-RA	AH015856-RA
OG0005686	Av_00023044-RA	AH005274-RA
OG0005687	Av_00018299-RA	AH000833-RA
OG0005688	Av_00015856-RA	AH004256-RA
OG0005689	Av_00000461-RA, Av_00021590-RA, Av_00001966-RA	AH003830-RA
OG0005690	Av_00003357-RA	AH012339-RA
OG0005691	Av_00000585-RA	AH007230-RA, AH019906-RA
OG0005692	Av_00009336-RA	AH002138-RA, AH002139-RA
OG0005694	Av_00018984-RA, Av_00001917-RA, Av_00000496-RA	AH004301-RA
OG0005695	Av_00006280-RA	AH008894-RA
OG0005696	Av_00014644-RA, Av_00000021-RA, Av_00024509-RA	AH019614-RA
OG0005697	Av_00014382-RA	AH010587-RA
OG0005698	Av_00018726-RA	AH023691-RA
OG0005699	Av_00004812-RA	AH017847-RA
OG0005701	Av_00020417-RA	AH003356-RA, AH006398-RA
OG0005702	Av_00005740-RA, Av_00017296-RA	AH022951-RA, AH016470-RA
OG0005703	Av_00016305-RA	AH019187-RA, AH019185-RA, AH018345-RA, AH019186-RA
OG0005704	Av_00017461-RA	AH007002-RA, AH007968-RA
OG0005705	Av_00018591-RA, Av_00010683-RA	AH018179-RA
OG0005706	Av_00020892-RA, Av_00017793-RA	AH009015-RA
OG0005707	Av_00021892-RA, Av_00013806-RA	AH017239-RA
OG0005708	Av_00016780-RA	AH008450-RA
OG0005711	Av_00001374-RA	AH004550-RA, AH005176-RA
OG0005712	Av_00003264-RA	AH009519-RA
OG0005713	Av_00021329-RA	AH006474-RA
OG0005714	Av_00022100-RA	AH010548-RA
OG0005715	Av_00000468-RA, Av_00021576-RA	AH003770-RA
OG0005716	Av_00009238-RA, Av_00015037-RA	AH002936-RA, AH017413-RA
OG0005718	Av_00000358-RA, Av_00021691-RA	AH005999-RA
OG0005720	Av_00017076-RA	AH006743-RA, AH015220-RA
OG0005722	Av_00016405-RA, Av_00013433-RA	AH011061-RA, AH007510-RA
