Orthogroup	A_vesiculosa.proteins	P_amilis.proteins
OG0010789	Av_00006139-RA	FUN_047883-T1
OG0010790	Av_00008386-RA	FUN_046508-T1
OG0010793	Av_00020688-RA	FUN_008700-T1
OG0010794	Av_00022084-RA, Av_00008736-RA	FUN_035445-T1
OG0010795	Av_00010616-RA	FUN_035783-T1, FUN_035782-T1
OG0010796	Av_00003727-RA	FUN_018629-T1
OG0010798	Av_00008969-RA	FUN_035025-T1
OG0010800	Av_00010121-RA	FUN_031701-T1
OG0010801	Av_00009550-RA	FUN_042760-T1
OG0010802	Av_00013111-RA, Av_00008549-RA	FUN_032828-T1
OG0010804	Av_00022487-RA, Av_00000873-RA	FUN_049992-T1
OG0010805	Av_00000161-RA	FUN_044074-T1
OG0010806	Av_00017085-RA	FUN_041894-T1
OG0010809	Av_00016910-RA	FUN_051546-T1
OG0010810	Av_00005999-RA	FUN_049123-T1, FUN_049123-T2, FUN_049117-T1
OG0010811	Av_00012163-RA	FUN_034682-T1
OG0010813	Av_00002664-RA, Av_00015065-RA, Av_00002666-RA	FUN_023007-T1
OG0010814	Av_00023324-RA, Av_00017789-RA	FUN_047255-T1
OG0010815	Av_00008976-RA	FUN_034582-T1
OG0010816	Av_00014533-RA	FUN_042665-T1
OG0010817	Av_00003395-RA	FUN_041126-T1
OG0010819	Av_00004403-RA	FUN_006069-T1
OG0010821	Av_00005869-RA	FUN_026309-T1
OG0010822	Av_00013934-RA, Av_00003238-RA	FUN_048065-T2, FUN_048065-T1
OG0010823	Av_00021630-RA	FUN_026282-T1
OG0010825	Av_00023590-RA, Av_00004482-RA	FUN_026794-T1, FUN_013067-T1
OG0010826	Av_00002998-RA	FUN_013934-T1
OG0010829	Av_00014780-RA	FUN_022838-T1, FUN_022838-T2, FUN_022838-T3
OG0010831	Av_00020135-RA, Av_00020006-RA	FUN_021297-T1
OG0010832	Av_00025026-RA	FUN_044114-T1
OG0010836	Av_00009424-RA	FUN_009068-T1
OG0010837	Av_00012891-RA	FUN_015387-T1
OG0010838	Av_00019071-RA, Av_00019530-RA	FUN_008296-T1
OG0010839	Av_00010981-RA	FUN_049591-T1, FUN_049591-T2
OG0010840	Av_00011780-RA, Av_00006942-RA	FUN_052262-T1
OG0010841	Av_00012158-RA	FUN_026035-T1
OG0010844	Av_00008311-RA	FUN_008260-T1
OG0010845	Av_00021144-RA	FUN_006163-T1
OG0010846	Av_00004036-RA	FUN_026258-T2, FUN_026258-T1
OG0010847	Av_00006236-RA	FUN_000060-T1, FUN_000060-T2
OG0010848	Av_00010907-RA	FUN_037066-T1
OG0010849	Av_00002077-RA	FUN_013980-T1
OG0010850	Av_00008647-RA	FUN_033467-T1
OG0010851	Av_00005863-RA, Av_00012136-RA	FUN_007863-T1
OG0010852	Av_00011453-RA	FUN_049258-T1
OG0010852	Av_00003202-RA	FUN_037067-T1
OG0010853	Av_00016031-RA	FUN_026682-T1
OG0010854	Av_00006084-RA	FUN_018690-T1, FUN_018688-T1
OG0010855	Av_00015876-RA	FUN_042453-T1
OG0010856	Av_00009444-RA, Av_00001655-RA	FUN_013696-T1
OG0010858	Av_00020129-RA	FUN_015311-T1
OG0010859	Av_00003787-RA	FUN_026256-T1
OG0010860	Av_00021391-RA, Av_00023773-RA	FUN_045433-T1
OG0010861	Av_00024752-RA	FUN_015520-T1
OG0010864	Av_00013642-RA	FUN_005912-T2, FUN_005912-T1
OG0010865	Av_00007103-RA, Av_00003596-RA	FUN_008241-T1
OG0010866	Av_00015683-RA	FUN_041084-T1, FUN_018291-T1
OG0010867	Av_00012317-RA	FUN_026881-T1, FUN_026881-T2
OG0010868	Av_00009442-RA	FUN_011621-T1
OG0010869	Av_00023217-RA	FUN_049592-T1, FUN_049592-T2
OG0010870	Av_00012126-RA, Av_00005873-RA	FUN_026317-T1
OG0010872	Av_00021107-RA, Av_00017136-RA	FUN_012753-T1, FUN_028429-T1
OG0010873	Av_00005865-RA, Av_00004037-RA	FUN_012963-T1, FUN_026268-T1
OG0010874	Av_00021686-RA	FUN_029639-T1
OG0010875	Av_00003221-RA	FUN_049199-T1, FUN_037145-T1
OG0010876	Av_00004892-RA	FUN_012957-T1, FUN_012957-T2
OG0010878	Av_00014934-RA, Av_00016308-RA, Av_00011697-RA	FUN_048802-T1
OG0010879	Av_00019308-RA	FUN_026383-T1
OG0010880	Av_00017075-RA	FUN_041832-T1
OG0010884	Av_00002063-RA, Av_00012900-RA	FUN_006577-T1
OG0010885	Av_00018679-RA	FUN_017697-T1
OG0010886	Av_00014206-RA	FUN_020811-T1
OG0010889	Av_00015842-RA	FUN_026443-T1, FUN_026446-T1
OG0010890	Av_00023330-RA	FUN_017371-T1
OG0010892	Av_00009951-RA, Av_00015050-RA	FUN_043861-T1
OG0010893	Av_00001645-RA	FUN_013743-T1, FUN_013743-T2
OG0010894	Av_00004485-RA, Av_00023588-RA	FUN_026812-T1
OG0010897	Av_00009473-RA	FUN_008789-T1, FUN_008789-T2
OG0010898	Av_00007960-RA	FUN_005430-T1, FUN_021592-T1
OG0010901	Av_00005861-RA, Av_00009044-RA	FUN_026211-T1
OG0010903	Av_00020952-RA, Av_00022513-RA	FUN_005846-T1
OG0010908	Av_00021505-RA	FUN_006368-T1, FUN_001833-T1
OG0010909	Av_00005150-RA	FUN_019936-T1
OG0010910	Av_00018192-RA, Av_00000994-RA	FUN_028203-T1
OG0010911	Av_00023913-RA	FUN_008417-T1
OG0010912	Av_00018240-RA	FUN_017763-T2, FUN_017763-T1
OG0010914	Av_00017129-RA	FUN_012775-T1
OG0010915	Av_00014913-RA	FUN_036511-T1
OG0010916	Av_00005445-RA	FUN_040100-T1
OG0010919	Av_00002095-RA, Av_00014782-RA	FUN_013848-T1
OG0010921	Av_00001006-RA, Av_00018202-RA	FUN_013042-T1
OG0010923	Av_00002052-RA, Av_00012887-RA	FUN_006615-T1, FUN_015320-T1, FUN_015320-T2
OG0010926	Av_00010901-RA, Av_00015231-RA	FUN_037088-T1
OG0010927	Av_00016858-RA	FUN_001933-T1
OG0010928	Av_00004405-RA	FUN_001828-T1
OG0010930	Av_00021153-RA	FUN_039909-T1
OG0010931	Av_00013487-RA	FUN_012932-T2, FUN_012932-T3, FUN_012932-T1
OG0010932	Av_00021152-RA, Av_00024093-RA	FUN_029271-T1
OG0010933	Av_00017747-RA	FUN_042058-T1
OG0010934	Av_00001716-RA, Av_00017696-RA	FUN_046788-T1, FUN_046787-T1
OG0010935	Av_00007328-RA	FUN_048863-T1
OG0010936	Av_00016094-RA	FUN_020980-T1
OG0010937	Av_00015446-RA	FUN_034697-T1, FUN_034697-T2
OG0010938	Av_00005676-RA, Av_00024386-RA	FUN_029349-T1, FUN_019032-T1
OG0010939	Av_00013198-RA, Av_00018808-RA	FUN_003705-T1
OG0010940	Av_00021843-RA	FUN_033532-T1
OG0010941	Av_00020756-RA	FUN_007635-T1, FUN_046623-T1
OG0010942	Av_00019743-RA	FUN_032753-T1, FUN_008437-T1
OG0010943	Av_00019813-RA, Av_00011716-RA, Av_00010166-RA	FUN_027545-T1
OG0010944	Av_00019466-RA	FUN_046086-T1
OG0010945	Av_00014417-RA	FUN_052612-T1
OG0010946	Av_00011983-RA	FUN_030334-T1
OG0010947	Av_00003106-RA	FUN_045816-T1
OG0010948	Av_00007502-RA, Av_00003637-RA	FUN_043487-T1
OG0010949	Av_00011882-RA	FUN_015938-T1
OG0010950	Av_00021659-RA	FUN_036747-T1
OG0010951	Av_00003674-RA	FUN_035438-T1
OG0010953	Av_00015146-RA	FUN_021926-T1, FUN_021926-T2
OG0010954	Av_00002965-RA, Av_00022966-RA	FUN_004006-T1
OG0010955	Av_00019405-RA	FUN_042739-T1
OG0010958	Av_00002499-RA	FUN_024828-T1
OG0010959	Av_00017995-RA	FUN_020248-T1
OG0010961	Av_00011738-RA	FUN_039385-T1
OG0010963	Av_00008287-RA	FUN_002856-T1
OG0010964	Av_00012456-RA	FUN_000630-T2, FUN_000630-T1
OG0010965	Av_00003380-RA	FUN_016657-T1
OG0010966	Av_00020479-RA	FUN_018985-T1
OG0010968	Av_00019725-RA	FUN_045987-T1
OG0010969	Av_00023071-RA	FUN_028496-T1
OG0010971	Av_00005022-RA, Av_00003854-RA	FUN_030403-T1
OG0010973	Av_00008417-RA, Av_00022578-RA, Av_00002489-RA	FUN_044134-T1
OG0010975	Av_00004357-RA	FUN_008083-T1
OG0010976	Av_00024218-RA	FUN_006713-T1
OG0010978	Av_00001226-RA	FUN_032108-T1
OG0010980	Av_00016213-RA	FUN_021932-T1
OG0010981	Av_00017549-RA	FUN_042122-T1
OG0010986	Av_00002820-RA	FUN_008030-T1
OG0010988	Av_00004949-RA, Av_00003958-RA	FUN_031335-T1
OG0010990	Av_00002943-RA	FUN_029975-T1
OG0010991	Av_00011555-RA	FUN_046307-T1
OG0010992	Av_00020552-RA	FUN_039775-T1
OG0010993	Av_00000854-RA	FUN_042697-T1
OG0010994	Av_00020402-RA	FUN_041874-T1
OG0010995	Av_00001114-RA, Av_00008230-RA	FUN_014695-T1, FUN_014693-T1
OG0010996	Av_00000364-RA	FUN_029540-T1
OG0010997	Av_00008543-RA, Av_00013114-RA	FUN_027366-T1
OG0010999	Av_00022994-RA	FUN_051577-T1
OG0011000	Av_00014751-RA	FUN_052579-T1
OG0011001	Av_00023902-RA	FUN_047629-T1
OG0011002	Av_00009957-RA	FUN_045191-T1, FUN_045191-T2
OG0011003	Av_00004934-RA, Av_00003975-RA	FUN_003489-T1
OG0011004	Av_00005023-RA	FUN_030404-T1
OG0011006	Av_00000209-RA	FUN_046652-T1
OG0011007	Av_00023859-RA, Av_00021257-RA	FUN_014006-T1, FUN_014006-T3, FUN_014006-T2, FUN_030424-T1
OG0011009	Av_00010933-RA	FUN_048524-T1
OG0011010	Av_00008290-RA	FUN_039308-T1
OG0011012	Av_00003855-RA	FUN_019088-T1
OG0011015	Av_00014104-RA, Av_00020667-RA	FUN_043286-T1, FUN_043286-T2
OG0011016	Av_00005673-RA	FUN_029286-T2, FUN_029286-T1
OG0011017	Av_00001196-RA	FUN_043575-T1
OG0011018	Av_00011723-RA	FUN_005278-T1
OG0011019	Av_00013591-RA	FUN_014676-T2, FUN_014676-T1
OG0011020	Av_00024527-RA	FUN_018819-T1
OG0011022	Av_00006188-RA	FUN_012660-T1
OG0011023	Av_00005943-RA	FUN_035330-T1
OG0011024	Av_00001187-RA	FUN_015937-T1, FUN_015937-T2
OG0011025	Av_00004751-RA	FUN_001655-T1, FUN_001655-T2
OG0011026	Av_00005702-RA	FUN_019133-T1
OG0011027	Av_00011979-RA	FUN_030384-T1
OG0011028	Av_00023391-RA, Av_00013650-RA	FUN_035663-T1
OG0011030	Av_00002276-RA	FUN_044786-T1, FUN_044818-T1, FUN_040643-T1
OG0011031	Av_00005525-RA	FUN_040519-T1
OG0011032	Av_00006031-RA	FUN_029018-T1
OG0011034	Av_00011772-RA	FUN_035952-T1
OG0011036	Av_00006099-RA	FUN_007974-T1
OG0011037	Av_00000169-RA, Av_00002410-RA, Av_00002415-RA	FUN_043754-T1
OG0011038	Av_00001390-RA	FUN_002023-T1
OG0011039	Av_00013003-RA, Av_00007246-RA	FUN_007620-T1
OG0011040	Av_00015045-RA	FUN_045140-T1
OG0011041	Av_00020411-RA	FUN_046612-T1
OG0011042	Av_00016585-RA	FUN_041203-T1
OG0011043	Av_00012247-RA	FUN_025267-T1
OG0011044	Av_00011792-RA	FUN_035834-T1
OG0011045	Av_00011656-RA	FUN_001155-T1, FUN_030224-T1
OG0011046	Av_00004924-RA, Av_00003993-RA	FUN_039984-T1
OG0011047	Av_00000419-RA	FUN_025494-T1
OG0011048	Av_00000756-RA	FUN_043677-T2, FUN_043677-T1
OG0011049	Av_00004263-RA	FUN_042642-T2, FUN_042642-T1
OG0011050	Av_00021370-RA, Av_00006312-RA	FUN_039555-T1
OG0011051	Av_00013318-RA	FUN_047998-T1
OG0011052	Av_00018859-RA	FUN_049759-T1, FUN_049759-T2, FUN_049759-T3
OG0011053	Av_00013841-RA, Av_00011174-RA	FUN_010722-T1
OG0011055	Av_00009771-RA	FUN_051797-T1
OG0011056	Av_00014223-RA	FUN_031161-T1, FUN_031161-T2
OG0011058	Av_00019197-RA	FUN_040344-T1, FUN_040344-T2
OG0011060	Av_00024421-RA	FUN_026961-T1, FUN_001334-T1, FUN_001334-T2
OG0011061	Av_00009712-RA	FUN_050983-T1
OG0011062	Av_00005106-RA	FUN_018299-T1
OG0011063	Av_00000791-RA	FUN_003794-T1, FUN_051257-T1
OG0011064	Av_00022952-RA, Av_00001471-RA, Av_00001472-RA	FUN_043534-T1, FUN_024956-T1
OG0011065	Av_00000110-RA	FUN_047835-T1, FUN_047835-T2
OG0011066	Av_00014752-RA	FUN_000697-T1
OG0011067	Av_00001506-RA, Av_00019164-RA	FUN_025024-T1
OG0011069	Av_00010828-RA	FUN_025330-T1
OG0011070	Av_00004275-RA, Av_00004609-RA	FUN_052038-T1
OG0011071	Av_00018595-RA, Av_00010679-RA	FUN_041215-T3, FUN_041215-T2, FUN_041215-T1
OG0011072	Av_00008576-RA, Av_00014613-RA	FUN_048393-T1
OG0011074	Av_00000395-RA, Av_00001867-RA	FUN_020812-T1
OG0011075	Av_00011640-RA, Av_00021853-RA	FUN_000708-T1
OG0011076	Av_00009869-RA	FUN_051975-T1
OG0011077	Av_00008937-RA	FUN_011449-T1
OG0011079	Av_00001529-RA	FUN_015084-T1
OG0011080	Av_00002110-RA	FUN_042939-T1
OG0011081	Av_00021837-RA	FUN_023578-T1, FUN_023578-T2
OG0011082	Av_00006693-RA, Av_00016146-RA	FUN_002666-T1
OG0011083	Av_00005195-RA, Av_00002770-RA	FUN_018432-T1
OG0011085	Av_00016361-RA	FUN_030452-T1
OG0011086	Av_00001637-RA	FUN_009074-T2, FUN_009074-T1
OG0011087	Av_00023336-RA	FUN_033448-T1
OG0011088	Av_00012094-RA	FUN_012954-T1
OG0011089	Av_00019918-RA	FUN_019207-T1
OG0011090	Av_00008778-RA, Av_00009775-RA	FUN_051810-T1, FUN_045582-T1
OG0011091	Av_00014507-RA	FUN_041232-T1
OG0011092	Av_00023051-RA	FUN_012587-T1, FUN_012587-T2
OG0011094	Av_00006576-RA, Av_00016521-RA	FUN_036199-T2, FUN_036199-T1
OG0011095	Av_00002759-RA	FUN_025258-T1
OG0011096	Av_00023561-RA	FUN_037805-T1, FUN_048410-T1
OG0011097	Av_00012288-RA, Av_00004421-RA	FUN_002314-T1
OG0011099	Av_00011179-RA	FUN_025107-T1, FUN_025108-T1
OG0011100	Av_00022694-RA	FUN_001368-T1, FUN_001368-T2
OG0011101	Av_00006592-RA	FUN_036796-T1
OG0011102	Av_00010423-RA, Av_00014580-RA	FUN_007944-T1
OG0011104	Av_00009497-RA	FUN_045146-T1
OG0011107	Av_00015003-RA	FUN_010755-T1
OG0011113	Av_00002878-RA	FUN_042812-T1
OG0011114	Av_00021047-RA	FUN_052421-T1
OG0011115	Av_00014293-RA	FUN_001369-T1
OG0011116	Av_00023745-RA	FUN_037488-T1, FUN_037488-T2
OG0011118	Av_00000298-RA	FUN_029443-T1, FUN_029444-T1, FUN_029442-T1
OG0011119	Av_00013732-RA, Av_00001824-RA	FUN_020705-T1
OG0011120	Av_00009210-RA	FUN_008799-T1
OG0011121	Av_00009789-RA, Av_00008762-RA	FUN_004249-T1
OG0011122	Av_00024776-RA	FUN_002518-T2, FUN_002518-T1
OG0011124	Av_00008771-RA	FUN_030508-T1
OG0011125	Av_00010010-RA	FUN_008513-T1, FUN_035465-T1
OG0011126	Av_00017459-RA	FUN_033104-T1, FUN_033104-T2, FUN_033104-T3
OG0011129	Av_00015328-RA, Av_00000432-RA	FUN_034416-T1
OG0011130	Av_00022911-RA	FUN_026910-T1
OG0011131	Av_00003124-RA	FUN_047067-T1
OG0011133	Av_00019000-RA	FUN_004234-T1
OG0011134	Av_00019772-RA	FUN_048286-T1
OG0011138	Av_00008929-RA	FUN_010505-T1
OG0011140	Av_00021148-RA	FUN_032958-T1
OG0011142	Av_00021852-RA	FUN_033123-T1
OG0011144	Av_00002716-RA	FUN_032622-T1
OG0011145	Av_00010491-RA	FUN_025132-T1
OG0011147	Av_00013789-RA, Av_00001759-RA	FUN_011048-T1
OG0011149	Av_00013397-RA	FUN_017663-T1, FUN_031129-T1
OG0011150	Av_00000214-RA	FUN_010444-T1
OG0011152	Av_00008358-RA, Av_00017978-RA	FUN_022024-T2, FUN_022024-T3, FUN_022024-T1
OG0011153	Av_00002671-RA, Av_00005331-RA	FUN_027423-T1
OG0011155	Av_00003306-RA, Av_00016999-RA	FUN_033659-T1, FUN_033659-T2
OG0011156	Av_00024171-RA	FUN_029797-T1
OG0011157	Av_00016643-RA	FUN_021731-T1
OG0011158	Av_00007770-RA	FUN_033367-T1
OG0011159	Av_00012440-RA, Av_00009328-RA	FUN_045484-T2, FUN_045484-T1
OG0011160	Av_00016080-RA, Av_00016127-RA	FUN_022442-T1
OG0011161	Av_00005344-RA, Av_00002658-RA	FUN_032127-T1, FUN_032129-T1, FUN_002373-T1
OG0011162	Av_00007666-RA	FUN_029082-T1
OG0011163	Av_00023658-RA, Av_00016881-RA, Av_00019497-RA	FUN_007803-T1, FUN_051016-T1
OG0011165	Av_00000516-RA, Av_00001800-RA, Av_00013759-RA	FUN_011211-T1
OG0011166	Av_00021354-RA	FUN_041741-T1
OG0011167	Av_00012845-RA	FUN_031753-T1
OG0011168	Av_00015612-RA, Av_00005742-RA, Av_00017299-RA	FUN_029999-T1
OG0011169	Av_00015467-RA	FUN_032170-T1
OG0011170	Av_00022464-RA	FUN_039327-T1
OG0011171	Av_00006454-RA, Av_00020739-RA	FUN_032307-T1
OG0011172	Av_00020626-RA, Av_00022719-RA	FUN_017662-T1, FUN_041650-T1
OG0011173	Av_00005352-RA, Av_00002653-RA	FUN_032086-T2
OG0011174	Av_00010009-RA	FUN_020626-T1, FUN_034741-T1
OG0011175	Av_00023328-RA, Av_00005404-RA, Av_00002603-RA	FUN_033555-T1
OG0011176	Av_00020434-RA, Av_00015532-RA	FUN_033821-T1, FUN_023550-T1
OG0011177	Av_00007437-RA, Av_00003738-RA	FUN_029020-T1
OG0011178	Av_00023342-RA, Av_00024051-RA	FUN_030908-T1
OG0011179	Av_00014005-RA	FUN_047057-T1
OG0011180	Av_00007525-RA	FUN_023238-T1, FUN_032502-T1
OG0011182	Av_00016060-RA	FUN_034596-T1
OG0011183	Av_00003320-RA	FUN_020075-T1
OG0011185	Av_00020794-RA, Av_00019883-RA	FUN_017475-T1
OG0011186	Av_00022106-RA	FUN_049545-T1
OG0011188	Av_00017074-RA	FUN_044089-T1
OG0011189	Av_00019912-RA, Av_00019911-RA	FUN_041595-T1
OG0011192	Av_00014053-RA	FUN_018013-T2, FUN_018013-T1, FUN_041915-T1
OG0011193	Av_00016513-RA	FUN_050225-T1
OG0011194	Av_00021004-RA, Av_00020175-RA	FUN_025399-T1, FUN_032052-T1
OG0011195	Av_00017835-RA	FUN_049593-T1
OG0011196	Av_00000509-RA	FUN_047146-T1, FUN_047147-T1
OG0011197	Av_00001710-RA	FUN_047386-T1, FUN_010798-T1
OG0011198	Av_00005258-RA, Av_00002713-RA, Av_00002714-RA	FUN_052168-T1
OG0011200	Av_00001611-RA	FUN_018779-T1
OG0011201	Av_00017692-RA	FUN_047411-T1
OG0011202	Av_00005371-RA	FUN_031908-T1, FUN_031908-T3
OG0011203	Av_00010672-RA	FUN_029130-T1
OG0011204	Av_00023878-RA	FUN_046703-T1
OG0011205	Av_00021692-RA	FUN_010640-T1
OG0011207	Av_00010235-RA	FUN_027935-T2, FUN_027935-T1, FUN_027935-T3
OG0011209	Av_00018121-RA	FUN_001650-T1
OG0011210	Av_00009252-RA, Av_00015024-RA	FUN_046933-T2, FUN_046933-T1
OG0011212	Av_00012827-RA	FUN_027923-T1, FUN_027923-T2
OG0011213	Av_00015487-RA	FUN_009161-T1, FUN_032327-T1
OG0011214	Av_00012437-RA	FUN_036709-T1, FUN_045347-T1
OG0011215	Av_00005440-RA, Av_00003007-RA, Av_00010337-RA	FUN_017179-T1
OG0011218	Av_00006322-RA	FUN_048701-T1
OG0011220	Av_00024119-RA	FUN_034869-T1
OG0011221	Av_00015540-RA	FUN_009071-T1
OG0011222	Av_00012990-RA	FUN_051772-T1
OG0011223	Av_00002575-RA, Av_00018456-RA	FUN_012300-T1
OG0011224	Av_00018085-RA	FUN_041572-T1
OG0011226	Av_00012021-RA	FUN_011652-T1
OG0011229	Av_00002688-RA	FUN_032393-T1
OG0011230	Av_00010871-RA, Av_00003323-RA	FUN_033458-T1
OG0011231	Av_00013945-RA	FUN_049288-T1
OG0011232	Av_00022056-RA	FUN_041450-T1
OG0011236	Av_00020606-RA	FUN_013839-T1, FUN_022875-T1
OG0011238	Av_00001350-RA, Av_00016139-RA	FUN_039893-T1, FUN_007704-T1
OG0011241	Av_00007893-RA, Av_00000165-RA	FUN_051003-T1
OG0011244	Av_00021674-RA	FUN_029150-T1
OG0011245	Av_00003057-RA	FUN_046367-T1
OG0011248	Av_00014663-RA, Av_00008627-RA	FUN_048018-T1, FUN_037235-T1, FUN_037235-T3, FUN_037235-T2
OG0011248	Av_00014662-RA	FUN_037234-T1
OG0011249	Av_00017416-RA, Av_00013940-RA	FUN_037328-T1, FUN_048088-T1
OG0011250	Av_00008098-RA	FUN_010446-T1
OG0011252	Av_00013216-RA	FUN_033112-T1, FUN_005768-T1
OG0011254	Av_00007343-RA	FUN_048965-T1
OG0011256	Av_00017997-RA	FUN_004010-T1
OG0011258	Av_00008966-RA, Av_00005972-RA, Av_00005601-RA	FUN_014869-T1
OG0011259	Av_00017372-RA	FUN_000935-T1
OG0011262	Av_00006506-RA	FUN_035709-T1
OG0011264	Av_00000614-RA	FUN_041444-T1
OG0011265	Av_00007307-RA, Av_00019037-RA	FUN_005599-T1, FUN_052119-T1
OG0011273	Av_00009766-RA	FUN_053299-T1, FUN_053299-T2
OG0011280	Av_00017446-RA	FUN_001444-T1
OG0011282	Av_00001259-RA	FUN_021704-T2, FUN_021704-T1
OG0011345	Av_00017860-RA	FUN_033233-T1
OG0011347	Av_00009926-RA	FUN_026979-T1
OG0011348	Av_00024617-RA	FUN_030949-T1
OG0011349	Av_00000619-RA, Av_00020649-RA	FUN_032917-T1
OG0011350	Av_00014159-RA	FUN_012225-T1
OG0011351	Av_00019656-RA	FUN_042820-T1, FUN_042820-T3, FUN_042820-T4, FUN_042820-T2
OG0011352	Av_00000729-RA	FUN_034095-T1
OG0011353	Av_00000744-RA	FUN_008237-T1
OG0011355	Av_00006738-RA, Av_00020574-RA, Av_00022200-RA	FUN_034022-T1
OG0011356	Av_00016533-RA, Av_00006555-RA	FUN_052614-T1
OG0011357	Av_00007353-RA, Av_00013302-RA	FUN_049031-T1
OG0011358	Av_00020359-RA	FUN_002431-T1
OG0011360	Av_00013516-RA	FUN_014946-T1
OG0011362	Av_00009625-RA	FUN_000643-T1
OG0011363	Av_00017880-RA	FUN_011407-T1
OG0011364	Av_00018355-RA	FUN_014555-T1
OG0011366	Av_00003841-RA	FUN_029285-T1
OG0011370	Av_00007881-RA, Av_00000183-RA	FUN_038647-T1
OG0011372	Av_00002226-RA	FUN_043559-T2, FUN_043559-T1
OG0011374	Av_00022654-RA	FUN_033207-T1
OG0011376	Av_00016251-RA	FUN_002604-T1
OG0011377	Av_00007798-RA	FUN_049498-T1
OG0011380	Av_00003567-RA	FUN_039190-T1
OG0011381	Av_00003407-RA, Av_00001399-RA	FUN_010697-T1
OG0011382	Av_00010044-RA	FUN_005537-T1, FUN_052156-T1
OG0011383	Av_00007357-RA, Av_00013305-RA	FUN_049060-T1, FUN_008949-T1
OG0011385	Av_00003530-RA	FUN_004510-T1
OG0011387	Av_00013689-RA	FUN_018226-T1, FUN_035722-T1
OG0011388	Av_00023401-RA, Av_00008191-RA	FUN_014666-T1
OG0011389	Av_00003971-RA	FUN_012834-T1
OG0011391	Av_00024161-RA	FUN_033093-T1, FUN_005747-T1
OG0011393	Av_00011036-RA, Av_00011037-RA, Av_00009833-RA	FUN_026796-T1
OG0011394	Av_00023249-RA	FUN_034062-T1, FUN_003558-T1
OG0011395	Av_00006739-RA, Av_00020573-RA, Av_00020294-RA, Av_00003502-RA, Av_00003503-RA	FUN_034027-T1
OG0011397	Av_00000621-RA, Av_00020651-RA	FUN_014465-T1
OG0011400	Av_00021367-RA, Av_00006315-RA	FUN_033139-T1
OG0011401	Av_00007217-RA	FUN_049737-T1
OG0011402	Av_00019606-RA	FUN_009718-T1
OG0011405	Av_00022884-RA	FUN_013303-T1
OG0011406	Av_00024376-RA, Av_00018082-RA	FUN_029737-T1, FUN_000739-T1
OG0011407	Av_00003447-RA	FUN_001984-T1
OG0011408	Av_00024750-RA	FUN_051173-T1
OG0011409	Av_00012586-RA, Av_00002900-RA	FUN_000737-T1
OG0011411	Av_00021868-RA, Av_00018614-RA	FUN_023460-T1
OG0011413	Av_00006548-RA, Av_00001216-RA	FUN_052654-T2, FUN_052654-T1
OG0011414	Av_00015573-RA	FUN_040932-T1
OG0011415	Av_00018974-RA	FUN_014988-T1
OG0011416	Av_00012072-RA	FUN_005681-T1
OG0011417	Av_00021084-RA	FUN_049032-T1, FUN_049032-T2
OG0011418	Av_00017503-RA	FUN_031633-T1
OG0011419	Av_00003523-RA	FUN_004460-T1
OG0011420	Av_00019365-RA, Av_00019366-RA	FUN_027419-T1, FUN_027417-T1
OG0011421	Av_00013442-RA	FUN_032726-T1, FUN_004508-T1
OG0011424	Av_00006919-RA	FUN_051524-T1
OG0011425	Av_00012684-RA	FUN_032811-T1
OG0011426	Av_00019232-RA, Av_00000602-RA	FUN_052246-T1
OG0011427	Av_00001395-RA	FUN_010671-T1
OG0011428	Av_00005121-RA	FUN_003725-T1
OG0011429	Av_00012071-RA	FUN_033053-T1, FUN_033053-T2
OG0011430	Av_00014738-RA	FUN_014821-T1
OG0011431	Av_00021871-RA, Av_00018619-RA	FUN_041996-T1
OG0011433	Av_00004787-RA	FUN_051142-T1
OG0011435	Av_00014265-RA	FUN_015546-T1
OG0011436	Av_00016143-RA	FUN_000225-T1
OG0011437	Av_00011891-RA	FUN_034645-T1
OG0011438	Av_00015854-RA	FUN_020393-T1
OG0011439	Av_00022711-RA	FUN_034121-T1
OG0011441	Av_00020554-RA	FUN_039782-T1
OG0011442	Av_00024550-RA	FUN_041947-T1, FUN_041947-T2
OG0011444	Av_00011810-RA	FUN_036096-T1
OG0011445	Av_00006754-RA	FUN_003452-T1
OG0011449	Av_00019118-RA, Av_00016017-RA	FUN_024215-T1
OG0011450	Av_00002084-RA	FUN_037574-T1
OG0011452	Av_00011468-RA	FUN_037938-T1
OG0011454	Av_00008227-RA	FUN_024464-T1
OG0011455	Av_00010168-RA	FUN_046038-T1
OG0011457	Av_00017904-RA	FUN_025592-T1
OG0011458	Av_00014027-RA	FUN_033315-T1
OG0011461	Av_00009239-RA	FUN_011340-T1
OG0011462	Av_00008786-RA	FUN_045563-T1
OG0011464	Av_00000458-RA	FUN_009497-T1, FUN_030648-T1
OG0011465	Av_00019106-RA	FUN_044110-T1
OG0011466	Av_00011796-RA	FUN_035844-T1
OG0011468	Av_00010043-RA	FUN_052495-T1, FUN_012717-T1
OG0011469	Av_00024735-RA	FUN_027117-T2, FUN_027117-T1
OG0011470	Av_00008831-RA, Av_00018752-RA	FUN_045606-T1
OG0011472	Av_00017576-RA	FUN_014080-T1
OG0011473	Av_00019201-RA	FUN_049234-T1
OG0011474	Av_00017816-RA	FUN_006765-T1
OG0011477	Av_00000860-RA	FUN_000986-T1
OG0011478	Av_00005694-RA	FUN_052221-T1
OG0011479	Av_00008650-RA	FUN_048502-T1
