Orthogroup	A_hypochondriacus.proteins	D_spatulata.proteins
OG0008812	AH021039-RA	Ds_00008243-RA
OG0008813	AH016198-RA, AH023318-RA	Ds_00009941-RA
OG0008814	AH013308-RA	Ds_00013303-RA
OG0008816	AH009124-RA, AH022280-RA	Ds_00006363-RA
OG0008817	AH015097-RA, AH021617-RA	Ds_00015212-RA
OG0008818	AH011284-RA	Ds_00001278-RA
OG0008819	AH018308-RA	Ds_00017230-RA
OG0008820	AH000108-RA	Ds_00016453-RA
OG0008821	AH007751-RA	Ds_00002832-RA
OG0008823	AH014387-RA	Ds_00014669-RA
OG0008824	AH019977-RA	Ds_00005916-RA
OG0008826	AH019036-RA	Ds_00014992-RA
OG0008827	AH020643-RA	Ds_00007199-RA
OG0008828	AH023299-RA	Ds_00014250-RA
OG0008829	AH012329-RA	Ds_00012958-RA
OG0008830	AH012346-RA	Ds_00012968-RA
OG0008831	AH008229-RA	Ds_00016233-RA, Ds_00009092-RA, Ds_00016232-RA
OG0008833	AH002032-RA	Ds_00002426-RA
OG0008835	AH014407-RA	Ds_00007951-RA
OG0008837	AH009630-RA	Ds_00015935-RA
OG0008840	AH016235-RA	Ds_00014234-RA
OG0008842	AH014111-RA	Ds_00009629-RA
OG0008843	AH014269-RA	Ds_00016449-RA
OG0008844	AH020422-RA	Ds_00003437-RA
OG0008845	AH011785-RA	Ds_00013451-RA
OG0008846	AH011223-RA, AH011225-RA, AH011224-RA	Ds_00003922-RA
OG0008848	AH012043-RA	Ds_00001776-RA
OG0008849	AH014314-RA	Ds_00016992-RA
OG0008851	AH001533-RA	Ds_00016921-RA
OG0008856	AH004998-RA	Ds_00004935-RA
OG0008857	AH002232-RA, AH000850-RA	Ds_00000196-RA
OG0008858	AH013485-RA	Ds_00000444-RA
OG0008859	AH022465-RA	Ds_00006680-RA, Ds_00011802-RA
OG0008861	AH013277-RA	Ds_00010167-RA
OG0008864	AH002119-RA	Ds_00002408-RA
OG0008865	AH014427-RA	Ds_00016859-RA
OG0008866	AH023343-RA	Ds_00014596-RA, Ds_00014597-RA
OG0008867	AH020781-RA	Ds_00007272-RA
OG0008868	AH013312-RA	Ds_00007629-RA
OG0008869	AH000464-RA	Ds_00000723-RA
OG0008872	AH015727-RA, AH002702-RA	Ds_00012345-RA
OG0008873	AH003056-RA	Ds_00013278-RA
OG0008874	AH009518-RA	Ds_00002862-RA
OG0008876	AH013079-RA	Ds_00005119-RA, Ds_00009596-RA
OG0008879	AH012343-RA	Ds_00012355-RA, Ds_00012965-RA
OG0008882	AH007144-RA	Ds_00010805-RA
OG0008883	AH012286-RA	Ds_00012944-RA
OG0008884	AH017064-RA	Ds_00003408-RA
OG0008885	AH018751-RA, AH003124-RA	Ds_00002127-RA
OG0008887	AH019127-RA, AH015805-RA	Ds_00012848-RA, Ds_00010414-RA
OG0008888	AH018223-RA, AH011437-RA	Ds_00000445-RA
OG0008889	AH001562-RA	Ds_00000774-RA
OG0008890	AH009101-RA	Ds_00017902-RA
OG0008891	AH001954-RA	Ds_00013618-RA
OG0008892	AH006410-RA, AH014389-RA	Ds_00009842-RA
OG0008893	AH014505-RA	Ds_00000249-RA
OG0008895	AH023233-RA	Ds_00004231-RA
OG0008896	AH018460-RA	Ds_00005282-RA
OG0008899	AH014825-RA, AH021388-RA	Ds_00011499-RA
OG0008900	AH020370-RA	Ds_00011012-RA
OG0008901	AH015941-RA, AH023529-RA	Ds_00010449-RA
OG0008902	AH000080-RA, AH001105-RA, AH000079-RA	Ds_00017422-RA
OG0008903	AH006462-RA	Ds_00016562-RA
OG0008904	AH016648-RA	Ds_00011093-RA
OG0008906	AH018820-RA	Ds_00004890-RA
OG0008908	AH019282-RA	Ds_00015395-RA
OG0008909	AH014144-RA	Ds_00014793-RA
OG0008910	AH022136-RA	Ds_00012269-RA
OG0008912	AH021290-RA	Ds_00005486-RA
OG0008914	AH022657-RA, AH013884-RA	Ds_00011580-RA
OG0008915	AH013808-RA	Ds_00008268-RA
OG0008916	AH006803-RA	Ds_00000816-RA
OG0008917	AH007640-RA	Ds_00006073-RA
OG0008918	AH023401-RA	Ds_00005986-RA
OG0008919	AH000158-RA	Ds_00014570-RA
OG0008920	AH015939-RA	Ds_00003258-RA
OG0008922	AH020488-RA, AH006668-RA	Ds_00012672-RA
OG0008923	AH015589-RA, AH007415-RA	Ds_00016769-RA
OG0008924	AH016934-RA	Ds_00001509-RA, Ds_00010898-RA
OG0008925	AH014777-RA	Ds_00011158-RA
OG0008926	AH018806-RA	Ds_00009961-RA
OG0008927	AH008175-RA	Ds_00011729-RA
OG0008928	AH022449-RA	Ds_00001004-RA
OG0008929	AH016871-RA, AH023734-RA	Ds_00004096-RA
OG0008930	AH010849-RA	Ds_00005273-RA
OG0008931	AH000243-RA	Ds_00012316-RA
OG0008932	AH004228-RA	Ds_00008089-RA
OG0008933	AH001278-RA, AH015154-RA	Ds_00016227-RA
OG0008935	AH002863-RA	Ds_00005205-RA
OG0008938	AH009794-RA	Ds_00006371-RA
OG0008939	AH013207-RA	Ds_00010032-RA
OG0008940	AH013084-RA	Ds_00012274-RA
OG0008941	AH022732-RA	Ds_00011082-RA
OG0008942	AH021782-RA	Ds_00015581-RA, Ds_00015796-RA
OG0008943	AH020461-RA	Ds_00005723-RA, Ds_00003691-RA
OG0008944	AH022071-RA	Ds_00010927-RA
OG0008945	AH021103-RA	Ds_00008213-RA
OG0008947	AH012649-RA	Ds_00008724-RA, Ds_00008726-RA, Ds_00016972-RA
OG0008948	AH022620-RA, AH013847-RA	Ds_00011560-RA
OG0008949	AH006879-RA	Ds_00002694-RA
OG0008950	AH004180-RA	Ds_00006012-RA
OG0008951	AH004018-RA	Ds_00008423-RA
OG0008952	AH012577-RA	Ds_00015583-RA
OG0008954	AH021326-RA	Ds_00012739-RA
OG0008955	AH022995-RA	Ds_00015258-RA
OG0008956	AH011017-RA	Ds_00014561-RA
OG0008957	AH010549-RA, AH010550-RA	Ds_00006907-RA
OG0008958	AH010072-RA	Ds_00017464-RA
OG0008960	AH020353-RA	Ds_00009569-RA
OG0008961	AH004212-RA	Ds_00003308-RA
OG0008962	AH021931-RA	Ds_00000876-RA
OG0008963	AH001298-RA	Ds_00005199-RA
OG0008964	AH016631-RA	Ds_00006699-RA
OG0008965	AH010143-RA, AH008001-RA	Ds_00001822-RA
OG0008967	AH007802-RA	Ds_00002776-RA
OG0008968	AH011819-RA	Ds_00003363-RA
OG0008969	AH022358-RA, AH013527-RA	Ds_00013769-RA
OG0008970	AH021723-RA	Ds_00014309-RA
OG0008971	AH008166-RA	Ds_00002950-RA
OG0008972	AH013655-RA	Ds_00010070-RA
OG0008973	AH022476-RA	Ds_00007523-RA
OG0008974	AH018166-RA	Ds_00005144-RA
OG0008975	AH019883-RA	Ds_00005083-RA
OG0008976	AH021495-RA	Ds_00015378-RA
OG0008977	AH022729-RA	Ds_00006694-RA
OG0008978	AH022600-RA, AH013860-RA	Ds_00008301-RA
OG0008979	AH010315-RA	Ds_00017682-RA
OG0008981	AH008007-RA	Ds_00017520-RA, Ds_00017521-RA
OG0008982	AH011712-RA	Ds_00003194-RA
OG0008984	AH015624-RA	Ds_00007705-RA
OG0008985	AH015886-RA	Ds_00005981-RA
OG0008986	AH017725-RA, AH003732-RA	Ds_00012328-RA
OG0008987	AH023134-RA	Ds_00004746-RA
OG0008988	AH001374-RA, AH001375-RA	Ds_00001182-RA
OG0008989	AH017441-RA	Ds_00001132-RA
OG0008991	AH016278-RA	Ds_00017115-RA
OG0008992	AH005903-RA, AH009909-RA	Ds_00001556-RA
OG0008993	AH020259-RA, AH010737-RA	Ds_00002721-RA
OG0008994	AH007265-RA	Ds_00007657-RA
OG0008995	AH011034-RA	Ds_00013932-RA
OG0008996	AH021648-RA	Ds_00000879-RA, Ds_00015111-RA
OG0008997	AH014895-RA	Ds_00010263-RA
OG0008998	AH006295-RA, AH003443-RA	Ds_00005435-RA
OG0009001	AH003395-RA, AH012839-RA	Ds_00003203-RA, Ds_00017450-RA
OG0009002	AH007967-RA	Ds_00017859-RA
OG0009004	AH020341-RA	Ds_00011032-RA
OG0009005	AH022466-RA	Ds_00004027-RA
OG0009006	AH008154-RA	Ds_00002942-RA
OG0009007	AH010028-RA	Ds_00001778-RA
OG0009008	AH002766-RA, AH021582-RA	Ds_00015130-RA
OG0009009	AH009030-RA	Ds_00002914-RA
OG0009010	AH010331-RA	Ds_00004026-RA
OG0009011	AH013529-RA	Ds_00013772-RA
OG0009012	AH013531-RA	Ds_00003833-RA
OG0009013	AH020604-RA, AH000001-RA	Ds_00005697-RA
OG0009014	AH013551-RA	Ds_00009703-RA
OG0009015	AH009447-RA	Ds_00002888-RA
OG0009017	AH004918-RA	Ds_00010748-RA
OG0009018	AH023598-RA	Ds_00016146-RA
OG0009019	AH007099-RA	Ds_00006383-RA, Ds_00015095-RA, Ds_00015094-RA
OG0009020	AH006414-RA	Ds_00005427-RA
OG0009022	AH008927-RA	Ds_00004825-RA
OG0009023	AH011871-RA	Ds_00002895-RA
OG0009024	AH005180-RA	Ds_00004800-RA
OG0009025	AH007210-RA	Ds_00006450-RA
OG0009026	AH011358-RA	Ds_00002793-RA, Ds_00002792-RA
OG0009028	AH004528-RA, AH004527-RA, AH005160-RA	Ds_00010762-RA
OG0009029	AH007618-RA	Ds_00007652-RA
OG0009030	AH001764-RA	Ds_00005620-RA
OG0009031	AH023693-RA	Ds_00017566-RA
OG0009032	AH009856-RA	Ds_00013884-RA
OG0009033	AH006001-RA	Ds_00010968-RA
OG0009035	AH019973-RA	Ds_00005047-RA
OG0009036	AH009428-RA	Ds_00002899-RA
OG0009037	AH002553-RA	Ds_00000374-RA
OG0009038	AH017279-RA	Ds_00001030-RA
OG0009039	AH012038-RA, AH019637-RA	Ds_00012575-RA, Ds_00005677-RA
OG0009040	AH005282-RA	Ds_00008967-RA
OG0009041	AH007621-RA	Ds_00003900-RA
OG0009042	AH008999-RA	Ds_00014194-RA
OG0009043	AH001801-RA	Ds_00009774-RA
OG0009044	AH007528-RA	Ds_00006915-RA
OG0009045	AH007402-RA	Ds_00008041-RA
OG0009046	AH012108-RA, AH019602-RA	Ds_00012075-RA
OG0009047	AH004332-RA, AH005000-RA	Ds_00017572-RA, Ds_00003685-RA
OG0009048	AH011887-RA, AH019738-RA	Ds_00007687-RA
OG0009049	AH018154-RA	Ds_00013267-RA
OG0009050	AH014889-RA	Ds_00017685-RA, Ds_00010273-RA, Ds_00006873-RA
OG0009051	AH005421-RA	Ds_00009110-RA
OG0009052	AH010798-RA	Ds_00017169-RA
OG0009053	AH009527-RA	Ds_00012524-RA
OG0009054	AH013010-RA	Ds_00001001-RA
OG0009055	AH014621-RA, AH021194-RA	Ds_00014364-RA
OG0009056	AH006103-RA	Ds_00006773-RA
OG0009057	AH022923-RA	Ds_00011344-RA
OG0009059	AH008524-RA	Ds_00017545-RA
OG0009060	AH000952-RA, AH001622-RA	Ds_00013365-RA
OG0009061	AH012832-RA	Ds_00017870-RA
OG0009062	AH006962-RA	Ds_00002741-RA
OG0009063	AH021176-RA	Ds_00012139-RA
OG0009064	AH002253-RA	Ds_00013579-RA
OG0009065	AH007048-RA	Ds_00004622-RA
OG0009066	AH002532-RA	Ds_00003805-RA
OG0009067	AH003314-RA	Ds_00015535-RA
OG0009068	AH012941-RA	Ds_00017757-RA
OG0009069	AH009385-RB, AH009385-RA	Ds_00002910-RA
OG0009070	AH019624-RA	Ds_00004142-RA
OG0009071	AH002535-RA	Ds_00017482-RA, Ds_00003808-RA
OG0009072	AH018631-RA, AH013638-RA	Ds_00015942-RA
OG0009073	AH022851-RA, AH011854-RA	Ds_00004674-RA
OG0009074	AH002976-RA, AH017245-RA	Ds_00013297-RA, Ds_00002136-RA
OG0009075	AH018658-RA	Ds_00002098-RA
OG0009076	AH008566-RA	Ds_00009229-RA
OG0009077	AH019274-RA	Ds_00003029-RA
OG0009078	AH004046-RA	Ds_00011183-RA
OG0009079	AH009584-RA	Ds_00017966-RA, Ds_00017921-RA
OG0009080	AH020206-RA	Ds_00007607-RA
OG0009081	AH013111-RA	Ds_00000745-RA
OG0009082	AH006036-RA, AH003695-RA	Ds_00011858-RA
OG0009083	AH007299-RA	Ds_00015646-RA
OG0009084	AH007735-RA	Ds_00006264-RA
OG0009085	AH003909-RA	Ds_00009427-RA
OG0009087	AH019829-RA	Ds_00003115-RA
OG0009089	AH011353-RA	Ds_00016423-RA
OG0009090	AH011382-RA, AH011615-RA	Ds_00004146-RA
OG0009092	AH023761-RA	Ds_00007485-RA
OG0009093	AH020168-RA	Ds_00007100-RA
OG0009094	AH009134-RA	Ds_00006369-RA
OG0009095	AH013276-RA	Ds_00013877-RA
OG0009096	AH010392-RA	Ds_00004021-RA
OG0009097	AH017746-RA	Ds_00014549-RA
OG0009099	AH007867-RA	Ds_00006247-RA
OG0009100	AH001659-RA	Ds_00008926-RA, Ds_00008191-RA
OG0009101	AH014668-RA	Ds_00014169-RA
OG0009102	AH019134-RA	Ds_00017944-RA
OG0009103	AH017915-RA	Ds_00011372-RA
OG0009105	AH016512-RA, AH022848-RA	Ds_00008458-RA
OG0009106	AH007986-RA, AH010159-RA	Ds_00017503-RA
OG0009107	AH005557-RA	Ds_00010517-RA
OG0009108	AH014603-RA	Ds_00000416-RA
OG0009109	AH014678-RA	Ds_00002304-RA
OG0009110	AH000018-RA	Ds_00016076-RA
OG0009111	AH019415-RA	Ds_00009301-RA
OG0009113	AH018321-RA	Ds_00001379-RA
OG0009114	AH017315-RA	Ds_00016266-RA
OG0009115	AH017825-RA	Ds_00000379-RA
OG0009116	AH020232-RA, AH004452-RA	Ds_00002740-RA
OG0009117	AH001152-RA	Ds_00013916-RA
OG0009118	AH015751-RA, AH019381-RA	Ds_00003837-RA
OG0009119	AH010254-RA	Ds_00017458-RA
OG0009121	AH018227-RA	Ds_00008153-RA
OG0009122	AH016613-RA	Ds_00011074-RA
OG0009123	AH018768-RA	Ds_00013102-RA
OG0009124	AH016221-RA	Ds_00004701-RA
OG0009125	AH017562-RA	Ds_00014106-RA
OG0009126	AH013966-RA	Ds_00005618-RA
OG0009127	AH018213-RA	Ds_00008127-RA
OG0009128	AH022789-RA, AH016581-RA	Ds_00013492-RA
OG0009129	AH018366-RA	Ds_00013136-RA
OG0009130	AH003128-RA, AH001039-RA	Ds_00016069-RA
OG0009131	AH004072-RA, AH005418-RA	Ds_00008399-RA
OG0009132	AH018438-RA	Ds_00016591-RA
OG0009134	AH009342-RA	Ds_00006985-RA
OG0009135	AH006400-RA	Ds_00001838-RA
OG0009136	AH013581-RA	Ds_00014151-RA
OG0009137	AH018514-RA, AH003246-RA	Ds_00013106-RA
OG0009138	AH004920-RA	Ds_00017394-RA
OG0009139	AH022895-RA	Ds_00009272-RA
OG0009140	AH011111-RA	Ds_00016813-RA
OG0009141	AH009155-RA	Ds_00008808-RA, Ds_00008811-RA
OG0009142	AH022878-RA	Ds_00009264-RA, Ds_00009262-RA
OG0009143	AH019137-RA	Ds_00001902-RA
OG0009144	AH004338-RA	Ds_00008448-RA
OG0009145	AH017455-RA	Ds_00010622-RA
OG0009146	AH011446-RA	Ds_00008108-RA
OG0009147	AH021032-RA	Ds_00003782-RA
OG0009148	AH016432-RA, AH022983-RA	Ds_00008562-RA
OG0009149	AH005510-RA	Ds_00005899-RA
OG0009150	AH004737-RA	Ds_00009008-RA
OG0009151	AH018375-RA	Ds_00008107-RA
OG0009152	AH018270-RA	Ds_00002802-RA
OG0009153	AH004442-RA, AH011503-RA, AH011502-RA	Ds_00015442-RA
OG0009154	AH015768-RA	Ds_00017508-RA
OG0009155	AH011560-RA, AH018465-RA	Ds_00004870-RA, Ds_00013096-RA
OG0009157	AH015145-RA, AH021586-RA	Ds_00015228-RA
OG0009158	AH003847-RA	Ds_00009384-RA
OG0009159	AH009377-RA	Ds_00017274-RA
OG0009160	AH012163-RA	Ds_00015635-RA
OG0009161	AH020426-RA	Ds_00006492-RA
OG0009162	AH022844-RA	Ds_00006733-RA
OG0009163	AH005385-RA	Ds_00008576-RA
OG0009164	AH013578-RA	Ds_00003288-RA
OG0009167	AH017258-RA	Ds_00011427-RA
OG0009169	AH017538-RA	Ds_00017142-RA
OG0009170	AH012619-RA	Ds_00007015-RA
OG0009171	AH016537-RA, AH022883-RA	Ds_00008476-RA
OG0009173	AH005502-RA	Ds_00008551-RA
OG0009174	AH006394-RA, AH006393-RA, AH003366-RA, AH006392-RA	Ds_00001401-RA
OG0009175	AH015888-RA	Ds_00014134-RA
OG0009176	AH005473-RA	Ds_00008565-RA
OG0009177	AH004368-RA, AH005033-RA	Ds_00009156-RA
OG0009178	AH018385-RA	Ds_00004915-RA
OG0009179	AH007906-RA	Ds_00008948-RA
OG0009180	AH017445-RA	Ds_00007152-RA
OG0009181	AH018513-RA, AH003247-RA	Ds_00007400-RA
OG0009182	AH018252-RA, AH011426-RA	Ds_00013273-RA
OG0009185	AH023618-RA	Ds_00005443-RA, Ds_00002919-RA
OG0009190	AH017254-RA	Ds_00017187-RA, Ds_00009733-RA, Ds_00012422-RA
OG0009191	AH017650-RA	Ds_00011428-RA
OG0009192	AH008792-RA	Ds_00003487-RA
OG0009193	AH008349-RA	Ds_00000587-RA
OG0009195	AH020192-RA	Ds_00002763-RA
OG0009198	AH005948-RA	Ds_00012827-RA
OG0009200	AH012420-RA	Ds_00016405-RA
OG0009201	AH007135-RA	Ds_00003222-RA
OG0009202	AH007044-RA	Ds_00007110-RA
OG0009203	AH007340-RA	Ds_00003976-RA
OG0009204	AH001694-RA	Ds_00008915-RA
OG0009255	AH020130-RA	Ds_00007109-RA
OG0009256	AH011011-RA	Ds_00013939-RA
OG0009257	AH022082-RA	Ds_00015541-RA
OG0009258	AH019407-RA	Ds_00006415-RA
OG0009260	AH006757-RA	Ds_00009593-RA, Ds_00010992-RA
OG0009261	AH011046-RA	Ds_00007573-RA
OG0009262	AH007130-RA	Ds_00005070-RA
OG0009264	AH005862-RA	Ds_00006026-RA
OG0009266	AH019091-RA	Ds_00007983-RA, Ds_00006861-RA
OG0009267	AH013327-RA	Ds_00018042-RA
OG0009268	AH012673-RA, AH021858-RA	Ds_00001639-RA
OG0009269	AH000144-RA	Ds_00009573-RA
OG0009270	AH010864-RA	Ds_00006191-RA
OG0009271	AH022238-RA	Ds_00005551-RA
OG0009272	AH023452-RA	Ds_00010831-RA, Ds_00010830-RA
OG0009273	AH022475-RA	Ds_00010043-RA
OG0009275	AH011112-RA	Ds_00016814-RA
OG0009276	AH013219-RA	Ds_00010025-RA
OG0009278	AH020399-RA	Ds_00009588-RA
OG0009279	AH018525-RA	Ds_00004844-RA
OG0009280	AH007554-RA	Ds_00003649-RA
OG0009281	AH017663-RA, AH002723-RA	Ds_00012349-RA
OG0009282	AH003433-RA	Ds_00006647-RA
OG0009284	AH013076-RA	Ds_00017899-RA
OG0009286	AH019433-RA	Ds_00013870-RA
OG0009287	AH022245-RA	Ds_00000457-RA
OG0009288	AH007466-RA, AH011124-RA	Ds_00006658-RA
OG0009289	AH006134-RA	Ds_00013222-RA
OG0009290	AH013045-RA	Ds_00001010-RA
OG0009291	AH022948-RA	Ds_00005897-RA, Ds_00009220-RA
OG0009292	AH010786-RA	Ds_00006174-RA
OG0009293	AH018236-RA, AH011454-RA	Ds_00013266-RA
OG0009296	AH013901-RA	Ds_00015681-RA
OG0009298	AH005975-RA	Ds_00007628-RA
OG0009299	AH020241-RA	Ds_00013250-RA
OG0009300	AH018130-RA	Ds_00004092-RA, Ds_00017647-RA
OG0009301	AH001618-RA	Ds_00013363-RA
OG0009302	AH013382-RA, AH022349-RA	Ds_00000477-RA
OG0009303	AH017159-RA	Ds_00017782-RA
OG0009304	AH020257-RA	Ds_00002728-RA
OG0009306	AH019106-RA	Ds_00010360-RA, Ds_00015274-RA
OG0009308	AH009333-RA	Ds_00017284-RA
OG0009309	AH020111-RA	Ds_00003135-RA
OG0009310	AH001439-RA	Ds_00014841-RA
OG0009312	AH013372-RA	Ds_00000481-RA
OG0009313	AH012574-RA, AH020327-RA	Ds_00010776-RA
OG0009315	AH001993-RA	Ds_00000552-RA
OG0009316	AH021701-RA	Ds_00015986-RA
OG0009317	AH003474-RA, AH006321-RA	Ds_00005407-RA
OG0009319	AH008603-RA	Ds_00007352-RA
OG0009321	AH006315-RA	Ds_00005412-RA
OG0009322	AH012507-RA	Ds_00006848-RA
OG0009323	AH019112-RA	Ds_00014862-RA
OG0009324	AH020463-RA, AH006709-RA	Ds_00005784-RA
OG0009325	AH022724-RA, AH011230-RA	Ds_00017949-RA
OG0009326	AH003773-RA	Ds_00000928-RA
OG0009327	AH010157-RA	Ds_00013895-RA
OG0009329	AH017748-RA	Ds_00007825-RA
OG0009331	AH017886-RA	Ds_00007775-RA
OG0009332	AH023075-RA	Ds_00006601-RA
OG0009333	AH004020-RA, AH005513-RA	Ds_00009123-RA
OG0009334	AH019374-RA, AH011823-RA, AH020128-RA	Ds_00007097-RA
OG0009335	AH017289-RA	Ds_00012360-RA
OG0009336	AH010613-RA	Ds_00003948-RA
OG0009337	AH015857-RA	Ds_00007013-RA
OG0009338	AH022957-RA	Ds_00013174-RA
OG0009339	AH020699-RA	Ds_00007241-RA
OG0009341	AH017753-RA, AH007591-RA	Ds_00002095-RA
OG0009343	AH006504-RA	Ds_00012608-RA
OG0009344	AH018946-RA	Ds_00007410-RA
OG0009345	AH006706-RA	Ds_00005782-RA
OG0009346	AH015408-RA	Ds_00014443-RA
OG0009347	AH018041-RA	Ds_00009326-RA
OG0009348	AH007424-RA	Ds_00008650-RA
OG0009349	AH011001-RA	Ds_00014764-RA
OG0009351	AH011779-RA	Ds_00005026-RA
OG0009352	AH020101-RA	Ds_00004653-RA
OG0009354	AH017880-RA	Ds_00001112-RA
OG0009355	AH007442-RA	Ds_00013740-RA
OG0009356	AH003888-RA	Ds_00006751-RA
OG0009357	AH020181-RA	Ds_00001865-RA
OG0009358	AH007562-RA	Ds_00006319-RA
OG0009359	AH011777-RA	Ds_00009359-RA
OG0009360	AH019063-RA	Ds_00004507-RA
OG0009361	AH008283-RA	Ds_00014054-RA
OG0009362	AH021509-RA	Ds_00015390-RA
OG0009363	AH019341-RA	Ds_00005891-RA
OG0009364	AH022972-RA	Ds_00007834-RA
OG0009365	AH006840-RA	Ds_00007623-RA
OG0009366	AH002429-RA, AH002564-RA	Ds_00007774-RA
OG0009367	AH013665-RA, AH010610-RA	Ds_00003704-RA
OG0009368	AH006443-RA	Ds_00001447-RA
OG0009369	AH017693-RA	Ds_00013619-RA
OG0009370	AH002530-RA	Ds_00003779-RA
OG0009371	AH000294-RA, AH002707-RA	Ds_00011816-RA
OG0009372	AH007756-RA	Ds_00006273-RA
OG0009373	AH006308-RA	Ds_00011889-RA
OG0009374	AH000374-RA, AH000375-RA	Ds_00008341-RA
OG0009375	AH007084-RA, AH020100-RA	Ds_00004654-RA, Ds_00003138-RA
OG0009376	AH014476-RA, AH020913-RA	Ds_00009340-RA
OG0009377	AH002479-RA, AH016901-RA	Ds_00011632-RA
OG0009378	AH009714-RA	Ds_00011291-RA
OG0009379	AH009006-RA	Ds_00013675-RA, Ds_00013677-RA
OG0009382	AH019697-RA	Ds_00005628-RA, Ds_00005627-RA
OG0009383	AH023759-RA	Ds_00003037-RA
OG0009384	AH005324-RA	Ds_00001952-RA
OG0009385	AH001600-RA	Ds_00008202-RA
OG0009386	AH009448-RA	Ds_00002887-RA
OG0009388	AH006454-RA	Ds_00000047-RA
OG0009389	AH010657-RA	Ds_00003709-RA
OG0009390	AH011751-RA	Ds_00007072-RA
OG0009391	AH000885-RA	Ds_00000021-RA
OG0009392	AH006175-RA, AH003900-RA	Ds_00009420-RA
OG0009393	AH008442-RA	Ds_00001492-RA
OG0009394	AH001897-RA	Ds_00015314-RA
OG0009395	AH008854-RA	Ds_00008676-RA
OG0009396	AH016925-RA	Ds_00003052-RA
OG0009397	AH001605-RA	Ds_00017033-RA
OG0009399	AH002313-RA	Ds_00008856-RA
OG0009400	AH006186-RA	Ds_00006756-RA
OG0009401	AH003794-RA	Ds_00001475-RA
OG0009402	AH008897-RA	Ds_00015844-RA
OG0009403	AH003607-RA	Ds_00013423-RA
OG0009404	AH021180-RA, AH014647-RA	Ds_00013535-RA
OG0009405	AH002274-RA, AH000805-RA	Ds_00000056-RA
OG0009406	AH000816-RA	Ds_00000046-RA
OG0009407	AH003346-RA	Ds_00014469-RA
OG0009408	AH005620-RA	Ds_00013387-RA
OG0009409	AH004954-RA, AH004297-RA	Ds_00005422-RA
OG0009411	AH017201-RA	Ds_00011967-RA
OG0009412	AH010720-RA	Ds_00006982-RA
OG0009413	AH008536-RA	Ds_00012181-RA
OG0009415	AH020522-RA	Ds_00005740-RA
OG0009416	AH015829-RA	Ds_00004731-RA
OG0009417	AH000593-RA	Ds_00011267-RA
OG0009418	AH000550-RA	Ds_00016502-RA
OG0009419	AH003862-RA	Ds_00006741-RA
OG0009420	AH005802-RA	Ds_00001969-RA
OG0009421	AH008545-RA	Ds_00001522-RA
OG0009422	AH008602-RA	Ds_00001529-RA
OG0009424	AH016872-RA	Ds_00010012-RA
OG0009426	AH001909-RA	Ds_00002332-RA
OG0009427	AH002307-RA	Ds_00000073-RA
OG0009428	AH008433-RA	Ds_00007867-RA
OG0009429	AH005961-RA	Ds_00007049-RA
OG0009430	AH000900-RA	Ds_00008806-RA
OG0009432	AH005333-RA	Ds_00001950-RA
OG0009433	AH005618-RA, AH002924-RA	Ds_00017179-RA
OG0009434	AH007484-RA	Ds_00016805-RA
OG0009435	AH004961-RA	Ds_00005420-RA
OG0009438	AH001528-RA	Ds_00015849-RA
OG0009439	AH000950-RA	Ds_00013358-RA
OG0009440	AH001895-RA	Ds_00015316-RA
OG0009441	AH008873-RA	Ds_00011950-RA
OG0009442	AH003731-RA	Ds_00009463-RA
OG0009443	AH001598-RA, AH000931-RA	Ds_00017025-RA
OG0009446	AH008712-RA	Ds_00001595-RA
OG0009447	AH005668-RA	Ds_00003615-RA
OG0009448	AH008607-RA	Ds_00000280-RA
OG0009449	AH005892-RA, AH003952-RA	Ds_00005394-RA
OG0009450	AH004199-RA	Ds_00001963-RA
OG0009451	AH015275-RA	Ds_00009791-RA
OG0009452	AH001858-RA	Ds_00015320-RA, Ds_00004352-RA
OG0009454	AH003611-RA	Ds_00001423-RA
OG0009455	AH021170-RA, AH014649-RA	Ds_00007915-RA
OG0009457	AH006229-RA	Ds_00001797-RA
OG0009458	AH008825-RA	Ds_00001611-RA
OG0009459	AH010163-RA	Ds_00014686-RA
OG0009460	AH004593-RA	Ds_00012702-RA
OG0009461	AH020238-RA	Ds_00007894-RA, Ds_00007895-RA
OG0009462	AH009720-RA	Ds_00011293-RA
OG0009463	AH007976-RA	Ds_00005338-RA
OG0009465	AH017190-RA	Ds_00014404-RA
OG0009466	AH003866-RA	Ds_00009398-RA
OG0009467	AH001601-RA	Ds_00017027-RA
OG0009468	AH021606-RA	Ds_00015230-RA
OG0009469	AH022054-RA	Ds_00010645-RA
OG0009470	AH019308-RA, AH015626-RA	Ds_00002102-RA
OG0009471	AH015690-RA	Ds_00014246-RA
OG0009473	AH021330-RA	Ds_00004389-RA
OG0009475	AH018026-RA	Ds_00000914-RA
OG0009477	AH015250-RA	Ds_00012908-RA
OG0009478	AH021518-RA	Ds_00013991-RA
OG0009479	AH021276-RA	Ds_00004292-RA
OG0009481	AH005083-RA	Ds_00014075-RA
OG0009482	AH001920-RA	Ds_00012244-RA
OG0009485	AH007704-RA	Ds_00016290-RA
OG0009486	AH009998-RA	Ds_00002191-RA
OG0009487	AH021272-RA	Ds_00004289-RA
OG0009488	AH021002-RA	Ds_00010472-RA
