Orthogroup	A_coerulea.proteins	G_max.proteins
OG0001683	Aqcoe5G467700.1.p	GmISU01.08G022900.9.p, GmISU01.08G022900.5.p, GmISU01.08G022900.4.p, GmISU01.08G022900.8.p, GmISU01.08G022900.16.p, GmISU01.08G022900.11.p, GmISU01.08G022900.3.p, GmISU01.08G022900.19.p, GmISU01.08G022900.2.p, GmISU01.08G022900.15.p, GmISU01.08G022900.20.p, GmISU01.08G022900.10.p, GmISU01.08G022900.21.p, GmISU01.08G022900.22.p, GmISU01.08G022900.18.p, GmISU01.08G022900.17.p, GmISU01.05G186900.12.p, GmISU01.05G186900.9.p, GmISU01.05G186900.3.p, GmISU01.05G186900.14.p, GmISU01.05G186900.13.p, GmISU01.05G186900.7.p, GmISU01.05G186900.11.p, GmISU01.05G186900.2.p, GmISU01.05G186900.6.p, GmISU01.05G186900.8.p, GmISU01.05G186900.1.p
OG0001684	Aqcoe5G301000.2.p, Aqcoe5G301000.4.p, Aqcoe5G301000.1.p, Aqcoe5G301000.3.p	GmISU01.12G137100.6.p, GmISU01.12G137100.9.p, GmISU01.12G137100.10.p, GmISU01.12G137100.7.p, GmISU01.12G137100.8.p, GmISU01.16G002200.8.p, GmISU01.16G002200.7.p, GmISU01.16G002200.5.p, GmISU01.16G002200.6.p, GmISU01.12G137100.1.p, GmISU01.16G002200.4.p, GmISU01.16G002200.1.p, GmISU01.16G002200.3.p, GmISU01.16G002200.2.p
OG0001685	Aqcoe5G009000.1.p	GmISU01.10G102900.1.p, GmISU01.20G055100.1.p, GmISU01.19G136300.1.p, GmISU01.03G132400.1.p
OG0001686	Aqcoe5G036900.1.p	GmISU01.20G165400.2.p, GmISU01.03G123200.1.p, GmISU01.19G127400.1.p, GmISU01.19G127400.2.p, GmISU01.02G126000.1.p
OG0001687	Aqcoe5G195700.1.p, Aqcoe5G195700.2.p	GmISU01.06G029700.11.p, GmISU01.06G029700.3.p, GmISU01.06G029700.8.p, GmISU01.06G029700.1.p, GmISU01.06G029700.7.p, GmISU01.06G029700.12.p, GmISU01.06G029700.10.p, GmISU01.06G029700.2.p, GmISU01.04G030800.3.p, GmISU01.04G030800.6.p, GmISU01.04G030800.1.p, GmISU01.04G030800.2.p, GmISU01.04G030800.5.p, GmISU01.14G070900.4.p, GmISU01.14G070900.3.p, GmISU01.17G217000.4.p, GmISU01.17G217000.2.p, GmISU01.17G217000.1.p, GmISU01.17G217000.3.p
OG0001688	Aqcoe5G148100.1.p	GmISU01.10G238700.7.p, GmISU01.10G238700.8.p, GmISU01.10G238700.5.p, GmISU01.10G238700.6.p, GmISU01.10G238700.4.p, GmISU01.10G238700.3.p, GmISU01.10G238700.2.p, GmISU01.20G077900.2.p, GmISU01.20G077900.1.p, GmISU01.20G077900.3.p
OG0001689	Aqcoe3G292100.1.p	GmISU01.19G051400.1.p
OG0001689	Aqcoe5G062300.1.p	GmISU01.15G021900.1.p, GmISU01.13G309800.1.p
OG0001690	Aqcoe5G279300.2.p, Aqcoe5G279300.1.p	GmISU01.04G208700.7.p, GmISU01.04G208700.1.p, GmISU01.04G208700.10.p, GmISU01.04G208700.8.p, GmISU01.04G208700.9.p, GmISU01.04G208700.2.p, GmISU01.04G208700.3.p, GmISU01.04G208700.13.p, GmISU01.04G208700.11.p, GmISU01.04G208700.15.p, GmISU01.04G208700.14.p, GmISU01.04G208700.12.p, GmISU01.04G208700.6.p, GmISU01.06G100300.4.p, GmISU01.06G100300.2.p, GmISU01.06G100300.1.p, GmISU01.06G100300.3.p, GmISU01.14G138300.1.p, GmISU01.14G138300.3.p, GmISU01.13G057200.1.p
OG0001691	Aqcoe5G006000.2.p, Aqcoe5G006000.1.p	GmISU01.19G136400.2.p, GmISU01.19G136400.5.p, GmISU01.19G136400.6.p, GmISU01.19G136400.3.p, GmISU01.19G136400.1.p, GmISU01.19G136400.4.p, GmISU01.03G132500.3.p, GmISU01.03G132500.2.p, GmISU01.03G132500.1.p, GmISU01.10G039000.2.p, GmISU01.10G039000.4.p, GmISU01.10G039000.1.p, GmISU01.10G039000.3.p, GmISU01.13G102300.3.p, GmISU01.13G102300.1.p, GmISU01.13G102300.2.p
OG0001692	Aqcoe5G319800.1.p	GmISU01.06G148700.2.p, GmISU01.06G148700.1.p, GmISU01.04G164800.1.p, GmISU01.08G005200.1.p, GmISU01.08G005200.2.p, GmISU01.05G168300.1.p
OG0001692	Aqcoe5G083800.1.p	GmISU01.20G194600.3.p, GmISU01.20G194600.4.p, GmISU01.10G121200.1.p, GmISU01.19G195800.1.p, GmISU01.03G194100.1.p, GmISU01.03G194100.2.p
OG0001693	Aqcoe5G383000.1.p	GmISU01.06G204700.1.p, GmISU01.20G067200.1.p, GmISU01.20G067200.5.p, GmISU01.20G067200.7.p, GmISU01.20G067200.3.p, GmISU01.20G067200.6.p, GmISU01.20G067200.2.p, GmISU01.20G067200.8.p, GmISU01.20G067200.4.p, GmISU01.10G116600.6.p, GmISU01.10G116600.16.p, GmISU01.10G116600.2.p, GmISU01.10G116600.15.p, GmISU01.10G116600.3.p, GmISU01.10G116600.13.p, GmISU01.10G116600.14.p, GmISU01.10G116600.8.p, GmISU01.10G116600.1.p, GmISU01.10G116600.11.p, GmISU01.10G116600.7.p, GmISU01.10G116600.12.p, GmISU01.10G116600.9.p, GmISU01.10G116600.10.p
OG0001694	Aqcoe3G360100.1.p, Aqcoe3G360100.3.p, Aqcoe3G360100.2.p	GmISU01.01G016000.2.p, GmISU01.05G020400.5.p, GmISU01.17G070900.7.p, GmISU01.17G070900.1.p, GmISU01.17G070900.5.p, GmISU01.17G070900.6.p, GmISU01.17G070900.3.p
OG0001695	Aqcoe3G005300.2.p, Aqcoe3G005300.1.p, Aqcoe3G005200.1.p	GmISU01.09G141000.1.p
OG0001696	Aqcoe3G344900.1.p	GmISU01.19G081300.1.p, GmISU01.16G038400.1.p, GmISU01.04G136800.1.p, GmISU01.06G177600.1.p
OG0001697	Aqcoe3G192700.1.p	GmISU01.16G075600.1.p, GmISU01.05G120600.2.p, GmISU01.05G120600.6.p, GmISU01.05G120600.4.p, GmISU01.05G120600.7.p, GmISU01.05G120600.5.p, GmISU01.05G120600.3.p, GmISU01.05G120600.8.p, GmISU01.05G120600.1.p, GmISU01.08G094200.2.p, GmISU01.11G226500.3.p, GmISU01.11G226500.1.p, GmISU01.18G007700.7.p, GmISU01.18G007700.2.p, GmISU01.18G007700.4.p, GmISU01.18G007700.6.p, GmISU01.18G007700.5.p, GmISU01.18G007700.3.p
OG0001698	Aqcoe3G167400.1.p	GmISU01.16G041800.1.p, GmISU01.01G014600.1.p, GmISU01.09G167000.1.p, GmISU01.16G080100.1.p, GmISU01.16G067200.1.p
OG0001699	Aqcoe3G437000.2.p, Aqcoe3G437000.1.p	GmISU01.12G025800.2.p, GmISU01.12G025800.4.p, GmISU01.12G025800.1.p, GmISU01.12G025800.3.p, GmISU01.11G094400.3.p, GmISU01.11G094800.8.p, GmISU01.11G094800.9.p, GmISU01.11G094800.7.p, GmISU01.11G094800.6.p, GmISU01.11G094800.1.p, GmISU01.11G094800.3.p, GmISU01.11G094400.1.p, GmISU01.11G094800.2.p, GmISU01.11G094800.4.p
OG0001700	Aqcoe3G360500.1.p	GmISU01.20G022100.1.p, GmISU01.07G192700.1.p, GmISU01.01G049900.1.p, GmISU01.02G103400.2.p, GmISU01.17G071000.3.p, GmISU01.17G071000.1.p, GmISU01.17G071000.2.p, GmISU01.05G020300.1.p, GmISU01.04G134300.2.p, GmISU01.04G134300.1.p, GmISU01.06G181800.3.p, GmISU01.06G181800.2.p
OG0001701	Aqcoe3G175400.1.p	GmISU01.04G201700.1.p, GmISU01.06G108400.1.p
OG0001702	Aqcoe3G072000.1.p, Aqcoe3G383100.1.p	GmISU01.18G123600.1.p, GmISU01.08G310500.1.p, GmISU01.08G310500.2.p, GmISU01.18G123200.1.p, GmISU01.13G030400.1.p, GmISU01.19G032500.1.p
OG0001703	Aqcoe3G034000.1.p	GmISU01.05G204300.10.p, GmISU01.05G204300.9.p, GmISU01.05G204300.5.p, GmISU01.05G204300.4.p, GmISU01.05G204300.7.p, GmISU01.05G204300.6.p, GmISU01.05G204300.2.p, GmISU01.05G204300.3.p, GmISU01.05G204300.1.p, GmISU01.05G204300.8.p, GmISU01.08G327200.1.p, GmISU01.18G237000.1.p
OG0001717	Aqcoe2G359700.1.p, Aqcoe2G364400.1.p, Aqcoe2G077900.1.p, Aqcoe1G376100.1.p, Aqcoe2G179000.1.p	GmISU01.05G158800.1.p, GmISU01.08G135100.1.p
OG0001717	Aqcoe5G251500.1.p	GmISU01.20G131200.1.p, GmISU01.09G155800.1.p, GmISU01.06G181100.1.p, GmISU01.04G134600.1.p
OG0001718	Aqcoe2G258800.1.p	GmISU01.19G189500.1.p, GmISU01.03G188000.1.p
OG0001719	Aqcoe1G435900.1.p, Aqcoe2G113300.1.p	GmISU01.10G067300.1.p, GmISU01.10G067300.2.p, GmISU01.02G167500.1.p
OG0001721	Aqcoe6G259100.1.p, Aqcoe6G122600.1.p, Aqcoe7G316900.1.p, Aqcoe2G146700.1.p	GmISU01.11G063200.1.p, GmISU01.01G136000.1.p, GmISU01.01G136100.1.p, GmISU01.11G063100.1.p
OG0001722	Aqcoe5G228800.1.p, Aqcoe7G171200.1.p, Aqcoe4G263100.1.p, Aqcoe0300s0001.1.p, Aqcoe4G230300.1.p, Aqcoe3G150100.1.p, Aqcoe4G170100.1.p, Aqcoe4G231800.1.p, Aqcoe7G336100.1.p, Aqcoe1G311900.1.p, Aqcoe1G312600.1.p, Aqcoe1G312600.2.p, Aqcoe3G200900.1.p, Aqcoe3G038200.1.p, Aqcoe3G333900.1.p, Aqcoe0153s0001.1.p, Aqcoe5G037000.1.p, Aqcoe6G308000.1.p, Aqcoe4G222200.1.p, Aqcoe3G131700.1.p, Aqcoe6G200000.1.p, Aqcoe3G351200.1.p, Aqcoe3G163500.1.p, Aqcoe1G197600.1.p, Aqcoe3G049500.2.p, Aqcoe3G049500.1.p, Aqcoe4G252700.1.p, Aqcoe4G230800.1.p, Aqcoe4G230400.1.p, Aqcoe7G234100.1.p, Aqcoe2G157500.1.p, Aqcoe5G155500.1.p, Aqcoe1G204900.1.p, Aqcoe4G165600.1.p, Aqcoe5G253700.1.p, Aqcoe2G234500.1.p, Aqcoe5G225100.1.p, Aqcoe7G289500.1.p	GmISU01.06G164300.1.p, GmISU01.20G131550.1.p, GmISU01.17G079600.1.p
OG0001723	Aqcoe2G072400.1.p, Aqcoe2G072400.2.p	GmISU01.04G183500.2.p, GmISU01.04G183500.1.p, GmISU01.06G128000.5.p, GmISU01.06G128000.18.p, GmISU01.06G128000.17.p, GmISU01.06G128000.16.p, GmISU01.06G128000.15.p, GmISU01.06G128000.1.p, GmISU01.06G128000.14.p, GmISU01.06G128000.19.p, GmISU01.06G128000.22.p, GmISU01.06G128000.13.p, GmISU01.06G128000.24.p, GmISU01.06G128000.8.p, GmISU01.06G128000.12.p, GmISU01.06G128000.26.p, GmISU01.06G128000.25.p, GmISU01.06G128000.27.p, GmISU01.06G128000.23.p, GmISU01.06G128000.21.p, GmISU01.06G128000.20.p
OG0001724	Aqcoe5G066000.2.p, Aqcoe5G066000.1.p, Aqcoe2G322900.1.p	GmISU01.10G022200.2.p, GmISU01.10G022200.1.p, GmISU01.10G022200.3.p, GmISU01.02G135200.1.p
OG0001725	Aqcoe1G152200.1.p, Aqcoe2G084600.1.p	GmISU01.14G052500.1.p, GmISU01.02G224300.1.p, GmISU01.02G044100.1.p, GmISU01.16G104300.1.p, GmISU01.01G094700.1.p, GmISU01.03G040900.1.p
OG0001726	Aqcoe2G326200.1.p, Aqcoe2G326100.1.p, Aqcoe3G251000.1.p, Aqcoe6G154700.1.p, Aqcoe5G335500.1.p, Aqcoe6G154800.1.p	GmISU01.04G199500.1.p, GmISU01.06G110300.1.p, GmISU01.14G130700.1.p, GmISU01.13G018500.2.p
OG0001727	Aqcoe2G396800.1.p	GmISU01.19G085400.1.p, GmISU01.16G034800.1.p
OG0001727	Aqcoe2G066400.1.p	GmISU01.09G130100.1.p, GmISU01.04G168800.1.p, GmISU01.10G087100.1.p, GmISU01.14G041900.1.p
OG0001728	Aqcoe2G292000.2.p, Aqcoe2G292000.1.p	GmISU01.10G016700.3.p, GmISU01.10G016700.1.p, GmISU01.02G015900.2.p, GmISU01.02G015900.1.p, GmISU01.02G015900.3.p
OG0001729	Aqcoe2G367100.5.p, Aqcoe2G367100.1.p, Aqcoe2G367100.2.p, Aqcoe2G367100.3.p, Aqcoe2G367100.4.p	GmISU01.12G000500.9.p, GmISU01.12G000500.5.p, GmISU01.12G000500.2.p, GmISU01.12G000500.8.p, GmISU01.12G000500.7.p, GmISU01.12G000500.6.p
OG0001730	Aqcoe2G362300.2.p, Aqcoe2G362300.1.p	GmISU01.10G130700.1.p, GmISU01.20G184200.1.p, GmISU01.19G127200.1.p, GmISU01.03G122800.1.p, GmISU01.02G126600.1.p, GmISU01.10G030100.1.p
OG0001731	Aqcoe5G406200.1.p, Aqcoe5G406200.2.p	GmISU01.07G099100.3.p, GmISU01.07G099100.2.p, GmISU01.07G099100.1.p, GmISU01.03G085900.1.p
OG0001732	Aqcoe2G333900.1.p, Aqcoe5G060300.4.p, Aqcoe5G060300.2.p, Aqcoe5G060300.3.p, Aqcoe5G060300.1.p	GmISU01.03G196900.2.p, GmISU01.03G196900.1.p, GmISU01.19G198100.2.p, GmISU01.19G198100.1.p, GmISU01.10G124300.4.p, GmISU01.20G191100.1.p, GmISU01.20G191100.2.p
OG0001733	Aqcoe2G207400.3.p, Aqcoe2G207400.1.p, Aqcoe2G207400.4.p, Aqcoe2G207400.2.p	GmISU01.16G127700.2.p, GmISU01.16G127700.3.p, GmISU01.16G127700.1.p, GmISU01.10G174200.1.p, GmISU01.10G174200.2.p, GmISU01.13G284900.3.p, GmISU01.13G284900.4.p, GmISU01.12G143500.1.p
OG0001734	Aqcoe2G036900.1.p	GmISU01.15G198200.1.p, GmISU01.13G166400.1.p
OG0001734	Aqcoe1G039800.1.p, Aqcoe7G193400.1.p, Aqcoe3G368900.1.p	GmISU01.19G100100.1.p, GmISU01.03G096600.1.p
OG0001735	Aqcoe2G103800.1.p	GmISU01.14G157500.1.p, GmISU01.02G189100.1.p, GmISU01.12G105500.1.p, GmISU01.18G060300.2.p
OG0001735	Aqcoe2G103700.2.p, Aqcoe2G103700.1.p, Aqcoe1G083400.1.p	GmISU01.01G086900.1.p, GmISU01.03G060200.1.p, GmISU01.14G057700.1.p
OG0001736	Aqcoe1G154900.2.p, Aqcoe1G154900.1.p	GmISU01.02G124500.2.p, GmISU01.02G124500.1.p, GmISU01.02G124500.3.p, GmISU01.07G175000.2.p, GmISU01.07G175000.1.p, GmISU01.07G175000.3.p
OG0001736	Aqcoe1G488300.1.p	GmISU01.12G066300.1.p, GmISU01.11G133700.1.p
OG0001737	Aqcoe2G427900.25.p, Aqcoe2G427900.2.p, Aqcoe2G427900.24.p, Aqcoe2G427900.1.p, Aqcoe2G427900.4.p, Aqcoe2G427900.3.p, Aqcoe2G427900.16.p, Aqcoe2G427900.15.p, Aqcoe2G427900.11.p, Aqcoe2G427900.12.p, Aqcoe2G427900.7.p, Aqcoe2G427900.8.p, Aqcoe2G427900.22.p, Aqcoe2G427900.23.p, Aqcoe2G427900.21.p, Aqcoe2G427900.6.p, Aqcoe2G427900.20.p, Aqcoe2G427900.5.p, Aqcoe2G427900.19.p, Aqcoe2G427900.18.p, Aqcoe2G427900.17.p, Aqcoe2G427900.14.p, Aqcoe2G427900.13.p, Aqcoe2G427900.9.p, Aqcoe2G427900.10.p	GmISU01.18G003400.1.p, GmISU01.11G231000.1.p
OG0001738	Aqcoe2G390600.1.p	GmISU01.19G023400.2.p, GmISU01.19G023400.5.p, GmISU01.19G023400.4.p, GmISU01.19G023400.7.p, GmISU01.19G023400.6.p, GmISU01.19G023400.1.p, GmISU01.19G023400.3.p
OG0001738	Aqcoe5G004700.1.p	GmISU01.18G001100.1.p, GmISU01.18G001100.2.p, GmISU01.11G233000.1.p
OG0001739	Aqcoe5G090200.1.p	GmISU01.03G173900.1.p, GmISU01.19G175100.1.p
OG0001739	Aqcoe2G291000.1.p, Aqcoe2G291000.2.p	GmISU01.02G015600.1.p, GmISU01.10G016400.1.p
OG0001740	Aqcoe2G056400.1.p, Aqcoe3G092800.1.p, Aqcoe4G045300.1.p, Aqcoe7G381200.1.p	GmISU01.07G027000.1.p, GmISU01.08G198400.1.p, GmISU01.13G323900.1.p, GmISU01.15G006500.1.p, GmISU01.13G132000.2.p, GmISU01.13G132000.1.p
OG0001741	Aqcoe2G323100.1.p	GmISU01.13G179500.1.p, GmISU01.15G093200.1.p, GmISU01.15G057800.1.p, GmISU01.13G219100.1.p
OG0001742	Aqcoe2G181300.1.p	GmISU01.20G069600.5.p, GmISU01.20G069600.3.p, GmISU01.20G069600.8.p, GmISU01.20G069600.6.p, GmISU01.20G069600.7.p, GmISU01.20G069600.9.p, GmISU01.10G246400.2.p, GmISU01.10G246400.4.p, GmISU01.10G246400.3.p, GmISU01.18G230700.1.p, GmISU01.02G084000.14.p, GmISU01.02G084000.13.p, GmISU01.02G084000.5.p, GmISU01.02G084000.6.p, GmISU01.02G084000.7.p, GmISU01.02G084000.3.p, GmISU01.02G084000.12.p, GmISU01.02G084000.11.p, GmISU01.02G084000.4.p, GmISU01.02G084000.8.p, GmISU01.02G084000.2.p, GmISU01.02G084000.9.p, GmISU01.02G084000.10.p
OG0001744	Aqcoe2G405200.1.p, Aqcoe2G405200.3.p, Aqcoe2G405200.8.p, Aqcoe2G405200.6.p, Aqcoe2G405200.5.p, Aqcoe2G405200.7.p, Aqcoe2G405200.9.p, Aqcoe2G405200.10.p, Aqcoe2G405200.2.p, Aqcoe2G405200.4.p	GmISU01.16G077500.2.p, GmISU01.16G077500.3.p, GmISU01.16G077500.4.p, GmISU01.16G077500.5.p, GmISU01.16G077500.1.p, GmISU01.03G065600.2.p, GmISU01.03G065600.1.p
OG0001745	Aqcoe6G099300.1.p	GmISU01.11G054000.1.p, GmISU01.01G143100.1.p, GmISU01.16G118000.1.p, GmISU01.02G056500.1.p
OG0001745	Aqcoe5G343700.1.p, Aqcoe6G224400.1.p	GmISU01.15G129400.3.p, GmISU01.15G129400.2.p, GmISU01.15G129400.4.p, GmISU01.15G129400.1.p, GmISU01.07G202800.1.p, GmISU01.17G030400.1.p, GmISU01.15G129500.1.p, GmISU01.09G033000.1.p
OG0001746	Aqcoe6G211100.1.p	GmISU01.20G006700.1.p, GmISU01.12G028300.1.p, GmISU01.11G097300.1.p, GmISU01.04G004600.1.p, GmISU01.16G104000.1.p, GmISU01.02G043800.1.p
OG0001747	Aqcoe5G130200.1.p	GmISU01.06G018600.1.p, GmISU01.04G020100.1.p
OG0001747	Aqcoe6G235100.3.p, Aqcoe6G235100.2.p, Aqcoe6G235100.1.p	GmISU01.01G125700.1.p, GmISU01.11G073600.1.p
OG0001748	Aqcoe6G286600.1.p	GmISU01.17G205400.1.p, GmISU01.14G082600.1.p, GmISU01.06G040800.1.p, GmISU01.04G041600.1.p, GmISU01.20G100000.1.p, GmISU01.10G218400.1.p
OG0001749	Aqcoe6G147900.1.p	GmISU01.05G075400.1.p, GmISU01.17G159100.1.p, GmISU01.01G146100.1.p, GmISU01.11G051600.1.p
OG0001749	Aqcoe6G147800.1.p, Aqcoe6G148000.1.p	GmISU01.17G159000.2.p, GmISU01.05G075300.1.p, GmISU01.11G051700.1.p, GmISU01.01G146000.1.p, GmISU01.01G146300.1.p, GmISU01.11G051400.1.p
OG0001750	Aqcoe6G174800.1.p, Aqcoe6G174900.1.p	GmISU01.20G019900.1.p, GmISU01.20G019900.2.p
OG0001750	Aqcoe5G120600.3.p, Aqcoe5G120600.1.p, Aqcoe5G120600.2.p, Aqcoe5G120600.4.p	GmISU01.04G093800.1.p, GmISU01.06G096000.1.p, GmISU01.14G142300.1.p
OG0001751	Aqcoe6G217000.1.p, Aqcoe6G216900.1.p, Aqcoe6G217000.2.p	GmISU01.16G101100.1.p, GmISU01.02G041900.1.p, GmISU01.11G072900.1.p, GmISU01.01G126300.1.p
OG0001751	Aqcoe5G284800.1.p	GmISU01.04G021100.1.p, GmISU01.06G019600.1.p, GmISU01.14G184900.1.p, GmISU01.17G226400.1.p
OG0001752	Aqcoe6G189000.1.p	GmISU01.04G017700.1.p, GmISU01.06G016400.1.p, GmISU01.14G002200.1.p, GmISU01.02G268700.1.p
OG0001753	Aqcoe6G121900.1.p	GmISU01.02G050400.2.p, GmISU01.02G050400.1.p, GmISU01.16G112200.1.p, GmISU01.01G136300.2.p, GmISU01.01G136300.3.p, GmISU01.01G136300.1.p, GmISU01.11G062900.3.p, GmISU01.11G062900.2.p, GmISU01.11G062900.4.p, GmISU01.11G062900.1.p
OG0001754	Aqcoe6G009300.1.p, Aqcoe6G009300.3.p, Aqcoe6G009300.2.p	GmISU01.13G011100.8.p, GmISU01.13G011100.1.p, GmISU01.13G011100.6.p, GmISU01.13G011100.4.p, GmISU01.13G011100.7.p, GmISU01.13G011100.5.p, GmISU01.13G011100.2.p, GmISU01.13G011100.3.p, GmISU01.20G040500.1.p, GmISU01.20G040500.3.p
OG0001755	Aqcoe5G414700.5.p, Aqcoe5G414700.2.p, Aqcoe5G414700.4.p, Aqcoe5G414700.3.p, Aqcoe5G414700.1.p, Aqcoe6G054600.5.p, Aqcoe6G054600.2.p, Aqcoe6G054600.1.p, Aqcoe6G054600.4.p	GmISU01.10G227800.1.p, GmISU01.20G090400.1.p
OG0001756	Aqcoe6G143900.1.p, Aqcoe6G144000.1.p	GmISU01.17G211000.1.p, GmISU01.06G035800.1.p, GmISU01.04G036100.1.p, GmISU01.06G035700.1.p
OG0001756	Aqcoe4G051600.1.p	GmISU01.14G077300.1.p
OG0001757	Aqcoe6G069400.1.p, Aqcoe6G069300.1.p	GmISU01.15G056400.1.p, GmISU01.15G056500.1.p, GmISU01.15G056500.2.p, GmISU01.07G154400.1.p, GmISU01.07G154400.2.p
OG0001757	Aqcoe6G115100.1.p, Aqcoe6G069500.1.p	GmISU01.08G059300.1.p, GmISU01.04G082800.1.p
OG0001758	Aqcoe6G169200.4.p, Aqcoe6G169200.3.p, Aqcoe6G169200.1.p, Aqcoe6G169200.2.p, Aqcoe6G169000.1.p	GmISU01.01G120700.1.p, GmISU01.01G120700.2.p, GmISU01.01G120700.4.p, GmISU01.01G120700.3.p, GmISU01.11G079700.3.p, GmISU01.11G079700.4.p, GmISU01.09G157500.4.p, GmISU01.09G157500.1.p
OG0001759	Aqcoe5G231400.1.p	GmISU01.06G010500.1.p, GmISU01.04G011600.1.p, GmISU01.06G010400.1.p, GmISU01.04G011500.1.p
OG0001760	Aqcoe4G302600.1.p, Aqcoe7G083800.1.p, Aqcoe4G302600.2.p, Aqcoe4G302600.3.p	GmISU01.07G231200.11.p, GmISU01.07G231200.4.p, GmISU01.07G231200.8.p, GmISU01.07G231200.9.p, GmISU01.07G231200.6.p, GmISU01.07G231200.3.p, GmISU01.07G231200.7.p, GmISU01.07G231200.1.p, GmISU01.07G231200.10.p, GmISU01.17G003900.1.p, GmISU01.17G003900.12.p, GmISU01.17G003900.7.p, GmISU01.17G003900.6.p, GmISU01.17G003900.4.p, GmISU01.17G003900.9.p, GmISU01.17G003900.5.p, GmISU01.17G003900.8.p, GmISU01.17G003900.2.p, GmISU01.09G015000.1.p, GmISU01.15G112800.1.p
OG0001761	Aqcoe4G036400.1.p, Aqcoe1G221700.1.p	GmISU01.06G231800.1.p, GmISU01.06G231800.2.p, GmISU01.12G110500.1.p, GmISU01.12G110500.2.p, GmISU01.06G059100.1.p, GmISU01.04G058800.1.p, GmISU01.13G195100.1.p, GmISU01.15G079000.1.p
OG0001762	Aqcoe3G077900.1.p	GmISU01.18G203500.1.p
OG0001762	Aqcoe4G029100.1.p	GmISU01.09G048700.2.p, GmISU01.09G048700.3.p, GmISU01.09G048700.1.p, GmISU01.15G144900.2.p, GmISU01.15G144900.1.p, GmISU01.15G144900.3.p, GmISU01.08G078900.3.p, GmISU01.08G078900.4.p, GmISU01.08G078900.2.p, GmISU01.08G078900.1.p, GmISU01.05G107300.2.p
OG0001763	Aqcoe5G289400.1.p	GmISU01.20G061800.1.p
OG0001764	Aqcoe1G197800.4.p, Aqcoe1G197800.3.p, Aqcoe1G197800.5.p, Aqcoe1G197800.1.p, Aqcoe1G197800.2.p, Aqcoe1G197900.1.p	GmISU01.15G203200.1.p, GmISU01.13G225800.2.p
OG0001765	Aqcoe5G133700.1.p, Aqcoe4G166200.1.p	GmISU01.06G039600.1.p, GmISU01.17G206400.1.p, GmISU01.14G081600.3.p, GmISU01.14G081600.1.p
OG0001766	Aqcoe4G163300.1.p	GmISU01.10G033200.1.p
OG0001767	Aqcoe7G042500.1.p	GmISU01.11G023200.1.p, GmISU01.01G175700.2.p, GmISU01.01G175700.4.p, GmISU01.01G175700.1.p, GmISU01.01G175700.5.p, GmISU01.01G175700.3.p, GmISU01.09G113000.1.p, GmISU01.16G166400.1.p, GmISU01.20G120900.1.p, GmISU01.10G199500.1.p
OG0001768	Aqcoe7G415700.2.p, Aqcoe7G415700.1.p	GmISU01.15G018800.1.p
OG0001769	Aqcoe7G443100.1.p	GmISU01.13G087800.1.p, GmISU01.17G039700.1.p
OG0001770	Aqcoe1G465000.1.p	GmISU01.09G173900.1.p
OG0001770	Aqcoe1G464800.1.p	GmISU01.18G132300.1.p
OG0001770	Aqcoe7G434100.1.p	GmISU01.13G080900.1.p, GmISU01.17G046400.1.p, GmISU01.15G157800.1.p, GmISU01.09G061500.1.p
OG0001771	Aqcoe7G391400.2.p, Aqcoe7G391400.1.p, Aqcoe7G216100.1.p	GmISU01.08G196000.1.p, GmISU01.07G029200.1.p, GmISU01.13G321700.1.p, GmISU01.15G009500.1.p, GmISU01.13G140500.1.p, GmISU01.17G106800.1.p
OG0001772	Aqcoe7G296500.1.p, Aqcoe7G296500.2.p	GmISU01.15G150600.1.p, GmISU01.09G054400.1.p, GmISU01.13G072800.1.p, GmISU01.17G054600.1.p
OG0001773	Aqcoe7G010600.9.p, Aqcoe7G010600.5.p, Aqcoe7G010600.1.p, Aqcoe7G010600.6.p, Aqcoe7G010600.4.p, Aqcoe7G010600.2.p, Aqcoe7G010600.7.p, Aqcoe7G010600.3.p, Aqcoe7G010600.8.p	GmISU01.08G020600.2.p, GmISU01.08G020600.1.p, GmISU01.08G020600.3.p, GmISU01.05G184700.1.p, GmISU01.05G184700.2.p, GmISU01.11G015900.2.p
OG0001774	Aqcoe5G422200.1.p, Aqcoe7G055000.1.p, Aqcoe5G421900.1.p	GmISU01.07G074100.1.p, GmISU01.07G074200.1.p
OG0001775	Aqcoe7G023700.1.p	GmISU01.14G117400.3.p, GmISU01.14G117400.1.p, GmISU01.14G117400.2.p, GmISU01.06G074100.1.p, GmISU01.06G074100.2.p, GmISU01.13G320200.2.p, GmISU01.13G320200.4.p, GmISU01.13G320200.3.p, GmISU01.13G320200.1.p
OG0001776	Aqcoe7G113100.1.p, Aqcoe7G113200.1.p	GmISU01.17G045800.2.p, GmISU01.17G045800.1.p, GmISU01.13G081500.1.p
