Orthogroup	S_lycopersicum.proteins	D_muscipula.proteins
OG0004940	Solyc03g096870.3.1, Solyc06g072830.3.1	Dm_00009585-RA, Dm_00000216-RA
OG0004942	Solyc12g096110.2.1, Solyc08g075920.3.1, Solyc08g005460.3.1	Dm_00012828-RA
OG0004943	Solyc11g011260.1.1	Dm_00000362-RA, Dm_00007362-RA
OG0004944	Solyc03g043660.3.1, Solyc02g091410.3.1	Dm_00009215-RA
OG0004945	Solyc03g119030.3.1, Solyc12g040480.2.1	Dm_00016907-RA
OG0004946	Solyc04g008290.3.1, Solyc01g005080.3.1	Dm_00001930-RA
OG0004947	Solyc02g081300.3.1	Dm_00005230-RA
OG0004948	Solyc05g009930.3.1	Dm_00003879-RA
OG0004949	Solyc10g007130.3.1	Dm_00020531-RA
OG0004950	Solyc06g005260.3.1, Solyc03g112770.3.1	Dm_00019338-RA
OG0004951	Solyc06g071470.3.1, Solyc03g114330.3.1	Dm_00004918-RA
OG0004952	Solyc08g074780.3.1	Dm_00011269-RA
OG0004954	Solyc05g011920.3.1, Solyc01g010150.3.1	Dm_00011289-RA
OG0004955	Solyc01g005100.3.1	Dm_00020545-RA, Dm_00008430-RA
OG0004956	Solyc05g017860.3.1, Solyc04g008010.3.1	Dm_00000391-RA
OG0004957	Solyc03g113610.3.1	Dm_00011958-RA
OG0004958	Solyc08g005430.3.1, Solyc08g075950.2.1, Solyc12g096070.2.1	Dm_00000241-RA
OG0004960	Solyc02g069240.1.1	Dm_00018182-RA
OG0004961	Solyc01g098210.3.1, Solyc06g069490.3.1, Solyc08g048320.1.1	Dm_00000548-RA
OG0004962	Solyc03g098000.3.1	Dm_00020825-RA, Dm_00020773-RA
OG0004963	Solyc05g009220.3.1	Dm_00008886-RA
OG0004965	Solyc06g071190.3.1, Solyc03g113600.3.1, Solyc12g027730.2.1	Dm_00007131-RA
OG0004966	Solyc11g011130.2.1, Solyc04g014460.3.1	Dm_00016954-RA
OG0004967	Solyc06g071040.3.1	Dm_00009471-RA, Dm_00009470-RA
OG0004969	Solyc08g081050.3.1	Dm_00011475-RA
OG0004970	Solyc02g020910.3.1	Dm_00009438-RA
OG0004971	Solyc01g098540.3.1	Dm_00008490-RA
OG0004973	Solyc03g059200.2.1	Dm_00019455-RA
OG0004973	Solyc03g113530.3.1	Dm_00020591-RA
OG0004974	Solyc05g009980.3.1	Dm_00003881-RA
OG0004975	Solyc08g077220.3.1	Dm_00011894-RA
OG0004977	Solyc03g013250.3.1	Dm_00008347-RA, Dm_00008346-RA
OG0004978	Solyc08g079545.1.1	Dm_00010592-RA
OG0004979	Solyc08g007740.2.1, Solyc08g007750.3.1, Solyc08g007760.3.1	Dm_00015803-RA
OG0004980	Solyc01g010055.1.1, Solyc05g010423.1.1	Dm_00004621-RA
OG0004980	Solyc02g089615.1.1	Dm_00012512-RA
OG0004981	Solyc07g047760.2.1, Solyc10g017680.1.1, Solyc10g008580.1.1	Dm_00011839-RA
OG0004982	Solyc03g115540.2.1, Solyc06g069600.2.1	Dm_00018177-RA
OG0004987	Solyc06g076590.3.1	Dm_00020105-RA, Dm_00003526-RA
OG0004991	Solyc07g047960.3.1, Solyc12g006170.2.1	Dm_00003912-RA, Dm_00010477-RA
OG0004992	Solyc07g045230.3.1, Solyc05g018750.3.1	Dm_00006651-RA
OG0004993	Solyc05g040050.2.1, Solyc04g049610.3.1	Dm_00013130-RA, Dm_00012670-RA
OG0004995	Solyc07g054950.2.1	Dm_00005107-RA, Dm_00010069-RA
OG0004999	Solyc03g114870.1.1	Dm_00017677-RA, Dm_00008125-RA, Dm_00005349-RA, Dm_00013336-RA, Dm_00009839-RA, Dm_00011472-RA, Dm_00016768-RA, Dm_00002950-RA, Dm_00006929-RA, Dm_00007242-RA, Dm_00008124-RA, Dm_00002820-RA, Dm_00013399-RA, Dm_00004518-RA, Dm_00006928-RA, Dm_00005752-RA, Dm_00016013-RA, Dm_00008126-RA, Dm_00013335-RA, Dm_00013764-RA, Dm_00017106-RA, Dm_00009328-RA, Dm_00002819-RA, Dm_00018550-RA, Dm_00016170-RA
OG0005014	Solyc02g070450.2.1	Dm_00000335-RA
OG0005015	Solyc10g077005.1.1, Solyc03g005240.2.1	Dm_00010223-RA
OG0005016	Solyc06g073420.3.1	Dm_00009791-RA, Dm_00009557-RA
OG0005017	Solyc01g067740.3.1	Dm_00002102-RA, Dm_00000549-RA
OG0005019	Solyc01g097980.3.1	Dm_00001831-RA, Dm_00000531-RA
OG0005020	Solyc06g050590.3.1	Dm_00004729-RA
OG0005023	Solyc11g071910.2.1	Dm_00002942-RA, Dm_00011704-RA
OG0005024	Solyc11g017070.2.1	Dm_00016364-RA, Dm_00015490-RA, Dm_00012977-RA
OG0005025	Solyc12g019410.2.1, Solyc08g014450.3.1	Dm_00014127-RA, Dm_00018085-RA
OG0005027	Solyc04g010310.3.1	Dm_00004459-RA
OG0005030	Solyc04g051310.3.1	Dm_00001972-RA
OG0005031	Solyc09g098450.3.1	Dm_00015865-RA
OG0005034	Solyc06g082190.3.1	Dm_00006655-RA, Dm_00009235-RA
OG0005035	Solyc01g008560.3.1	Dm_00005096-RA, Dm_00007762-RA
OG0005036	Solyc10g079460.1.1, Solyc04g040220.3.1, Solyc05g018160.1.1, Solyc10g079750.2.1	Dm_00017902-RA, Dm_00001299-RA
OG0005037	Solyc01g087500.3.1	Dm_00013540-RA
OG0005038	Solyc09g057630.3.1	Dm_00019456-RA, Dm_00010018-RA
OG0005040	Solyc09g018630.3.1, Solyc09g018650.3.1	Dm_00009234-RA
OG0005041	Solyc09g064590.3.1	Dm_00007557-RA
OG0005042	Solyc01g006680.3.1	Dm_00016960-RA
OG0005043	Solyc10g078520.2.1	Dm_00006586-RA, Dm_00018835-RA
OG0005045	Solyc10g083590.2.1, Solyc09g009120.3.1	Dm_00001778-RA
OG0005047	Solyc01g100490.3.1	Dm_00001621-RA
OG0005049	Solyc06g084160.3.1, Solyc08g005140.3.1	Dm_00005045-RA
OG0005050	Solyc06g073180.3.1	Dm_00013483-RA
OG0005051	Solyc06g075570.2.1, Solyc11g072800.2.1	Dm_00020096-RA, Dm_00005771-RA
OG0005053	Solyc01g065530.3.1	Dm_00019216-RA
OG0005054	Solyc09g074870.3.1, Solyc09g074855.1.1	Dm_00017540-RA
OG0005056	Solyc11g066580.2.1	Dm_00001280-RA, Dm_00002407-RA
OG0005059	Solyc08g080080.3.1, Solyc12g056490.1.1	Dm_00015952-RA
OG0005061	Solyc10g074690.2.1	Dm_00006724-RA
OG0005062	Solyc09g007850.3.1, Solyc10g086150.2.1	Dm_00013453-RA, Dm_00007713-RA
OG0005064	Solyc09g057580.3.1, Solyc06g007550.1.1, Solyc06g007560.2.1	Dm_00010017-RA, Dm_00019457-RA
OG0005065	Solyc04g007280.3.1	Dm_00001500-RA
OG0005067	Solyc05g053710.3.1, Solyc09g092070.3.1	Dm_00001550-RA, Dm_00002569-RA
OG0005068	Solyc12g099790.2.1, Solyc11g064900.2.1	Dm_00002197-RA, Dm_00011190-RA
OG0005069	Solyc04g078890.3.1	Dm_00001643-RA
OG0005070	Solyc03g019800.3.1, Solyc08g066190.2.1, Solyc08g007300.2.1, Solyc08g007280.2.1	Dm_00015514-RA
OG0005071	Solyc11g008630.2.1	Dm_00004490-RA
OG0005072	Solyc09g009990.3.1	Dm_00000804-RA, Dm_00000805-RA
OG0005073	Solyc09g010480.1.1	Dm_00015161-RA
OG0005074	Solyc12g038820.1.1	Dm_00018933-RA
OG0005076	Solyc01g087080.3.1	Dm_00004089-RA
OG0005077	Solyc10g083230.1.1	Dm_00001397-RA
OG0005078	Solyc09g066420.3.1, Solyc06g008250.3.1	Dm_00003696-RA
OG0005080	Solyc06g084570.3.1	Dm_00015685-RA
OG0005082	Solyc10g085400.2.1	Dm_00000046-RA
OG0005084	Solyc03g097355.1.1	Dm_00012117-RA
OG0005085	Solyc08g075580.2.1	Dm_00002174-RA, Dm_00011566-RA
OG0005086	Solyc03g043920.3.1, Solyc02g092215.1.1, Solyc02g092210.1.1	Dm_00013974-RA
OG0005091	Solyc04g051820.3.1, Solyc05g051710.3.1, Solyc04g011910.3.1	Dm_00018609-RA
OG0005092	Solyc04g079900.3.1	Dm_00001146-RA, Dm_00002723-RA, Dm_00002722-RA
OG0005093	Solyc02g090750.3.1	Dm_00002641-RA
OG0005094	Solyc11g018550.3.1	Dm_00012085-RA
OG0005095	Solyc07g053470.3.1	Dm_00010649-RA
OG0005096	Solyc02g093170.3.1	Dm_00008689-RA
OG0005097	Solyc04g051700.3.1	Dm_00005084-RA
OG0005098	Solyc11g010920.2.1	Dm_00008665-RA
OG0005099	Solyc03g005870.3.1, Solyc02g021550.3.1	Dm_00012733-RA, Dm_00014813-RA
OG0005100	Solyc02g084570.3.1	Dm_00005010-RA
OG0005101	Solyc02g084600.3.1	Dm_00009997-RA
OG0005102	Solyc04g081920.3.1	Dm_00001240-RA
OG0005103	Solyc11g005460.2.1	Dm_00002031-RA
OG0005105	Solyc01g091670.3.1	Dm_00019081-RA
OG0005105	Solyc10g049620.2.1, Solyc10g049600.2.1	Dm_00008561-RA
OG0005107	Solyc04g082340.3.1, Solyc05g025870.3.1	Dm_00001263-RA
OG0005108	Solyc04g079860.1.1	Dm_00002424-RA, Dm_00001143-RA
OG0005109	Solyc04g009220.1.1	Dm_00002203-RA
OG0005110	Solyc01g103220.3.1, Solyc11g042420.2.1	Dm_00020560-RA, Dm_00002278-RA
OG0005112	Solyc05g012090.3.1	Dm_00015795-RA, Dm_00020553-RA
OG0005114	Solyc01g111360.3.1	Dm_00013696-RA
OG0005115	Solyc12g099890.2.1	Dm_00002835-RA
OG0005116	Solyc04g076670.3.1, Solyc12g088060.2.1, Solyc12g088070.2.1	Dm_00020378-RA, Dm_00019968-RA
OG0005118	Solyc01g111540.3.1, Solyc10g055470.2.1	Dm_00005614-RA, Dm_00009734-RA
OG0005119	Solyc06g065470.3.1, Solyc11g017000.2.1	Dm_00007652-RA, Dm_00006273-RA
OG0005120	Solyc11g006340.2.1	Dm_00010776-RA, Dm_00018875-RA
OG0005121	Solyc11g017420.2.1	Dm_00006268-RA
OG0005122	Solyc07g015860.3.1	Dm_00017995-RA
OG0005123	Solyc01g105570.3.1	Dm_00013610-RA
OG0005124	Solyc01g102610.3.1	Dm_00007990-RA
OG0005125	Solyc04g072830.3.1, Solyc04g072840.3.1	Dm_00016274-RA
OG0005127	Solyc10g047220.2.1	Dm_00013296-RA
OG0005128	Solyc12g096560.2.1, Solyc08g016010.3.1	Dm_00012609-RA
OG0005129	Solyc02g068770.3.1	Dm_00011938-RA
OG0005130	Solyc04g079270.3.1	Dm_00017543-RA
OG0005132	Solyc02g065380.3.1	Dm_00003362-RA
OG0005133	Solyc04g079960.1.1, Solyc02g085700.1.1	Dm_00001091-RA
OG0005134	Solyc10g047530.2.1	Dm_00006301-RA
OG0005135	Solyc04g076060.3.1, Solyc11g010470.2.1	Dm_00007899-RA
OG0005136	Solyc06g083150.3.1	Dm_00001114-RA
OG0005138	Solyc04g072630.3.1	Dm_00008628-RA
OG0005139	Solyc07g006690.3.1	Dm_00000765-RA
OG0005140	Solyc10g007120.3.1	Dm_00012712-RA
OG0005141	Solyc11g017240.2.1	Dm_00015512-RA, Dm_00002444-RA
OG0005145	Solyc10g005620.3.1	Dm_00018175-RA
OG0005148	Solyc07g007370.3.1	Dm_00010336-RA, Dm_00005008-RA
OG0005149	Solyc00g008680.3.1	Dm_00004142-RA
OG0005152	Solyc07g017520.3.1, Solyc07g017530.3.1, Solyc07g017535.1.1, Solyc04g008640.3.1	Dm_00005220-RA
OG0005153	Solyc10g006800.3.1, Solyc12g005400.2.1	Dm_00006147-RA, Dm_00014334-RA
OG0005155	Solyc12g005280.2.1	Dm_00004442-RA
OG0005156	Solyc01g006800.3.1	Dm_00012241-RA
OG0005157	Solyc11g071280.2.1	Dm_00000648-RA
OG0005158	Solyc07g064590.3.1	Dm_00000862-RA
OG0005159	Solyc05g012060.3.1	Dm_00003188-RA
OG0005160	Solyc07g006330.2.1	Dm_00006761-RA
OG0005161	Solyc08g067810.3.1	Dm_00000630-RA
OG0005163	Solyc10g017600.3.1, Solyc01g093970.4.1	Dm_00020240-RA
OG0005164	Solyc03g120620.3.1	Dm_00013658-RA, Dm_00007087-RA
OG0005165	Solyc08g008350.3.1	Dm_00004262-RA
OG0005166	Solyc01g095020.3.1, Solyc10g012030.3.1	Dm_00005054-RA
OG0005167	Solyc08g078580.2.1	Dm_00002089-RA, Dm_00000896-RA
OG0005169	Solyc03g093370.2.1	Dm_00008457-RA, Dm_00008456-RA
OG0005170	Solyc01g091640.3.1	Dm_00013319-RA
OG0005171	Solyc12g009470.2.1	Dm_00021059-RA, Dm_00003616-RA, Dm_00000080-RA
OG0005173	Solyc02g078390.3.1	Dm_00004533-RA
OG0005175	Solyc12g009600.2.1	Dm_00016228-RA
OG0005176	Solyc07g006310.1.1	Dm_00007317-RA
OG0005177	Solyc03g117210.3.1	Dm_00008170-RA
OG0005178	Solyc01g093960.3.1	Dm_00013840-RA, Dm_00020239-RA
OG0005179	Solyc01g095780.2.1	Dm_00008635-RA, Dm_00008243-RA, Dm_00015502-RA, Dm_00003111-RA, Dm_00003110-RA
OG0005180	Solyc01g094550.3.1, Solyc01g094530.3.1	Dm_00008987-RA
OG0005182	Solyc07g063440.3.1	Dm_00006531-RA
OG0005183	Solyc02g030080.3.1	Dm_00014331-RA
OG0005184	Solyc08g080400.1.1, Solyc01g009840.2.1	Dm_00017940-RA
OG0005185	Solyc04g081470.3.1	Dm_00001369-RA
OG0005186	Solyc05g047520.3.1, Solyc12g017860.2.1	Dm_00008780-RA
OG0005187	Solyc10g006600.3.1	Dm_00000217-RA
OG0005189	Solyc12g044740.2.1	Dm_00018188-RA
OG0005190	Solyc02g068120.3.1, Solyc02g094130.3.1	Dm_00010921-RA
OG0005191	Solyc03g119990.3.1, Solyc06g067890.3.1	Dm_00007503-RA
OG0005192	Solyc03g121920.3.1	Dm_00015351-RA
OG0005193	Solyc08g080120.3.1	Dm_00013583-RA, Dm_00013582-RA, Dm_00015747-RA
OG0005194	Solyc09g010460.3.1, Solyc10g084670.2.1	Dm_00001254-RA
OG0005196	Solyc06g066790.3.1, Solyc03g120350.3.1	Dm_00012995-RA
OG0005197	Solyc02g082030.3.1	Dm_00005664-RA
OG0005198	Solyc03g097060.3.1	Dm_00000401-RA
OG0005199	Solyc08g065940.3.1	Dm_00017716-RA
OG0005200	Solyc06g065950.3.1	Dm_00007842-RA
OG0005201	Solyc02g080500.3.1, Solyc03g031680.3.1	Dm_00014204-RA
OG0005202	Solyc03g058330.3.1	Dm_00016996-RA
OG0005204	Solyc03g116760.3.1	Dm_00002507-RA, Dm_00019101-RA
OG0005205	Solyc05g050490.3.1, Solyc10g017810.2.1, Solyc01g091880.3.1	Dm_00011853-RA, Dm_00015946-RA
OG0005206	Solyc06g068040.3.1, Solyc03g116500.3.1	Dm_00006487-RA
OG0005207	Solyc01g009620.3.1, Solyc01g009630.3.1	Dm_00009979-RA, Dm_00018176-RA
OG0005208	Solyc01g056580.3.1	Dm_00009723-RA, Dm_00009724-RA
OG0005209	Solyc04g071880.3.1	Dm_00010204-RA
OG0005210	Solyc07g005970.3.1	Dm_00014621-RA, Dm_00001005-RA
OG0005211	Solyc07g005210.3.1	Dm_00016220-RA, Dm_00020497-RA
OG0005212	Solyc03g025890.2.1	Dm_00005501-RA, Dm_00007698-RA, Dm_00005503-RA
OG0005213	Solyc03g121530.3.1	Dm_00015162-RA
OG0005214	Solyc07g006350.3.1	Dm_00007316-RA
OG0005216	Solyc03g122370.3.1	Dm_00016708-RA
OG0005217	Solyc12g056350.2.1	Dm_00011369-RA
OG0005218	Solyc08g065220.3.1	Dm_00015633-RA
OG0005219	Solyc07g005180.3.1	Dm_00019432-RA
OG0005220	Solyc03g121790.2.1	Dm_00010048-RA, Dm_00014195-RA
OG0005222	Solyc08g068370.3.1, Solyc11g071270.2.1	Dm_00014402-RA
OG0005223	Solyc10g078160.2.1, Solyc10g081010.2.1	Dm_00005931-RA
OG0005225	Solyc06g005000.3.1	Dm_00016480-RA
OG0005226	Solyc11g061760.2.1, Solyc12g100050.2.1	Dm_00016546-RA
OG0005227	Solyc09g013130.3.1, Solyc10g085060.2.1	Dm_00013039-RA
OG0005228	Solyc07g053700.3.1	Dm_00006576-RA
OG0005231	Solyc11g068900.1.1, Solyc11g068895.1.1, Solyc06g074050.2.1	Dm_00006352-RA
OG0005232	Solyc02g021240.3.1, Solyc12g042300.2.1	Dm_00006776-RA
OG0005234	Solyc12g014100.2.1	Dm_00008672-RA
OG0005235	Solyc02g091720.2.1	Dm_00008604-RA, Dm_00017584-RA
OG0005237	Solyc02g093590.3.1	Dm_00006712-RA
OG0005238	Solyc04g009820.3.1, Solyc11g006230.2.1	Dm_00005032-RA
OG0005240	Solyc01g056830.3.1, Solyc01g056810.3.1, Solyc10g081580.2.1	Dm_00014598-RA, Dm_00011574-RA
OG0005241	Solyc12g005760.2.1, Solyc07g052600.3.1	Dm_00004602-RA
OG0005242	Solyc04g015600.3.1, Solyc10g079170.2.1	Dm_00019525-RA
OG0005243	Solyc10g006390.3.1	Dm_00000843-RA
OG0005244	Solyc06g076850.3.1	Dm_00007351-RA, Dm_00006601-RA
OG0005245	Solyc01g005920.2.1, Solyc01g034080.1.1	Dm_00020164-RA, Dm_00007975-RA
OG0005246	Solyc07g053870.3.1	Dm_00008313-RA, Dm_00008314-RA
OG0005247	Solyc11g073130.2.1	Dm_00004309-RA
OG0005248	Solyc04g025825.1.1, Solyc04g009730.3.1	Dm_00013216-RA
OG0005251	Solyc06g049060.3.1	Dm_00019683-RA
OG0005252	Solyc11g069040.3.1	Dm_00010239-RA
OG0005253	Solyc01g081300.3.1	Dm_00002973-RA
OG0005254	Solyc10g078300.2.1	Dm_00004477-RA, Dm_00008848-RA
OG0005255	Solyc05g053220.3.1	Dm_00014945-RA
OG0005257	Solyc02g065500.3.1	Dm_00006042-RA
OG0005258	Solyc04g015680.3.1, Solyc04g015690.3.1	Dm_00009753-RA, Dm_00014949-RA, Dm_00009751-RA, Dm_00009752-RA
OG0005260	Solyc02g093690.3.1	Dm_00012249-RA
OG0005262	Solyc06g083230.3.1	Dm_00014663-RA
OG0005263	Solyc07g053190.3.1	Dm_00009604-RA, Dm_00018579-RA
OG0005264	Solyc02g036300.3.1, Solyc02g036310.3.1, Solyc02g036290.3.1	Dm_00010721-RA
OG0005266	Solyc04g011600.3.1, Solyc05g053030.1.1	Dm_00017667-RA
OG0005267	Solyc10g078270.2.1, Solyc10g080990.2.1, Solyc10g080980.2.1	Dm_00008831-RA
OG0005268	Solyc10g077080.2.1, Solyc10g081120.2.1	Dm_00003418-RA
OG0005269	Solyc05g015790.2.1, Solyc10g005200.3.1, Solyc02g082140.3.1	Dm_00017886-RA
OG0005270	Solyc02g082100.3.1, Solyc10g005220.3.1	Dm_00014671-RA
OG0005272	Solyc07g064730.2.1, Solyc07g064720.3.1	Dm_00002132-RA, Dm_00002130-RA
OG0005273	Solyc10g074920.2.1	Dm_00000022-RA
OG0005274	Solyc05g012290.3.1	Dm_00003171-RA
OG0005275	Solyc02g067180.3.1	Dm_00018443-RA
OG0005276	Solyc01g073910.3.1, Solyc10g080540.2.1	Dm_00018391-RA, Dm_00020418-RA
OG0005277	Solyc02g071570.3.1	Dm_00015237-RA
OG0005278	Solyc03g063220.2.1	Dm_00011420-RA
OG0005279	Solyc09g074570.1.1, Solyc06g008760.1.1	Dm_00018264-RA
OG0005280	Solyc06g062810.1.1, Solyc03g121830.1.1	Dm_00012718-RA, Dm_00019634-RA
OG0005281	Solyc08g080570.3.1	Dm_00010876-RA
OG0005283	Solyc02g094360.3.1	Dm_00011675-RA, Dm_00008445-RA
OG0005285	Solyc01g111150.2.1, Solyc10g054880.2.1	Dm_00010298-RA
OG0005286	Solyc09g061430.3.1, Solyc06g083520.3.1	Dm_00019055-RA
OG0005287	Solyc10g074880.2.1, Solyc09g031940.1.1	Dm_00001559-RA
OG0005288	Solyc03g117970.3.1	Dm_00012315-RA
OG0005289	Solyc01g095210.3.1	Dm_00006508-RA
OG0005291	Solyc12g009410.2.1, Solyc12g009400.2.1, Solyc07g042920.2.1	Dm_00010183-RA
OG0005292	Solyc01g096160.3.1	Dm_00004205-RA
OG0005293	Solyc03g083420.3.1	Dm_00008179-RA
OG0005294	Solyc08g014600.3.1	Dm_00006758-RA
OG0005295	Solyc02g078980.3.1	Dm_00002897-RA
OG0005296	Solyc12g015780.2.1	Dm_00001523-RA
OG0005297	Solyc09g082680.3.1	Dm_00013281-RA
OG0005298	Solyc01g067790.3.1	Dm_00020400-RA, Dm_00019620-RA
OG0005299	Solyc05g049900.3.1	Dm_00006810-RA
OG0005300	Solyc01g095907.1.1, Solyc10g009480.3.1	Dm_00003562-RA
OG0005301	Solyc08g082430.3.1, Solyc08g008340.3.1	Dm_00012505-RA
OG0005302	Solyc06g060060.3.1	Dm_00018142-RA
OG0005303	Solyc01g099680.3.1	Dm_00007562-RA, Dm_00000609-RA
OG0005304	Solyc11g005800.2.1	Dm_00016448-RA
OG0005305	Solyc12g099010.2.1	Dm_00011600-RA
OG0005307	Solyc09g065700.3.1	Dm_00007496-RA
OG0005308	Solyc09g025250.3.1	Dm_00008296-RA, Dm_00002469-RA
OG0005310	Solyc09g090670.3.1, Solyc12g096950.2.1	Dm_00008242-RA
OG0005312	Solyc09g090800.2.1, Solyc05g053160.3.1	Dm_00011812-RA
OG0005313	Solyc02g082670.3.1	Dm_00009806-RA
OG0005314	Solyc05g015043.1.1	Dm_00008840-RA, Dm_00008839-RA
OG0005315	Solyc02g083600.3.1	Dm_00005808-RA
OG0005316	Solyc01g100820.3.1	Dm_00008037-RA
OG0005317	Solyc02g081520.3.1	Dm_00008133-RA
OG0005318	Solyc02g087710.3.1, Solyc02g087680.1.1, Solyc02g087690.1.1	Dm_00013144-RA, Dm_00005041-RA
OG0005320	Solyc11g065540.1.1, Solyc10g083450.2.1, Solyc04g005610.3.1, Solyc05g007770.3.1	Dm_00010872-RA, Dm_00008682-RA
OG0005321	Solyc02g085745.1.1	Dm_00011293-RA
OG0005322	Solyc02g089230.3.1	Dm_00012628-RA
OG0005324	Solyc02g086560.3.1	Dm_00006481-RA
OG0005325	Solyc03g112810.3.1	Dm_00014242-RA
OG0005326	Solyc04g074760.3.1	Dm_00013575-RA
OG0005327	Solyc11g011770.2.1, Solyc05g051060.3.1	Dm_00017458-RA
OG0005328	Solyc03g119460.3.1	Dm_00014202-RA, Dm_00014203-RA
OG0005329	Solyc03g097800.3.1	Dm_00011655-RA
OG0005330	Solyc02g086200.2.1	Dm_00006770-RA
OG0005331	Solyc03g096840.3.1, Solyc06g072840.3.1, Solyc06g072845.1.1	Dm_00000211-RA
OG0005332	Solyc05g012200.3.1	Dm_00003179-RA
OG0005334	Solyc12g038630.2.1, Solyc03g114740.3.1	Dm_00007074-RA
OG0005335	Solyc11g040040.2.1	Dm_00009356-RA
OG0005336	Solyc08g076470.3.1	Dm_00005667-RA
OG0005337	Solyc10g076730.1.1	Dm_00003191-RA, Dm_00003190-RA, Dm_00000396-RA
OG0005338	Solyc03g113500.3.1	Dm_00012479-RA
OG0005340	Solyc05g052050.1.1, Solyc03g093610.1.1	Dm_00000868-RA
OG0005341	Solyc08g075010.3.1	Dm_00006589-RA
OG0005342	Solyc05g005460.3.1	Dm_00010451-RA, Dm_00003650-RA, Dm_00003651-RA
OG0005343	Solyc08g075150.3.1	Dm_00011287-RA
OG0005344	Solyc07g006180.3.1	Dm_00007320-RA
OG0005345	Solyc05g009140.3.1	Dm_00002775-RA, Dm_00001614-RA
OG0005349	Solyc02g089720.2.1, Solyc03g046200.1.1	Dm_00009464-RA, Dm_00019752-RA, Dm_00020054-RA
OG0005350	Solyc08g076920.3.1, Solyc08g005070.3.1	Dm_00011756-RA, Dm_00013219-RA
OG0005351	Solyc03g096910.3.1	Dm_00011575-RA
OG0005351	Solyc06g072800.3.1	Dm_00000407-RA, Dm_00000223-RA
OG0005352	Solyc04g007870.3.1	Dm_00003196-RA
OG0005353	Solyc08g067820.3.1	Dm_00017521-RA
OG0005354	Solyc12g094490.2.1	Dm_00006443-RA, Dm_00005519-RA
OG0005355	Solyc08g078510.3.1, Solyc01g009760.3.1	Dm_00017058-RA
OG0005356	Solyc08g077110.3.1, Solyc06g061080.3.1	Dm_00015919-RA
OG0005357	Solyc03g093880.3.1	Dm_00011307-RA
OG0005358	Solyc03g098620.3.1	Dm_00010491-RA
OG0005359	Solyc05g016460.2.1	Dm_00001950-RA
OG0005360	Solyc03g115150.3.1	Dm_00003818-RA, Dm_00003817-RA
OG0005361	Solyc03g046590.3.1	Dm_00011447-RA
OG0005365	Solyc12g036260.1.1	Dm_00005774-RA, Dm_00010220-RA
OG0005367	Solyc06g061215.1.1, Solyc07g054720.2.1	Dm_00017272-RA, Dm_00016842-RA, Dm_00016830-RA, Dm_00016828-RA, Dm_00006468-RA
OG0005372	Solyc04g015590.3.1, Solyc10g009503.1.1, Solyc10g009507.1.1, Solyc10g009520.2.1, Solyc10g009505.1.1, Solyc10g009540.1.1	Dm_00008510-RA
OG0005377	Solyc01g050040.3.1	Dm_00005304-RA, Dm_00007827-RA
OG0005379	Solyc04g050030.1.1	Dm_00008564-RA, Dm_00016947-RA, Dm_00010950-RA, Dm_00009574-RA, Dm_00008563-RA, Dm_00016948-RA, Dm_00010520-RA
OG0005395	Solyc11g067150.2.1	Dm_00003944-RA
OG0005396	Solyc03g078020.3.1	Dm_00011056-RA
OG0005399	Solyc07g005500.2.1	Dm_00006235-RA
OG0005399	Solyc12g010110.2.1	Dm_00017743-RA
OG0005400	Solyc11g066260.2.1, Solyc06g074840.3.1	Dm_00018483-RA
OG0005401	Solyc03g005140.2.1, Solyc01g010530.1.1, Solyc06g054270.3.1, Solyc03g005150.3.1	Dm_00005270-RA
OG0005402	Solyc07g055740.1.1, Solyc07g055750.3.1, Solyc04g040090.3.1, Solyc10g079610.2.1	Dm_00001291-RA
OG0005403	Solyc01g100330.3.1	Dm_00001626-RA
OG0005404	Solyc02g069090.2.1, Solyc02g069100.3.1, Solyc02g069110.3.1	Dm_00011419-RA
OG0005405	Solyc01g100780.3.1	Dm_00001822-RA
OG0005406	Solyc10g084160.2.1	Dm_00002418-RA
OG0005407	Solyc01g080490.2.1	Dm_00020461-RA
OG0005408	Solyc01g007120.3.1	Dm_00019114-RA
OG0005409	Solyc11g065740.2.1	Dm_00007378-RA
OG0005410	Solyc06g071070.1.1, Solyc06g071060.1.1, Solyc08g008445.1.1	Dm_00020513-RA
OG0005411	Solyc01g010750.3.1	Dm_00003622-RA
OG0005412	Solyc09g009370.3.1	Dm_00005250-RA
OG0005414	Solyc06g008190.1.1	Dm_00014369-RA, Dm_00016535-RA
OG0005415	Solyc06g082390.3.1	Dm_00007201-RA
OG0005416	Solyc08g007520.3.1	Dm_00008512-RA
OG0005417	Solyc07g045390.2.1	Dm_00015751-RA, Dm_00000618-RA, Dm_00012940-RA
OG0005418	Solyc09g005570.3.1	Dm_00006159-RA
OG0005419	Solyc06g065170.3.1	Dm_00010476-RA
OG0005420	Solyc09g097880.3.1	Dm_00001201-RA
OG0005421	Solyc01g102285.1.1, Solyc01g102290.3.1	Dm_00008439-RA
OG0005422	Solyc11g072750.2.1, Solyc11g072760.1.1	Dm_00005769-RA
OG0005423	Solyc12g021130.2.1	Dm_00007902-RA
OG0005424	Solyc12g019000.2.1, Solyc08g015650.3.1, Solyc12g096640.2.1	Dm_00002909-RA, Dm_00006756-RA
OG0005425	Solyc10g085680.2.1	Dm_00000021-RA
