Orthogroup	S_lycopersicum.proteins	A_coerulea.proteins
OG0002326	Solyc03g118010.3.1, Solyc03g118020.3.1	Aqcoe5G320200.2.p, Aqcoe5G320200.3.p, Aqcoe5G320200.4.p, Aqcoe5G320200.1.p, Aqcoe3G207700.2.p, Aqcoe3G207700.3.p, Aqcoe3G207700.1.p
OG0002327	Solyc02g087010.2.1, Solyc05g005760.3.1	Aqcoe1180s0001.1.p
OG0002329	Solyc06g069180.3.1, Solyc05g009600.3.1	Aqcoe3G043100.2.p, Aqcoe3G043100.1.p
OG0002330	Solyc03g005800.3.1	Aqcoe3G254100.1.p
OG0002331	Solyc04g007510.3.1	Aqcoe3G021300.1.p
OG0002331	Solyc03g118920.3.1	Aqcoe3G405200.1.p
OG0002332	Solyc02g067330.1.1, Solyc03g061620.1.1, Solyc02g087970.1.1, Solyc03g116070.1.1	Aqcoe3G079200.1.p
OG0002333	Solyc02g087190.1.1	Aqcoe3G306200.1.p
OG0002333	Solyc05g006230.1.1, Solyc08g007150.1.1	Aqcoe3G104200.1.p
OG0002334	Solyc05g010517.1.1, Solyc04g005170.1.1, Solyc03g046440.2.1, Solyc02g089420.1.1	Aqcoe3G382800.1.p, Aqcoe3G071400.1.p
OG0002335	Solyc09g008680.3.1	Aqcoe3G314400.1.p
OG0002336	Solyc01g009670.3.1, Solyc03g097830.3.1	Aqcoe3G147300.1.p
OG0002337	Solyc01g103480.3.1, Solyc10g038120.2.1	Aqcoe3G285900.1.p, Aqcoe3G285900.2.p
OG0002338	Solyc02g067670.3.1	Aqcoe3G301100.3.p, Aqcoe3G301100.2.p, Aqcoe3G301100.1.p
OG0002339	Solyc03g019950.3.1	Aqcoe3G441300.1.p, Aqcoe3G441300.2.p, Aqcoe3G441300.3.p
OG0002340	Solyc02g093500.3.1, Solyc06g073100.3.1	Aqcoe3G190500.1.p, Aqcoe3G190800.1.p, Aqcoe3G190600.1.p, Aqcoe3G141100.1.p, Aqcoe3G141100.2.p, Aqcoe3G141200.1.p
OG0002341	Solyc02g081570.3.1, Solyc03g031920.3.1	Aqcoe3G436000.1.p
OG0002342	Solyc05g007160.3.1, Solyc04g005710.2.1	Aqcoe3G332500.2.p, Aqcoe3G332500.1.p
OG0002343	Solyc02g065720.3.1, Solyc02g089240.3.1	Aqcoe3G374600.2.p, Aqcoe3G374600.1.p, Aqcoe3G374600.3.p
OG0002344	Solyc01g081420.2.1, Solyc01g081430.3.1	Aqcoe3G186200.7.p, Aqcoe3G186200.4.p, Aqcoe3G186200.6.p, Aqcoe3G186200.3.p, Aqcoe3G186200.8.p, Aqcoe3G186200.5.p, Aqcoe3G186200.10.p, Aqcoe3G186200.9.p, Aqcoe3G186200.2.p, Aqcoe3G186200.1.p
OG0002345	Solyc02g067310.3.1, Solyc02g067320.2.1, Solyc05g007580.1.1	Aqcoe3G338200.1.p
OG0002346	Solyc05g008060.3.1, Solyc04g007690.3.1	Aqcoe3G016800.1.p
OG0002347	Solyc12g035250.2.1, Solyc02g086513.1.1	Aqcoe3G201800.2.p, Aqcoe3G201800.1.p
OG0002349	Solyc10g038190.2.1, Solyc01g090240.3.1	Aqcoe3G267100.2.p, Aqcoe3G267100.1.p
OG0002366	Solyc06g008520.3.1, Solyc09g089630.3.1	Aqcoe2G142800.2.p, Aqcoe2G142800.1.p, Aqcoe2G142800.3.p, Aqcoe1G029300.1.p, Aqcoe2G162300.1.p
OG0002368	Solyc07g009350.3.1	Aqcoe1G329700.2.p, Aqcoe4G205400.1.p, Aqcoe1G329700.1.p, Aqcoe5G222000.1.p, Aqcoe6G239000.1.p, Aqcoe2G229900.2.p, Aqcoe2G229900.4.p, Aqcoe2G229900.3.p, Aqcoe2G229900.1.p
OG0002369	Solyc01g060050.2.1, Solyc01g079510.3.1	Aqcoe2G276000.1.p
OG0002370	Solyc11g008080.2.1	Aqcoe2G211300.1.p
OG0002370	Solyc11g066360.2.1	Aqcoe1G128300.1.p
OG0002371	Solyc09g098260.2.1	Aqcoe5G141200.1.p, Aqcoe2G423500.1.p
OG0002372	Solyc06g009330.3.1	Aqcoe5G291700.1.p, Aqcoe2G249500.1.p, Aqcoe2G249500.3.p, Aqcoe2G249500.2.p
OG0002373	Solyc11g007810.2.1	Aqcoe5G048300.1.p, Aqcoe2G352500.1.p
OG0002374	Solyc09g005970.1.1, Solyc04g010210.1.1, Solyc04g010200.1.1, Solyc05g054890.3.1	Aqcoe2G171200.1.p, Aqcoe1G480000.1.p
OG0002375	Solyc01g006870.3.1, Solyc10g081770.2.1	Aqcoe1G073800.3.p, Aqcoe1G073800.1.p, Aqcoe1G073800.2.p, Aqcoe2G070100.2.p, Aqcoe2G070100.1.p
OG0002376	Solyc01g099950.1.1	Aqcoe6G092300.1.p, Aqcoe6G092200.1.p
OG0002376	Solyc09g075330.3.1, Solyc06g009180.2.1	Aqcoe2G299200.1.p, Aqcoe2G299400.1.p, Aqcoe2G299300.1.p, Aqcoe5G092100.1.p
OG0002377	Solyc01g079480.3.1, Solyc06g009640.2.1	Aqcoe5G321600.1.p, Aqcoe2G275600.1.p, Aqcoe5G319000.1.p, Aqcoe2G125500.1.p, Aqcoe7G253700.1.p, Aqcoe7G027500.1.p, Aqcoe5G307900.1.p
OG0002378	Solyc01g079240.3.1	Aqcoe2G266300.1.p, Aqcoe2G266300.2.p, Aqcoe2G266300.3.p, Aqcoe2G266300.4.p
OG0002379	Solyc09g015340.2.1, Solyc09g015320.2.1	Aqcoe2G193700.1.p
OG0002379	Solyc05g016130.2.1	Aqcoe2G188100.1.p
OG0002379	Solyc09g015280.1.1	Aqcoe6G262400.1.p
OG0002380	Solyc09g083260.3.1	Aqcoe2G359200.2.p, Aqcoe2G359200.3.p, Aqcoe2G359200.1.p
OG0002381	Solyc12g019890.2.1	Aqcoe1G061400.1.p
OG0002381	Solyc04g051590.3.1	Aqcoe5G255400.1.p
OG0002382	Solyc09g072780.2.1	Aqcoe2G380700.1.p
OG0002382	Solyc09g090470.3.1	Aqcoe5G019500.1.p, Aqcoe7G268000.3.p, Aqcoe7G268000.4.p, Aqcoe7G268000.1.p
OG0002383	Solyc01g080400.3.1	Aqcoe7G328000.1.p, Aqcoe5G065400.1.p, Aqcoe5G065400.2.p, Aqcoe2G323300.1.p
OG0002384	Solyc05g045780.1.1, Solyc03g007300.2.1	Aqcoe2G201600.1.p
OG0002384	Solyc10g006910.2.1	Aqcoe2G190200.1.p
OG0002385	Solyc02g032070.1.1, Solyc02g032080.2.1, Solyc04g079590.3.1, Solyc01g108930.3.1, Solyc01g108970.3.1, Solyc01g079560.3.1	Aqcoe2G102700.1.p, Aqcoe1G196200.1.p, Aqcoe1G101100.1.p, Aqcoe1G101000.1.p
OG0002386	Solyc01g087750.3.1	Aqcoe1G036100.3.p, Aqcoe1G036100.2.p, Aqcoe1G036100.1.p
OG0002386	Solyc11g065490.2.1	Aqcoe2G016200.1.p
OG0002387	Solyc06g054030.2.1, Solyc09g082300.3.1, Solyc09g082290.3.1, Solyc03g005210.3.1	Aqcoe2G348600.1.p
OG0002388	Solyc09g031590.3.1, Solyc06g050550.3.1	Aqcoe2G082000.1.p
OG0002389	Solyc09g089850.3.1	Aqcoe5G029200.1.p, Aqcoe5G029200.2.p
OG0002389	Solyc09g011230.3.1	Aqcoe2G232000.1.p
OG0002390	Solyc09g089620.1.1	Aqcoe2G368900.1.p
OG0002390	Solyc05g053000.1.1	Aqcoe1G101900.1.p
OG0002391	Solyc02g068700.3.1	Aqcoe7G415100.1.p, Aqcoe1G227300.1.p
OG0002391	Solyc10g081310.2.1	Aqcoe2G007400.1.p
OG0002392	Solyc11g067200.2.1	Aqcoe2G136200.1.p, Aqcoe2G136200.2.p, Aqcoe1G450200.1.p, Aqcoe1G450200.2.p
OG0002393	Solyc09g008700.2.1	Aqcoe2G162400.2.p, Aqcoe2G162400.1.p
OG0002394	Solyc03g079910.3.1, Solyc05g052910.3.1	Aqcoe1G095900.1.p, Aqcoe1G095900.3.p, Aqcoe1G095900.2.p, Aqcoe2G233000.1.p
OG0002395	Solyc07g005460.3.1, Solyc07g005450.3.1	Aqcoe7G313000.1.p, Aqcoe7G313000.2.p, Aqcoe7G313000.3.p, Aqcoe2G247800.1.p
OG0002396	Solyc09g074670.3.1, Solyc11g020003.1.1, Solyc06g008720.3.1	Aqcoe2G306700.1.p
OG0002397	Solyc11g042610.2.1, Solyc10g078620.1.1	Aqcoe1G055300.1.p
OG0002398	Solyc01g099790.3.1	Aqcoe5G088000.2.p, Aqcoe5G088000.1.p, Aqcoe2G295300.1.p
OG0002399	Solyc04g008270.3.1, Solyc04g078820.3.1	Aqcoe2G420400.2.p, Aqcoe2G420400.1.p, Aqcoe2G420400.3.p
OG0002400	Solyc10g079360.2.1, Solyc10g079990.2.1, Solyc10g079370.2.1	Aqcoe2G022200.1.p
OG0002401	Solyc09g065780.3.1, Solyc09g065800.3.1	Aqcoe2G356200.1.p, Aqcoe1G242600.1.p
OG0002402	Solyc01g102370.3.1	Aqcoe2G238700.1.p, Aqcoe2G238700.2.p, Aqcoe2G238700.4.p, Aqcoe2G238700.3.p
OG0002403	Solyc06g074230.3.1	Aqcoe1G438600.1.p, Aqcoe2G115700.1.p
OG0002404	Solyc02g083730.3.1	Aqcoe4G264200.1.p, Aqcoe4G264200.2.p, Aqcoe6G213300.1.p
OG0002405	Solyc11g010625.1.1	Aqcoe6G093200.1.p
OG0002405	Solyc04g076340.3.1, Solyc12g087960.2.1	Aqcoe5G167800.1.p
OG0002406	Solyc06g069020.3.1, Solyc03g118990.2.1	Aqcoe3G265900.1.p, Aqcoe3G265900.3.p, Aqcoe3G265900.2.p, Aqcoe6G015900.2.p, Aqcoe6G015900.1.p, Aqcoe5G439500.1.p
OG0002408	Solyc09g064660.3.1	Aqcoe6G205700.1.p
OG0002409	Solyc04g072400.3.1	Aqcoe6G055500.1.p
OG0002409	Solyc02g091640.3.1	Aqcoe6G068400.2.p, Aqcoe6G068400.1.p
OG0002410	Solyc04g009430.3.1	Aqcoe6G032500.7.p, Aqcoe6G032500.6.p, Aqcoe6G032500.5.p, Aqcoe6G032500.2.p, Aqcoe6G032500.9.p, Aqcoe6G032500.1.p, Aqcoe6G032500.4.p, Aqcoe6G032500.8.p, Aqcoe6G032500.3.p, Aqcoe6G032500.10.p, Aqcoe6G032500.11.p
OG0002411	Solyc04g078110.1.1, Solyc02g092670.1.1, Solyc02g092680.1.1, Solyc03g044150.3.1	Aqcoe6G291800.1.p
OG0002412	Solyc02g065020.2.1, Solyc02g090720.3.1, Solyc01g108170.3.1	Aqcoe6G144400.1.p, Aqcoe5G154100.1.p
OG0002413	Solyc10g054320.2.1, Solyc01g110320.3.1, Solyc02g084560.3.1	Aqcoe6G254600.1.p
OG0002414	Solyc01g112250.3.1, Solyc10g074570.2.1	Aqcoe5G114300.1.p, Aqcoe6G165600.2.p, Aqcoe6G165600.1.p
OG0002415	Solyc02g067390.3.1	Aqcoe6G203300.1.p
OG0002415	Solyc05g007200.3.1	Aqcoe3G332900.1.p, Aqcoe3G332900.2.p, Aqcoe3G332900.3.p
OG0002416	Solyc12g096540.2.1, Solyc01g099670.3.1	Aqcoe6G138400.2.p, Aqcoe6G138400.1.p, Aqcoe6G191600.1.p
OG0002417	Solyc01g010690.1.1	Aqcoe3G086500.1.p
OG0002417	Solyc05g055650.3.1	Aqcoe6G247100.1.p, Aqcoe6G247100.2.p, Aqcoe6G247100.3.p, Aqcoe3G330800.1.p, Aqcoe3G330900.1.p, Aqcoe3G331100.1.p, Aqcoe3G331200.1.p, Aqcoe3G331200.2.p
OG0002418	Solyc02g088150.1.1	Aqcoe5G121000.1.p
OG0002418	Solyc07g045410.2.1	Aqcoe6G242200.1.p, Aqcoe3G306900.1.p, Aqcoe5G314000.1.p, Aqcoe4G162100.1.p, Aqcoe1G303000.1.p, Aqcoe7G317000.1.p
OG0002419	Solyc12g089220.2.1	Aqcoe5G175100.1.p, Aqcoe5G175100.2.p
OG0002420	Solyc04g051580.3.1, Solyc12g056660.2.1	Aqcoe6G046400.1.p
OG0002421	Solyc07g007870.3.1	Aqcoe6G066100.1.p
OG0002422	Solyc02g082350.3.1, Solyc00g007300.3.1	Aqcoe6G164000.1.p
OG0002423	Solyc11g017400.2.1, Solyc08g074360.3.1, Solyc05g010730.3.1	Aqcoe6G183700.1.p, Aqcoe6G183700.2.p
OG0002424	Solyc08g005590.3.1, Solyc08g075400.3.1	Aqcoe3G058200.1.p
OG0002424	Solyc01g107330.3.1	Aqcoe6G296300.1.p
OG0002425	Solyc01g106943.1.1, Solyc01g106950.3.1, Solyc01g106940.3.1	Aqcoe6G276100.3.p, Aqcoe6G276100.2.p, Aqcoe6G276100.4.p, Aqcoe6G276100.1.p
OG0002426	Solyc10g005910.2.1	Aqcoe6G295200.5.p, Aqcoe6G295200.6.p, Aqcoe6G295200.1.p, Aqcoe6G295200.4.p, Aqcoe6G295200.2.p, Aqcoe6G295200.3.p
OG0002427	Solyc05g056530.3.1	Aqcoe6G012000.1.p, Aqcoe6G012000.2.p
OG0002428	Solyc10g074800.2.1, Solyc09g055670.1.1, Solyc09g055590.3.1	Aqcoe0017s0009.1.p, Aqcoe0017s0009.2.p
OG0002429	Solyc07g056170.3.1, Solyc07g056210.3.1, Solyc12g011140.2.1	Aqcoe1G376600.1.p, Aqcoe7G297300.1.p, Aqcoe4G148100.1.p
OG0002430	Solyc03g007695.1.1, Solyc08g081700.1.1, Solyc08g008150.1.1, Solyc01g095170.2.1	Aqcoe4G018000.1.p, Aqcoe4G018300.1.p
OG0002431	Solyc05g023710.3.1	Aqcoe4G007900.1.p
OG0002432	Solyc12g017230.2.1, Solyc10g005700.3.1	Aqcoe4G302200.2.p, Aqcoe4G302200.9.p, Aqcoe4G302200.7.p, Aqcoe4G302200.3.p, Aqcoe4G302200.8.p, Aqcoe4G302200.1.p, Aqcoe4G302200.5.p, Aqcoe4G302200.4.p, Aqcoe4G302200.6.p
OG0002433	Solyc02g072190.3.1, Solyc10g007970.2.1, Solyc07g055280.3.1	Aqcoe1G219900.2.p, Aqcoe1G219900.1.p, Aqcoe4G031400.1.p
OG0002434	Solyc07g065620.3.1	Aqcoe4G309500.1.p
OG0002435	Solyc03g097020.3.1	Aqcoe7G343200.1.p, Aqcoe7G358500.1.p
OG0002435	Solyc02g062700.3.1	Aqcoe5G189200.1.p
OG0002436	Solyc12g008630.2.1	Aqcoe7G419000.1.p, Aqcoe7G419000.2.p, Aqcoe7G144800.1.p
OG0002437	Solyc08g081060.3.1	Aqcoe7G035500.2.p, Aqcoe7G035500.6.p, Aqcoe7G035500.4.p, Aqcoe7G035500.1.p, Aqcoe7G035500.5.p, Aqcoe7G035500.3.p
OG0002438	Solyc03g117040.3.1	Aqcoe7G207200.2.p, Aqcoe7G207200.3.p, Aqcoe7G207200.1.p, Aqcoe7G360600.1.p
OG0002439	Solyc03g121970.1.1, Solyc07g041290.2.1, Solyc08g062180.2.1	Aqcoe7G116200.1.p
OG0002440	Solyc08g065860.3.1, Solyc06g062490.3.1, Solyc03g121280.3.1	Aqcoe7G142000.2.p, Aqcoe7G142000.1.p
OG0002441	Solyc12g007280.2.1, Solyc08g066875.1.1	Aqcoe7G163500.1.p
OG0002442	Solyc01g099830.3.1, Solyc09g075160.3.1, Solyc09g075150.3.1	Aqcoe7G129800.1.p
OG0002443	Solyc10g017620.3.1	Aqcoe7G053600.1.p, Aqcoe7G053600.2.p, Aqcoe7G063100.3.p
OG0002443	Solyc02g091490.4.1	Aqcoe3G012400.1.p
OG0002444	Solyc05g025650.3.1, Solyc05g051620.3.1	Aqcoe7G414300.1.p, Aqcoe7G414300.2.p, Aqcoe7G089700.2.p, Aqcoe7G089700.1.p, Aqcoe7G089700.3.p
OG0002445	Solyc08g006060.3.1, Solyc08g074230.1.1	Aqcoe7G354900.1.p
OG0002446	Solyc08g061060.2.1	Aqcoe7G390600.2.p, Aqcoe7G390600.1.p
OG0002446	Solyc08g067390.3.1	Aqcoe7G210500.1.p
OG0002447	Solyc12g010380.2.1	Aqcoe7G237200.17.p, Aqcoe7G237200.18.p, Aqcoe7G237200.5.p, Aqcoe7G237200.13.p, Aqcoe7G237200.14.p, Aqcoe7G237200.11.p, Aqcoe7G237200.15.p, Aqcoe7G237200.7.p, Aqcoe7G237200.6.p, Aqcoe7G237200.12.p, Aqcoe7G237200.1.p, Aqcoe7G237200.4.p, Aqcoe7G237200.9.p, Aqcoe7G237200.2.p, Aqcoe7G237200.8.p, Aqcoe7G237200.3.p, Aqcoe7G237200.10.p
OG0002448	Solyc12g006850.2.1, Solyc08g066990.3.1	Aqcoe7G211100.1.p
OG0002449	Solyc04g048950.3.1, Solyc01g103490.3.1	Aqcoe7G423500.1.p
OG0002450	Solyc03g007170.3.1, Solyc01g091340.3.1	Aqcoe7G068400.1.p
OG0002451	Solyc08g061960.3.1, Solyc08g061850.3.1, Solyc07g041310.3.1	Aqcoe7G115000.2.p, Aqcoe7G115000.1.p, Aqcoe5G206100.1.p
OG0002452	Solyc03g118560.1.1, Solyc03g118550.3.1, Solyc08g079260.3.1	Aqcoe7G074700.1.p, Aqcoe7G074700.2.p
OG0002453	Solyc05g010150.3.1	Aqcoe3G388900.3.p, Aqcoe3G388900.4.p, Aqcoe3G388900.2.p, Aqcoe3G388900.1.p
OG0002453	Solyc07g006200.3.1	Aqcoe7G254100.2.p, Aqcoe7G254100.1.p
OG0002454	Solyc06g068540.3.1, Solyc03g117675.1.1, Solyc01g100440.2.1, Solyc07g005990.3.1	Aqcoe7G348300.1.p, Aqcoe7G220700.1.p
OG0002455	Solyc01g091030.3.1, Solyc10g018340.1.1, Solyc08g079150.1.1, Solyc08g079140.1.1, Solyc08g079130.1.1, Solyc08g007435.1.1, Solyc01g110890.1.1	Aqcoe7G078100.1.p
OG0002456	Solyc07g041660.3.1	Aqcoe7G430700.1.p
OG0002457	Solyc03g026120.3.1, Solyc06g035790.3.1, Solyc01g009600.3.1, Solyc01g091690.3.1	Aqcoe7G045600.1.p
OG0002458	Solyc03g033510.3.1, Solyc02g083820.1.1, Solyc02g062140.2.1, Solyc01g111270.3.1	Aqcoe7G240300.1.p
OG0002459	Solyc07g006760.3.1	Aqcoe7G328300.1.p, Aqcoe7G328300.2.p
OG0002460	Solyc10g012070.3.1, Solyc01g094950.3.1	Aqcoe7G024500.1.p, Aqcoe7G024500.2.p
OG0002461	Solyc10g018350.2.1, Solyc01g090910.3.1	Aqcoe5G416200.1.p
OG0002461	Solyc08g078690.3.1	Aqcoe7G082700.1.p, Aqcoe7G082700.2.p
OG0002462	Solyc06g036720.3.1	Aqcoe7G372700.1.p
OG0002463	Solyc07g045240.3.1	Aqcoe5G073800.1.p
OG0002463	Solyc12g035310.2.1	Aqcoe7G425600.2.p, Aqcoe7G425600.1.p
OG0002464	Solyc06g051760.3.1	Aqcoe1G424700.5.p, Aqcoe1G424700.3.p, Aqcoe1G424700.4.p, Aqcoe1G424700.2.p, Aqcoe1G424700.1.p
OG0002465	Solyc06g060400.3.1, Solyc06g064630.3.1	Aqcoe1G330600.2.p, Aqcoe1G330600.1.p, Aqcoe5G410300.1.p
OG0002467	Solyc10g080390.2.1, Solyc03g059250.3.1, Solyc11g061965.1.1, Solyc11g061960.2.1	Aqcoe1G023100.1.p
OG0002468	Solyc06g036590.1.1, Solyc05g054880.3.1, Solyc06g036580.3.1	Aqcoe1G217600.1.p
OG0002469	Solyc11g066780.2.1, Solyc06g074640.2.1	Aqcoe1G113200.1.p
OG0002470	Solyc10g081350.2.1, Solyc10g076920.2.1	Aqcoe1G001100.1.p, Aqcoe1G001100.2.p
OG0002471	Solyc05g053010.1.1, Solyc09g011070.1.1, Solyc10g084860.1.1	Aqcoe1G103300.1.p
OG0002472	Solyc05g050550.3.1, Solyc10g009380.3.1, Solyc01g096080.3.1, Solyc03g083050.3.1	Aqcoe1G442000.1.p
OG0002473	Solyc03g051790.3.1	Aqcoe1G030700.1.p, Aqcoe1G030700.2.p
OG0002474	Solyc09g015170.3.1, Solyc05g052350.3.1, Solyc06g050560.3.1	Aqcoe1G149400.1.p
OG0002475	Solyc07g045330.3.1	Aqcoe1G297400.1.p, Aqcoe1G297400.4.p, Aqcoe1G297400.2.p, Aqcoe1G297400.3.p
OG0002476	Solyc07g056330.3.1, Solyc10g007760.3.1	Aqcoe1G205100.1.p
OG0002476	Solyc04g039650.3.1	Aqcoe3G203000.1.p
OG0002477	Solyc00g006490.3.1, Solyc11g069490.2.1, Solyc06g075160.3.1	Aqcoe1G143300.1.p, Aqcoe1G143300.2.p
OG0002478	Solyc07g056010.3.1	Aqcoe5G181800.1.p
OG0002479	Solyc10g054100.2.1, Solyc01g110280.3.1	Aqcoe5G180300.1.p, Aqcoe5G180400.1.p
OG0002480	Solyc01g090950.3.1, Solyc08g078800.1.1	Aqcoe5G417900.1.p, Aqcoe5G418000.1.p
OG0002481	Solyc02g086480.1.1, Solyc02g067800.3.1, Solyc06g071660.2.1, Solyc03g112430.1.1	Aqcoe5G405600.1.p, Aqcoe3G202800.1.p, Aqcoe3G202800.2.p
OG0002482	Solyc06g068880.3.1, Solyc03g118370.3.1	Aqcoe5G339900.1.p
OG0002483	Solyc05g015910.1.1, Solyc01g009910.1.1, Solyc01g009900.3.1, Solyc01g009890.1.1	Aqcoe3G159700.1.p
OG0002484	Solyc03g111640.3.1, Solyc03g111630.3.1	Aqcoe5G382700.3.p, Aqcoe5G382700.2.p, Aqcoe5G382700.1.p
OG0002485	Solyc02g093940.3.1	Aqcoe5G368200.4.p, Aqcoe5G368200.5.p, Aqcoe5G368200.2.p, Aqcoe5G368200.3.p, Aqcoe5G368200.1.p
OG0002486	Solyc05g015840.3.1	Aqcoe5G351500.1.p
OG0002488	Solyc03g080080.3.1	Aqcoe5G474000.1.p, Aqcoe5G474000.2.p
OG0002489	Solyc10g053970.2.1, Solyc01g109870.3.1	Aqcoe5G175000.3.p, Aqcoe5G175000.1.p, Aqcoe5G175000.2.p
OG0002490	Solyc09g090270.3.1	Aqcoe5G022700.2.p, Aqcoe5G022700.1.p
OG0002491	Solyc12g010210.2.1, Solyc12g015790.1.1, Solyc00g007270.3.1	Aqcoe5G114400.1.p
OG0002492	Solyc02g093490.3.1	Aqcoe5G397400.1.p, Aqcoe5G397400.2.p, Aqcoe5G397400.3.p, Aqcoe3G299100.1.p
OG0002493	Solyc04g078690.3.1, Solyc02g093280.2.1	Aqcoe5G147300.1.p, Aqcoe5G147300.2.p
OG0002494	Solyc01g068590.3.1	Aqcoe5G308600.1.p
OG0002495	Solyc02g088570.2.1, Solyc01g011030.3.1, Solyc05g012560.2.1	Aqcoe3G357800.1.p
OG0002496	Solyc05g012500.3.1	Aqcoe3G360300.1.p
OG0002497	Solyc05g014030.3.1	Aqcoe3G134700.1.p
OG0002498	Solyc02g088300.3.1	Aqcoe3G059400.1.p, Aqcoe3G059400.2.p
OG0002499	Solyc09g030370.3.1, Solyc12g010560.2.1, Solyc00g058900.2.1, Solyc04g007440.1.1	Aqcoe3G048000.1.p
OG0002500	Solyc06g082900.3.1, Solyc06g082895.1.1, Solyc06g007660.2.1, Solyc09g020010.2.1	Aqcoe3G314700.1.p
OG0002501	Solyc03g097190.3.1, Solyc06g072730.3.1	Aqcoe3G232800.1.p
OG0002502	Solyc01g010760.3.1, Solyc03g058920.3.1, Solyc02g067460.3.1	Aqcoe3G327200.1.p, Aqcoe3G091300.1.p
OG0002503	Solyc02g089550.3.1, Solyc05g010400.3.1, Solyc04g005910.3.1	Aqcoe3G385000.1.p, Aqcoe3G075000.1.p
OG0002504	Solyc05g012040.3.1, Solyc03g114850.3.1, Solyc12g038520.2.1	Aqcoe3G371200.2.p, Aqcoe3G371200.1.p
OG0002505	Solyc04g005865.1.1, Solyc04g005670.2.1, Solyc03g113010.2.1	Aqcoe3G333400.1.p
OG0002506	Solyc06g070960.2.1, Solyc06g070940.3.1, Solyc03g113070.3.1	Aqcoe3G436600.1.p, Aqcoe3G436600.2.p, Aqcoe3G086800.1.p
OG0002507	Solyc03g119740.3.1	Aqcoe3G049600.1.p
OG0002507	Solyc04g008870.3.1	Aqcoe3G439300.2.p, Aqcoe3G439300.1.p
OG0002508	Solyc01g088480.3.1, Solyc08g077300.3.1	Aqcoe3G252000.1.p
OG0002509	Solyc05g007755.1.1	Aqcoe3G346200.1.p, Aqcoe3G346200.3.p, Aqcoe3G346200.4.p, Aqcoe3G346200.2.p, Aqcoe3G255900.9.p, Aqcoe3G255900.10.p, Aqcoe3G255900.3.p, Aqcoe3G255900.6.p, Aqcoe3G255900.7.p, Aqcoe3G255900.1.p, Aqcoe3G255900.4.p, Aqcoe3G255900.2.p, Aqcoe3G255900.5.p, Aqcoe3G255900.8.p
OG0002510	Solyc06g048960.3.1, Solyc11g008540.2.1, Solyc11g008520.2.1, Solyc11g008530.2.1	Aqcoe3G371500.1.p
OG0002511	Solyc08g005490.3.1, Solyc08g075870.3.1	Aqcoe3G185700.1.p, Aqcoe3G185700.2.p
OG0002512	Solyc03g112660.3.1	Aqcoe3G151300.2.p, Aqcoe3G151300.1.p
OG0002513	Solyc05g017893.1.1	Aqcoe3G409600.1.p, Aqcoe3G409600.2.p
OG0002514	Solyc03g115243.1.1, Solyc03g115240.3.1, Solyc03g115247.1.1	Aqcoe3G364700.1.p, Aqcoe3G364700.2.p
OG0002515	Solyc01g007140.3.1	Aqcoe3G104000.3.p, Aqcoe3G104000.4.p, Aqcoe3G104000.2.p, Aqcoe3G104000.5.p, Aqcoe3G104000.1.p, Aqcoe3G104000.6.p
OG0002524	Solyc01g006700.3.1	Aqcoe0223s0002.1.p, Aqcoe2G237000.4.p, Aqcoe2G237000.2.p, Aqcoe2G237000.1.p, Aqcoe2G237000.5.p, Aqcoe2G237000.3.p, Aqcoe1G071800.1.p, Aqcoe1G071800.2.p
OG0002525	Solyc01g101140.3.1	Aqcoe2G251200.1.p
OG0002526	Solyc02g091790.3.1	Aqcoe5G218100.1.p
OG0002526	Solyc00g059100.3.1	Aqcoe2G343100.1.p, Aqcoe2G343000.1.p
OG0002527	Solyc05g054830.3.1	Aqcoe2G174200.1.p
OG0002528	Solyc09g008930.3.1, Solyc11g007660.1.1	Aqcoe1G113100.1.p, Aqcoe2G186400.3.p, Aqcoe2G186400.2.p, Aqcoe2G186400.1.p
OG0002530	Solyc04g058180.3.1	Aqcoe6G030400.1.p
OG0002530	Solyc05g052970.3.1	Aqcoe2G231500.2.p, Aqcoe2G231500.3.p, Aqcoe2G231500.1.p
OG0002531	Solyc06g009600.1.1, Solyc01g079350.3.1, Solyc01g100540.3.1	Aqcoe3G071600.2.p, Aqcoe3G071600.1.p, Aqcoe2G273000.1.p
OG0002532	Solyc02g072120.3.1	Aqcoe1G218300.1.p
OG0002533	Solyc01g103450.3.1	Aqcoe3G176700.1.p
OG0002534	Solyc01g009090.3.1	Aqcoe2G007600.2.p, Aqcoe2G007600.1.p, Aqcoe2G007600.3.p
OG0002535	Solyc06g084510.3.1	Aqcoe2G314800.1.p
OG0002535	Solyc06g054540.3.1, Solyc01g067360.3.1	Aqcoe5G076300.1.p
OG0002536	Solyc07g062800.1.1	Aqcoe1G255200.1.p, Aqcoe2G239900.1.p, Aqcoe2G388400.1.p, Aqcoe4G078800.1.p, Aqcoe4G078700.1.p
OG0002536	Solyc10g008050.2.1	Aqcoe1G282900.1.p
OG0002537	Solyc06g007440.3.1, Solyc06g082440.1.1, Solyc10g085450.2.1, Solyc10g085440.1.1, Solyc09g018280.1.1	Aqcoe2G077300.1.p, Aqcoe1G399800.1.p
